"112年11月20日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","19,709.14","+","7.34","0.04","",
"發行量加權股價指數","17,210.47","+","1.52","0.01","",
"臺灣公司治理100指數","9,681.08","-","15.62","-0.16","",
"臺灣50指數","12,887.95","-","17.99","-0.14","",
"臺灣50權重上限30%指數","12,068.25","-","2.46","-0.02","",
"臺灣中型100指數","17,223.97","-","24.68","-0.14","",
"臺灣資訊科技指數","24,244.26","-","59.35","-0.24","",
"臺灣發達指數","9,707.86","+","12.00","0.12","",
"臺灣高股息指數","8,346.32","+","9.67","0.12","",
"臺灣就業99指數","11,147.10","+","0.33","--","",
"臺灣高薪100指數","9,369.27","+","7.85","0.08","",
"未含金融指數","14,906.47","+","0.41","--","",
"未含電子指數","18,136.42","-","9.75","-0.05","",
"未含金融電子指數","14,776.42","-","15.44","-0.10","",
"小型股300指數","9,931.06","+","54.66","0.55","",
"水泥窯製類指數","602.93","+","2.23","0.37","",
"塑膠化工類指數","814.26","-","4.47","-0.55","",
"機電類指數","4,773.17","+","2.22","0.05","",
"水泥類指數","156.98","+","0.94","0.60","",
"食品類指數","2,009.77","+","14.30","0.72","",
"塑膠類指數","222.49","-","1.21","-0.54","",
"紡織纖維類指數","625.48","-","3.76","-0.60","",
"電機機械類指數","300.25","+","0.29","0.10","",
"電器電纜類指數","102.11","+","0.18","0.18","",
"化學生技醫療類指數","126.67","-","0.65","-0.51","",
"化學類指數","160.64","-","1.94","-1.19","",
"生技醫療類指數","67.55","+","0.21","0.31","",
"玻璃陶瓷類指數","51.38","-","0.57","-1.10","",
"造紙類指數","333.95","-","1.01","-0.30","",
"鋼鐵類指數","135.51","+","0.29","0.21","",
"橡膠類指數","266.12","-","1.80","-0.67","",
"汽車類指數","412.03","+","0.15","0.04","",
"電子工業類指數","852.25","+","0.38","0.04","",
"半導體類指數","398.64","-","1.20","-0.30","",
"電腦及週邊設備類指數","222.71","+","1.62","0.73","",
"光電類指數","34.44","+","0.57","1.68","",
"通信網路類指數","148.37","+","1.43","0.97","",
"電子零組件類指數","196.85","+","1.44","0.74","",
"電子通路類指數","223.83","+","1.18","0.53","",
"資訊服務類指數","174.00","+","0.31","0.18","",
"其他電子類指數","100.19","-","0.77","-0.76","",
"建材營造類指數","410.73","+","3.67","0.90","",
"航運類指數","137.51","-","1.03","-0.74","",
"觀光餐旅類指數","133.73","-","5.69","-4.08","",
"金融保險類指數","1,685.28","+","0.93","0.06","",
"貿易百貨類指數","280.75","-","0.46","-0.16","",
"油電燃氣類指數","111.62","+","0.15","0.13","",
"綠能環保類指數","92.23","+","0.41","0.45","",
"數位雲端類指數","82.74","+","0.76","0.93","",
"運動休閒類指數","90.73","-","0.04","-0.04","",
"居家生活類指數","101.23","+","2.26","2.28","",
"其他類指數","363.61","-","0.48","-0.13","",
"臺指日報酬兩倍指數","36,570.02","+","6.46","0.02","",
"臺指反向一倍指數","3,915.22","-","0.35","-0.01","",
"電子類兩倍槓桿指數","38,935.01","+","34.71","0.09","",
"電子類反向指數","3,281.19","-","1.46","-0.04","",
"價格指數(跨市場)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技指數","4,111.86","+","8.26","0.20","",
"臺灣中小型公司治理指數","9,579.17","+","53.77","0.56","",
"臺灣IPO指數","5,016.71","+","25.54","0.51","",
"智慧中立指數","3,343.07","+","3.06","0.09","",
"臺灣5G指數","8,686.73","+","31.51","0.36","",
"臺灣企業社會責任中小型指數","10,769.59","+","23.30","0.22","",
"特選臺灣電動車代表指數","7,988.91","-","3.89","-0.05","",
"臺灣5G+通訊指數","6,899.06","+","11.56","0.17","",
