"114年08月07日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","26,892.68","+","605.85","2.30","",
"發行量加權股價指數","24,003.77","+","556.41","2.37","",
"臺灣公司治理100指數","14,599.41","+","415.80","2.93","",
"臺灣50指數","20,903.90","+","666.58","3.29","",
"臺灣50權重上限30%指數","17,575.80","+","379.59","2.21","",
"臺灣中型100指數","19,641.53","+","215.07","1.11","",
"臺灣資訊科技指數","41,876.30","+","1,581.23","3.92","",
"臺灣發達指數","10,461.39","+","111.09","1.07","",
"臺灣高股息指數","9,329.83","+","22.09","0.24","",
"臺灣就業99指數","13,486.36","+","77.60","0.58","",
"臺灣高薪100指數","12,156.72","+","91.42","0.76","",
"未含金融指數","21,007.10","+","558.79","2.73","",
"未含電子指數","18,583.51","-","27.97","-0.15","",
"未含金融電子指數","13,442.76","+","20.39","0.15","",
"小型股300指數","10,614.78","+","27.38","0.26","",
"水泥窯製類指數","526.79","-","0.59","-0.11","",
"塑膠化工類指數","604.03","+","0.78","0.13","",
"機電類指數","7,611.05","+","242.97","3.30","",
"水泥類指數","129.78","-","0.10","-0.08","",
"食品類指數","2,082.92","-","1.84","-0.09","",
"塑膠類指數","114.27","-","0.38","-0.33","",
"紡織纖維類指數","503.08","-","0.28","-0.06","",
"電機機械類指數","388.32","+","4.64","1.21","",
"電器電纜類指數","86.47","+","0.99","1.16","",
"化學生技醫療類指數","134.89","+","0.76","0.57","",
"化學類指數","152.49","-","1.86","-1.21","",
"生技醫療類指數","77.34","+","1.10","1.44","",
"玻璃陶瓷類指數","60.46","-","0.15","-0.25","",
"造紙類指數","250.40","-","0.13","-0.05","",
"鋼鐵類指數","118.35","-","0.43","-0.36","",
"橡膠類指數","225.83","-","1.35","-0.59","",
"汽車類指數","327.12","+","1.55","0.48","",
"電子工業類指數","1,370.57","+","44.45","3.35","",
"半導體類指數","698.94","+","28.59","4.26","",
"電腦及週邊設備類指數","289.95","+","2.28","0.79","",
"光電類指數","35.43","+","0.09","0.25","",
"通信網路類指數","174.25","+","2.43","1.41","",
"電子零組件類指數","293.04","+","3.67","1.27","",
"電子通路類指數","242.76","-","3.20","-1.30","",
"資訊服務類指數","219.18","+","1.91","0.88","",
"其他電子類指數","184.28","+","7.29","4.12","",
"建材營造類指數","497.85","-","0.12","-0.02","",
"航運類指數","186.42","-","0.91","-0.49","",
"觀光餐旅類指數","110.74","-","0.12","-0.11","",
"金融保險類指數","2,159.57","-","13.91","-0.64","",
"貿易百貨類指數","259.19","+","0.92","0.36","",
"油電燃氣類指數","58.78","+","0.37","0.63","",
"綠能環保類指數","104.73","+","1.10","1.06","",
"數位雲端類指數","53.46","+","0.08","0.15","",
"運動休閒類指數","76.78","-","0.68","-0.88","",
"居家生活類指數","123.85","+","5.37","4.53","",
"其他類指數","286.83","-","0.46","-0.16","",
"臺指日報酬兩倍指數","64,959.24","+","2,943.30","4.75","",
"臺指反向一倍指數","2,569.98","-","62.47","-2.37","",
"電子類兩倍槓桿指數","88,695.79","+","5,572.40","6.70","",
"電子類反向指數","1,801.84","-","62.49","-3.35","",
"價格指數(跨市場)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技指數","3,726.68","+","24.77","0.67","",
