上櫃股票每日收盤行情(不含定價)
產業類別:所有證券(不含權證、牛熊證)
資料日期:114/04/11
代號,名稱,收盤 ,漲跌,開盤 ,最高 ,最低,成交股數  , 成交金額(元), 成交筆數 ,最後買價,最後買量(張數),最後賣價,最後賣量(張數),發行股數 ,次日漲停價 ,次日跌停價
"00679B","元大美債20年","27.88","-1.03","27.73","27.96","27.69","116,032,000","3,232,943,180","18,850","27.87","2,284","27.88","429","9,449,692,000","9,999.95","0.01"
"00687B","國泰20年美債","28.95","-1.07","28.80","29.03","28.70","86,662,000","2,506,798,490","15,118","28.95","570","28.96","76","7,632,650,055","9,999.95","0.01"
"00687C","國泰20年美債+櫃U","8.95","-0.31","8.92","8.95","8.92","71,800","641,067","10","8.92","100","8.95","104","213,687","9,999.95","0.01"
"00694B","富邦美債1-3","43.00","-0.10","43.09","43.09","42.98","306,000","13,158,940","42","42.98","1","43.00","30","175,576,000","9,999.95","0.01"
"00695B","富邦美債7-10","36.14","-0.55","36.00","36.18","36.00","410,000","14,810,470","68","36.09","1","36.11","4","41,686,000","9,999.95","0.01"
"00696B","富邦美債20年","30.22","-1.12","30.07","30.32","30.03","3,441,000","104,105,640","387","30.21","103","30.22","33","926,181,000","9,999.95","0.01"
"00697B","元大美債7-10","36.44","-0.61","36.48","36.49","36.29","970,000","35,341,590","319","36.43","6","36.44","1","58,712,000","9,999.95","0.01"
"00718B","富邦中國政策債","21.08","+0.05","20.90","21.10","20.90","120,000","2,529,340","12","20.98","1","21.00","5","6,501,000","9,999.95","0.01"
"00719B","元大美債1-3","32.46","-0.11","32.55","32.56","32.44","4,725,000","153,437,600","862","32.46","154","32.47","59","458,514,000","9,999.95","0.01"
"00720B","元大投資級公司債","33.13","-1.11","33.11","33.21","32.80","16,430,000","543,452,740","3,139","33.13","14","33.14","184","4,212,609,000","9,999.95","0.01"
"00722B","群益投資級電信債","36.74","-1.26","36.90","36.90","36.56","4,626,000","169,973,370","594","36.73","5","36.74","20","1,496,739,000","9,999.95","0.01"
"00723B","群益投資級科技債","31.90","-1.20","31.95","31.97","31.90","326,000","10,421,350","20","31.90","1","31.93","3","1,504,583,000","9,999.95","0.01"
"00724B","群益投資級金融債","33.34","-0.87","33.56","33.56","33.00","9,688,000","323,029,410","234","33.33","38","33.34","91","2,845,775,000","9,999.95","0.01"
"00725B","國泰投資級公司債","35.41","-1.05","35.33","35.48","35.10","17,789,000","629,035,680","2,771","35.40","205","35.41","191","3,487,206,000","9,999.95","0.01"
"00726B","國泰新興投等債","33.13","-0.84","33.48","33.49","32.91","458,000","15,234,320","106","33.12","5","33.38","1","1,167,989,000","9,999.95","0.01"
"00727B","國泰優選非投等債","40.01","-0.60","40.00","40.03","39.85","215,000","8,592,830","27","39.97","1","40.01","3","88,689,000","9,999.95","0.01"
"00734B","台新JPM新興債","15.41","-0.33","15.43","15.43","15.41","17,000","262,240","5","15.41","54","15.42","5","28,979,000","9,999.95","0.01"
"00740B","富邦全球投等債","38.30","-1.07","38.48","38.48","38.21","4,282,000","164,035,620","280","38.29","14","38.30","12","1,644,971,000","9,999.95","0.01"
"00741B","富邦全球非投等債","37.80","-0.66","37.84","37.92","37.79","601,000","22,775,220","50","37.80","17","37.88","5","18,128,000","9,999.95","0.01"
"00746B","富邦A級公司債","35.69","-0.88","35.51","35.72","35.49","898,000","32,044,750","41","35.67","153","35.69","5","2,378,464,000","9,999.95","0.01"
"00749B","凱基新興債10+","30.38","-0.85","30.38","30.38","30.38","109,000","3,311,420","14","30.35","1","30.44","10","954,000,000","9,999.95","0.01"
"00750B","凱基科技債10+","33.84","-1.37","33.84","33.84","33.84","100,000","3,384,000","12","33.68","10","33.76","1","147,500,000","9,999.95","0.01"
"00751B","元大AAA至A公司債","32.00","-1.06","31.90","32.05","31.65","12,451,000","397,655,240","2,429","31.99","71","32.00","135","4,678,603,000","9,999.95","0.01"
"00754B","群益AAA-AA公司債","34.45","-1.07","34.40","34.49","34.40","324,000","11,157,100","22","34.40","5","34.42","3","831,400,000","9,999.95","0.01"
"00755B","群益投資級公用債","32.85","-1.30","33.49","33.49","32.85","420,000","13,813,960","33","32.84","1","32.85","3","213,230,000","9,999.95","0.01"
"00756B","群益投等新興公債","30.62","-1.01","31.20","31.20","30.60","435,000","13,329,110","91","30.64","1","30.65","4","1,273,800,000","9,999.95","0.01"
"00758B","復華能源債","49.45","-1.40","49.45","49.45","49.45","101,000","4,994,450","3","49.41","1","49.58","24","6,025,000","9,999.95","0.01"
"00759B","復華製藥債","54.20","-1.65","54.05","54.20","54.05","101,000","5,474,050","3","54.00","1","54.10","1","48,025,000","9,999.95","0.01"
"00760B","復華新興企業債","52.70","-1.60","52.70","52.75","52.10","435,000","22,897,350","32","52.65","12","52.70","3","459,020,000","9,999.95","0.01"
"00761B","國泰A級公司債","34.83","-1.06","34.99","34.99","34.74","512,000","17,821,790","105","34.82","5","34.83","24","2,688,089,000","9,999.95","0.01"
"00764B","群益25年美債","29.09","-1.06","29.05","29.17","28.91","21,495,000","625,774,050","477","29.09","189","29.11","1","1,368,500,000","9,999.95","0.01"
"00768B","復華20年美債","53.70","-2.05","53.45","53.85","53.35","733,000","39,359,300","49","53.65","207","53.70","3","441,600,000","9,999.95","0.01"
"00772B","中信高評級公司債","33.84","-1.00","33.75","33.89","33.53","5,053,000","170,766,270","1,175","33.83","243","33.84","76","3,530,790,000","9,999.95","0.01"
"00773B","中信優先金融債","35.22","-0.95","35.00","35.30","34.82","2,225,000","78,216,500","286","35.22","120","35.23","3","2,662,790,000","9,999.95","0.01"
"00777B","凱基AAA至A公司債","33.16","-1.19","33.16","33.16","33.16","100,000","3,316,000","8","33.10","2","33.13","1","1,861,650,000","9,999.95","0.01"
"00778B","凱基金融債20+","33.87","-1.19","33.41","33.87","33.41","115,000","3,890,530","7","33.80","2","33.83","1","1,501,150,000","9,999.95","0.01"
"00779B","凱基美債25+","29.31","-1.14","29.23","29.40","29.23","766,000","22,459,810","46","29.30","4","29.31","4","1,166,150,000","9,999.95","0.01"
"00780B","國泰A級金融債","37.56","-0.40","37.64","37.64","37.56","109,000","4,094,520","11","37.48","57","37.49","1","301,602,000","9,999.95","0.01"
"00781B","國泰A級科技債","29.85","-0.86","29.82","29.89","29.80","117,000","3,496,750","10","29.85","2","29.91","10","6,836,000","9,999.95","0.01"
"00782B","國泰A級公用債","31.35","-1.04","31.40","31.45","31.35","117,000","3,670,550","14","31.32","54","31.33","1","18,467,000","9,999.95","0.01"
"00784B","富邦中國投等債","39.80","-0.17","39.82","39.82","39.80","32,000","1,273,890","4","39.71","1","39.76","1","2,493,000","9,999.95","0.01"
"00785B","富邦金融投等債","34.55","-0.83","34.55","34.56","34.55","107,000","3,696,860","7","34.50","1","34.56","1","1,023,466,000","9,999.95","0.01"
"00786B","元大10年IG銀行債","31.79","-0.84","31.78","31.79","31.65","202,000","6,408,810","32","31.79","2","31.90","10","39,566,000","9,999.95","0.01"
"00787B","元大10年IG醫療債","32.40","-0.83","32.30","32.49","32.21","75,000","2,425,640","16","32.37","61","32.44","4","18,306,000","9,999.95","0.01"
"00788B","元大10年IG電能債","30.10","-0.77","29.90","30.15","29.82","189,000","5,672,800","62","30.10","1","30.15","7","38,206,000","9,999.95","0.01"
"00789B","復華公司債A3","49.26","-1.79","48.94","49.30","48.87","657,000","32,211,470","52","49.26","3","49.27","3","417,100,000","9,999.95","0.01"
"00790B","復華次順位金融債","53.15","-1.20","53.15","53.15","53.15","100,000","5,315,000","4","52.85","10","53.30","5","600,000","9,999.95","0.01"
"00791B","復華信用債1-5","57.90","-0.80","57.95","57.95","57.90","116,000","6,716,600","9","57.85","2","58.10","1","253,600,000","9,999.95","0.01"
"00792B","群益A級公司債","31.65","-1.15","32.18","32.18","31.65","323,000","10,237,360","26","31.63","5","31.66","3","1,909,615,000","9,999.95","0.01"
"00793B","群益AAA-A醫療債","30.82","-1.16","30.65","30.82","30.65","63,000","1,940,940","15","30.78","5","30.82","11","4,526,000","9,999.95","0.01"
"00794B","群益7+中國政金債","42.37","+0.32","42.39","42.39","42.37","150,000","6,356,500","6","42.18","10","42.37","3","2,687,000","9,999.95","0.01"
"00795B","中信美國公債20年","28.29","-1.05","28.12","28.34","28.04","22,076,000","623,672,360","4,037","28.28","126","28.29","21","2,122,598,000","9,999.95","0.01"
"00799B","國泰A級醫療債","30.74","-0.94","30.88","30.88","30.74","144,000","4,429,210","25","30.71","30","30.75","18","10,036,000","9,999.95","0.01"
"00834B","第一金金融債10+","33.51","-0.66","33.63","33.63","33.43","105,000","3,518,410","6","33.45","10","33.47","1","20,198,000","9,999.95","0.01"
"00836B","永豐10年A公司債","28.75","-1.00","28.81","28.83","28.75","107,000","3,081,660","8","28.74","2","28.76","1","390,041,000","9,999.95","0.01"
"00840B","凱基IG精選15+","30.21","-1.14","30.22","30.22","30.21","100,000","3,021,020","6","30.10","11","30.17","1","59,431,000","9,999.95","0.01"
"00841B","凱基AAA-AA公司債","29.84","-1.20","29.86","29.89","29.84","102,000","3,045,730","10","29.80","1","29.89","9","70,440,000","9,999.95","0.01"
"00842B","台新美元銀行債","31.28","-0.94","31.20","31.31","31.20","117,000","3,660,770","11","31.24","1","31.28","2","9,767,000","9,999.95","0.01"
"00844B","新光15年IG金融債","30.83","-0.90","31.01","31.01","30.83","22,000","679,450","10","30.79","6","30.81","1","219,675,000","9,999.95","0.01"
"00845B","富邦新興投等債","32.95","-0.37","32.84","32.95","32.84","102,000","3,360,680","5","32.80","25","32.87","1","250,551,000","9,999.95","0.01"
"00846B","富邦歐洲銀行債","35.83","-0.39","35.83","35.83","35.80","118,000","4,224,930","11","35.80","1","35.83","23","74,350,000","9,999.95","0.01"
"00847B","中信美國市政債","26.41","-0.68","26.46","26.47","26.35","436,000","11,525,950","22","26.40","23","26.41","9","9,305,000","9,999.95","0.01"
"00848B","中信新興亞洲債","34.05","-0.63","34.50","34.50","34.03","605,000","20,619,550","32","33.90","5","34.05","15","136,566,000","9,999.95","0.01"
