上櫃股票每日收盤行情(不含定價) 
產業類別:所有證券(不含權證、牛熊證) 
資料日期:110/03/22
代號,名稱,收盤 ,漲跌,開盤 ,最高 ,最低,成交股數  , 成交金額(元), 成交筆數 ,最後買價,最後買量(千股),最後賣價,最後賣量(千股),發行股數 ,次日漲停價 ,次日跌停價
"00679B","元大美債20年","39.50","+0.36","39.20","39.50","39.19","460,000","18,117,130","231","39.49","3","39.50","64","379,692,000","9,999.95","0.01"
"00687B","國泰20年美債","41.40","+0.44","41.08","41.44","41.08","148,000","6,130,620","30","41.37","20","41.44","10","108,287,000","9,999.95","0.01"
"00694B","富邦美債1-3","38.21","+0.02","38.18","38.23","38.13","165,000","6,298,010","12","38.13","70","38.21","19","177,576,000","9,999.95","0.01"
"00695B","富邦美債7-10","37.26","+0.01","37.25","37.26","37.22","118,000","4,396,220","15","37.23","1","37.25","2","14,186,000","9,999.95","0.01"
"00696B","富邦美債20年","41.25","+0.31","40.99","41.32","40.99","342,000","14,099,520","47","41.21","2","41.25","7","538,181,000","9,999.95","0.01"
"00697B","元大美債7-10","39.55","+0.03","39.52","39.56","39.52","222,000","8,780,180","13","39.49","45","39.56","3","7,212,000","9,999.95","0.01"
"00718B","富邦中國政策債","19.61","0.00","19.61","19.62","19.61","276,000","5,414,820","42","19.61","53","19.62","7","1,157,001,000","9,999.95","0.01"
"00719B","元大美債1-3","30.68","-0.03","30.68","30.68","30.68","100,000","3,068,000","2","30.66","2","30.68","15","591,514,000","9,999.95","0.01"
"00720B","元大投資級公司債","42.13","+0.23","42.04","42.13","42.04","194,000","8,170,310","41","42.10","1","42.14","7","701,609,000","9,999.95","0.01"
"00721B","元大中國債3-5","44.95","-0.05","44.94","45.00","44.94","183,000","8,230,840","6","44.93","1","45.00","3","406,622,000","9,999.95","0.01"
"00722B","群益15年IG電信債","44.65","+0.45","44.54","44.65","44.54","107,000","4,776,890","5","44.63","50","44.65","5","901,239,000","9,999.95","0.01"
"00723B","群益15年IG科技債","41.22","+0.54","41.17","41.22","41.15","102,000","4,197,390","6","41.00","100","41.21","50","793,583,000","9,999.95","0.01"
