"109年07月17日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","13,987.42","-","6.99","-0.05","",
"發行量加權股價指數","12,181.56","+","23.82","0.20","",
"臺灣公司治理100指數","7,020.92","+","55.54","0.80","",
"臺灣50指數","9,556.06","+","106.06","1.12","",
"臺灣50權重上限30%指數","9,274.44","+","74.99","0.82","",
"臺灣中型100指數","9,316.85","-","85.51","-0.91","",
"臺灣資訊科技指數","14,929.23","+","268.26","1.83","",
"臺灣發達指數","8,412.27","-","42.72","-0.51","",
"臺灣高股息指數","6,673.13","-","12.23","-0.18","",
"臺灣就業99指數","6,735.51","-","18.98","-0.28","",
"臺灣高薪100指數","6,339.24","+","10.89","0.17","",
"未含金融指數","10,446.30","+","22.95","0.22","",
"未含電子指數","14,386.18","-","92.01","-0.64","",
"未含金融電子指數","11,938.73","-","113.11","-0.94","",
"小型股300指數","6,737.65","-","122.27","-1.78","",
"水泥窯製類指數","605.57","-","0.01","--","",
"塑膠化工類指數","756.50","-","10.99","-1.43","",
"機電類指數","3,140.19","+","21.59","0.69","",
"水泥類指數","170.50","+","0.39","0.23","",
"食品類指數","1,788.08","-","14.58","-0.81","",
"塑膠類指數","221.10","-","1.23","-0.55","",
"紡織纖維類指數","511.58","-","7.42","-1.43","",
"電機機械類指數","187.25","-","2.70","-1.42","",
"電器電纜類指數","48.56","-","0.67","-1.36","",
"化學生技醫療類指數","103.46","-","3.39","-3.17","",
"化學類指數","105.45","-","2.15","-2.00","",
"生技醫療類指數","69.81","-","3.11","-4.26","",
"玻璃陶瓷類指數","28.07","-","0.74","-2.57","",
"造紙類指數","230.93","-","7.39","-3.10","",
"鋼鐵類指數","90.61","-","0.33","-0.36","",
"橡膠類指數","239.75","-","6.89","-2.79","",
"汽車類指數","349.65","-","0.83","-0.24","",
"電子工業類指數","562.42","+","4.20","0.75","",
"半導體類指數","249.86","+","4.58","1.87","",
"電腦及週邊設備類指數","113.28","-","0.71","-0.62","",
"光電類指數","38.78","-","0.37","-0.95","",
"通信網路類指數","125.27","-","2.08","-1.63","",
"電子零組件類指數","125.10","-","0.82","-0.65","",
"電子通路類指數","125.63","+","0.63","0.50","",
"資訊服務類指數","125.54","-","1.53","-1.20","",
"其他電子類指數","85.71","-","0.01","-0.01","",
"建材營造類指數","309.04","-","2.82","-0.90","",
"航運類指數","59.28","-","0.41","-0.69","",
"觀光類指數","89.40","-","1.72","-1.89","",
"金融保險類指數","1,278.42","+","0.34","0.03","",
"貿易百貨類指數","268.22","-","4.04","-1.48","",
"油電燃氣類指數","112.48","+","0.26","0.23","",
"其他類指數","283.52","-","2.94","-1.03","",
"臺指日報酬兩倍指數","20,041.97","+","78.23","0.39","",
"臺指反向一倍指數","6,065.96","-","11.91","-0.20","",
"電子類兩倍槓桿指數","19,399.07","+","287.59","1.50","",
"電子類反向指數","5,696.68","-","43.19","-0.75","",
"價格指數(跨市場)"
