上櫃股票每日收盤行情(不含定價)
產業類別:所有證券(不含權證、牛熊證)
資料日期:115/01/07
代號,名稱,收盤 ,漲跌,開盤 ,最高 ,最低,成交股數  , 成交金額(元), 成交筆數 ,最後買價,最後買量(張數),最後賣價,最後賣量(張數),發行股數 ,次日漲停價 ,次日跌停價
"00679B","元大美債20年","27.15","+0.06","27.18","27.21","27.15","32,699,000","888,875,760","4,411","27.15","2,350","27.16","24","8,705,192,000","9,999.95","0.01"
"00687B","國泰20年美債","28.21","+0.06","28.23","28.27","28.20","43,864,000","1,238,325,650","4,299","28.20","2,025","28.21","257","6,817,044,730","9,999.95","0.01"
"00687C","國泰20年美債+櫃U","9.38","+0.03","9.38","9.38","9.38","25,200","236,376","3","9.37","106","9.38","106","2,212,268","9,999.95","0.01"
"00694B","富邦美債1-3","41.79","+0.02","41.81","41.85","41.78","367,000","15,344,960","35","41.78","11","41.79","7","179,076,000","9,999.95","0.01"
"00695B","富邦美債7-10","35.79","+0.05","35.83","35.83","35.78","468,000","16,753,060","28","35.79","4","35.80","25","40,186,000","9,999.95","0.01"
"00696B","富邦美債20年","29.55","+0.11","29.54","29.61","29.53","4,238,000","125,288,530","131","29.54","114","29.55","319","931,681,000","9,999.95","0.01"
"00697B","元大美債7-10","36.11","+0.07","36.23","36.23","36.10","523,000","18,892,690","116","36.11","5","36.12","274","68,712,000","9,999.95","0.01"
"00719B","元大美債1-3","31.25","0.00","31.30","31.32","31.24","2,563,000","80,107,160","420","31.24","105","31.25","10","516,514,000","9,999.95","0.01"
"00720B","元大投資級公司債","33.66","+0.12","33.66","33.72","33.65","5,396,000","181,768,560","932","33.65","338","33.66","179","4,353,109,000","9,999.95","0.01"
"00722B","群益投資級電信債","36.89","+0.16","36.91","36.95","36.85","3,832,000","141,330,970","237","36.89","24","36.90","54","1,492,239,000","9,999.95","0.01"
"00723B","群益投資級科技債","31.64","+0.12","31.66","31.69","31.64","130,000","4,114,520","11","31.61","52","31.63","1","1,516,583,000","9,999.95","0.01"
"00724B","群益投資級金融債","34.82","+0.11","34.80","34.89","34.80","3,630,000","126,433,000","116","34.81","1","34.82","10","3,063,275,000","9,999.95","0.01"
"00725B","國泰投資級公司債","35.73","+0.09","35.73","35.80","35.72","5,772,000","206,447,660","730","35.73","33","35.74","167","3,802,706,000","9,999.95","0.01"
"00726B","國泰新興投等債","33.76","+0.02","33.75","33.77","33.75","166,000","5,603,380","106","33.75","3","33.76","23","1,182,489,000","9,999.95","0.01"
"00727B","國泰優選非投等債","40.34","-0.03","40.34","40.41","40.34","123,000","4,965,390","8","40.28","60","40.33","61","55,189,000","9,999.95","0.01"
"00734B","台新JPM新興債","15.90","0.00","15.90","15.90","15.90","100,000","1,590,000","2","15.90","1","15.92","20","27,479,000","9,999.95","0.01"
"00740B","富邦全球投等債","39.27","+0.10","39.17","39.34","39.17","4,000,000","157,133,640","126","39.26","14","39.27","86","1,635,471,000","9,999.95","0.01"
"00741B","富邦全球非投等債","37.81","+0.01","37.88","37.91","37.81","223,000","8,440,570","14","37.81","3","37.83","2","15,628,000","9,999.95","0.01"
"00746B","富邦A級公司債","36.36","+0.12","36.40","36.41","36.35","811,000","29,512,190","29","36.36","11","36.38","90","2,371,464,000","9,999.95","0.01"
"00749B","凱基新興債10+","32.24","+0.01","32.25","32.25","32.22","120,000","3,868,700","5","32.22","15","32.24","1","1,164,000,000","9,999.95","0.01"
"00750B","凱基科技債10+","33.82","+0.05","33.87","33.87","33.82","101,000","3,420,820","5","33.82","10","33.86","1","147,500,000","9,999.95","0.01"
"00751B","元大AAA至A公司債","32.12","+0.13","32.11","32.19","32.10","6,930,000","222,734,050","1,105","32.11","224","32.12","28","4,788,103,000","9,999.95","0.01"
"00754B","群益AAA-AA公司債","34.31","+0.12","34.35","34.36","34.31","115,000","3,947,300","7","34.30","1","34.35","15","1,057,900,000","9,999.95","0.01"
"00755B","群益投資級公用債","33.27","+0.11","33.30","33.34","33.27","122,000","4,060,040","11","33.27","1","33.28","1","213,230,000","9,999.95","0.01"
"00756B","群益投等新興公債","32.01","+0.05","32.00","32.04","32.00","171,000","5,474,770","28","32.00","1","32.01","1","1,360,800,000","9,999.95","0.01"
"00758B","復華能源債","51.60","+0.15","51.60","51.60","51.60","100,000","5,160,000","2","51.40","45","51.60","10","5,525,000","9,999.95","0.01"
"00759B","復華製藥債","55.15","-0.05","55.35","55.35","55.15","101,000","5,590,150","5","55.15","29","55.20","1","47,525,000","9,999.95","0.01"
"00760B","復華新興企業債","55.45","+0.15","55.30","55.45","55.30","105,000","5,816,800","8","55.30","5","55.35","1","458,020,000","9,999.95","0.01"
"00761B","國泰A級公司債","35.11","+0.10","35.13","35.18","35.10","261,000","9,173,790","28","35.11","118","35.13","60","2,738,589,000","9,999.95","0.01"
"00764B","群益25年美債","28.20","+0.08","28.23","28.26","28.20","3,887,000","109,702,950","169","28.20","527","28.21","2","1,346,500,000","9,999.95","0.01"
"00768B","復華20年美債","51.60","+0.10","51.65","51.65","51.55","1,140,000","58,838,100","60","51.55","589","51.60","10","644,600,000","9,999.95","0.01"
"00772B","中信高評級公司債","34.24","+0.09","34.21","34.31","34.21","2,040,000","69,919,960","333","34.24","81","34.25","56","3,528,290,000","9,999.95","0.01"
"00773B","中信優先金融債","36.74","+0.10","36.69","36.81","36.69","1,962,000","72,135,790","128","36.73","110","36.74","1","2,612,290,000","9,999.95","0.01"
"00777B","凱基AAA至A公司債","33.25","+0.12","33.28","33.28","33.25","102,000","3,391,550","4","33.25","2","33.26","1","1,862,150,000","9,999.95","0.01"
"00778B","凱基金融債20+","35.36","+0.14","35.39","35.39","35.36","101,000","3,571,390","5","35.30","14","35.37","1","1,527,650,000","9,999.95","0.01"
"00779B","凱基美債25+","28.56","+0.09","28.56","28.56","28.56","300,000","8,568,000","2","28.54","50","28.59","50","1,163,650,000","9,999.95","0.01"
"00780B","國泰A級金融債","38.12","+0.07","38.18","38.18","38.12","107,000","4,078,960","6","38.07","119","38.10","1","256,102,000","9,999.95","0.01"
"00781B","國泰A級科技債","29.32","+0.09","29.21","29.33","29.21","142,000","4,163,280","12","29.33","71","29.35","1","7,336,000","9,999.95","0.01"
"00782B","國泰A級公用債","31.38","+0.08","31.35","31.43","31.35","151,000","4,739,250","23","31.38","1","31.39","33","17,467,000","9,999.95","0.01"
"00785B","富邦金融投等債","35.97","+0.09","35.99","35.99","35.97","101,000","3,634,970","5","35.96","20","35.98","1","1,016,966,000","9,999.95","0.01"
"00786B","元大10年IG銀行債","33.43","+0.16","33.27","33.57","33.27","262,000","8,769,240","41","33.41","30","33.44","2","28,566,000","9,999.95","0.01"
"00787B","元大10年IG醫療債","32.83","+0.04","32.89","33.00","32.83","56,000","1,841,480","11","32.82","1","32.84","1","14,806,000","9,999.95","0.01"
"00788B","元大10年IG電能債","30.48","+0.11","30.47","30.56","30.47","180,000","5,495,910","19","30.46","25","30.49","6","34,206,000","9,999.95","0.01"
"00789B","復華公司債A3","49.57","+0.17","49.54","49.57","49.54","110,000","5,449,700","5","49.46","5","49.50","1","416,100,000","9,999.95","0.01"
"00791B","復華信用債1-5","57.20","-0.05","57.20","57.20","57.20","100,000","5,720,000","4","57.05","10","57.10","1","261,600,000","9,999.95","0.01"
"00792B","群益A級公司債","32.17","+0.15","32.18","32.23","32.17","196,000","6,309,350","17","32.13","10","32.17","1","2,052,615,000","9,999.95","0.01"
"00793B","群益AAA-A醫療債","31.21","+0.07","31.22","31.22","31.20","53,000","1,654,140","4","31.17","10","31.21","1","4,526,000","9,999.95","0.01"
"00795B","中信美國公債20年","27.35","+0.07","27.37","27.40","27.34","6,038,000","165,280,010","683","27.34","371","27.35","3","2,029,598,000","9,999.95","0.01"
"00799B","國泰A級醫療債","30.38","+0.11","30.40","30.42","30.38","182,000","5,532,330","32","30.38","1","30.40","6","22,536,000","9,999.95","0.01"
"00834B","第一金金融債10+","35.10","+0.11","35.10","35.10","35.10","100,000","3,510,000","2","35.06","23","35.08","1","21,698,000","9,999.95","0.01"
"00836B","永豐10年A公司債","29.15","+0.10","29.20","29.23","29.15","211,000","6,163,040","12","29.15","136","29.18","2","464,541,000","9,999.95","0.01"
"00840B","凱基IG精選15+","30.57","+0.11","30.57","30.57","30.57","100,000","3,057,000","2","30.52","15","30.56","1","59,431,000","9,999.95","0.01"
"00841B","凱基AAA-AA公司債","29.75","+0.09","29.75","29.75","29.75","100,000","2,975,000","2","29.69","15","29.73","1","70,440,000","9,999.95","0.01"
"00842B","台新美元銀行債","32.27","+0.10","32.24","32.33","32.20","132,000","4,257,190","24","32.24","4","32.27","19","11,267,000","9,999.95","0.01"
"00844B","新光15年IG金融債","32.44","+0.09","32.51","32.51","32.44","94,000","3,051,570","5","32.44","19","32.46","1","292,675,000","9,999.95","0.01"
"00845B","富邦新興投等債","34.08","+0.07","34.10","34.10","34.03","102,000","3,476,130","4","34.02","20","34.05","1","250,551,000","9,999.95","0.01"
"00846B","富邦歐洲銀行債","36.65","+0.03","36.68","36.68","36.62","102,000","3,738,300","4","36.62","1","36.66","10","74,350,000","9,999.95","0.01"
"00847B","中信美國市政債","26.17","+0.09","26.13","26.19","26.13","401,000","10,498,130","9","26.13","4","26.16","20","9,305,000","9,999.95","0.01"
"00848B","中信新興亞洲債","35.04","-0.03","35.08","35.09","35.04","421,000","14,770,400","13","35.04","1","35.06","15","136,066,000","9,999.95","0.01"
"00849B","中信EM主權債0-5","37.47","+0.02","37.42","37.48","37.42","458,000","17,165,100","11","37.41","30","37.49","5","484,606,000","9,999.95","0.01"
"00853B","統一美債10年Aa-A","28.08","+0.09","28.12","28.15","28.08","1,040,000","29,219,780","50","28.08","1","28.10","2","129,634,000","9,999.95","0.01"
"00856B","永豐1-3年美公債","37.59","+0.02","37.63","37.63","37.59","9,000","338,470","3","37.59","5","37.66","2","7,292,000","9,999.95","0.01"
"00857B","永豐20年美公債","23.48","+0.07","23.51","23.53","23.48","2,906,000","68,326,530","272","23.48","142","23.49","5","619,768,000","9,999.95","0.01"
"00858","永豐美國500大","34.26","+0.06","34.30","34.35","34.23","716,000","24,553,840","359","34.26","8","34.27","31","117,374,000","9,999.95","0.01"
"00859B","群益0-1年美債","41.04","0.00","41.06","41.09","41.01","3,367,000","138,161,570","121","41.02","1","41.04","14","14,011,000","9,999.95","0.01"
"00860B","群益1-5Y投資級債","38.30","0.00","38.38","38.38","38.30","114,000","4,368,650","12","38.28","10","38.31","3","4,171,000","9,999.95","0.01"
"00862B","中信投資級公司債","32.02","+0.12","32.04","32.08","32.02","509,000","16,314,600","36","32.00","1","32.01","5","798,381,000","9,999.95","0.01"
"00863B","中信全球電信債","32.50","+0.14","32.51","32.54","32.50","445,000","14,469,260","17","32.48","10","32.49","4","566,464,000","9,999.95","0.01"
