"113年09月04日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","24,061.93","-","1,110.57","-4.41","",
"發行量加權股價指數","21,092.75","-","999.46","-4.52","",
"臺灣公司治理100指數","12,252.03","-","595.33","-4.63","",
"臺灣50指數","17,039.14","-","863.34","-4.82","",
"臺灣50權重上限30%指數","15,001.13","-","706.92","-4.50","",
"臺灣中型100指數","18,966.56","-","788.58","-3.99","",
"臺灣資訊科技指數","33,634.38","-","1,890.88","-5.32","",
"臺灣發達指數","9,697.95","-","347.77","-3.46","",
"臺灣高股息指數","9,242.89","-","364.30","-3.79","",
"臺灣就業99指數","12,744.16","-","514.72","-3.88","",
"臺灣高薪100指數","11,137.31","-","422.71","-3.66","",
"未含金融指數","18,345.80","-","917.48","-4.76","",
"未含電子指數","19,415.49","-","633.55","-3.16","",
"未含金融電子指數","15,045.08","-","542.34","-3.48","",
"小型股300指數","11,267.72","-","497.58","-4.23","",
"水泥窯製類指數","589.72","-","12.86","-2.13","",
"塑膠化工類指數","675.49","-","30.93","-4.38","",
"機電類指數","6,258.35","-","338.77","-5.14","",
"水泥類指數","156.37","-","2.73","-1.72","",
"食品類指數","2,238.51","-","50.32","-2.20","",
"塑膠類指數","139.98","-","8.58","-5.78","",
"紡織纖維類指數","633.57","-","15.86","-2.44","",
"電機機械類指數","382.49","-","18.92","-4.71","",
"電器電纜類指數","108.50","-","4.92","-4.34","",
"化學生技醫療類指數","137.62","-","4.79","-3.36","",
"化學類指數","164.73","-","6.44","-3.76","",
"生技醫療類指數","76.89","-","2.46","-3.10","",
"玻璃陶瓷類指數","44.13","-","2.40","-5.16","",
"造紙類指數","307.84","-","15.02","-4.65","",
"鋼鐵類指數","130.19","-","4.67","-3.46","",
"橡膠類指數","279.41","-","9.79","-3.39","",
"汽車類指數","370.57","-","18.87","-4.85","",
"電子工業類指數","1,119.86","-","60.81","-5.15","",
"半導體類指數","555.72","-","32.19","-5.48","",
"電腦及週邊設備類指數","242.80","-","16.05","-6.20","",
"光電類指數","41.12","-","1.88","-4.37","",
"通信網路類指數","155.12","-","3.31","-2.09","",
"電子零組件類指數","222.53","-","13.25","-5.62","",
"電子通路類指數","258.45","-","8.51","-3.19","",
"資訊服務類指數","186.67","-","5.88","-3.05","",
"其他電子類指數","162.05","-","5.62","-3.35","",
"建材營造類指數","623.41","-","21.14","-3.28","",
"航運類指數","174.59","-","3.96","-2.22","",
"觀光餐旅類指數","117.19","-","4.11","-3.39","",
"金融保險類指數","1,998.55","-","52.21","-2.55","",
"貿易百貨類指數","303.42","-","5.24","-1.70","",
"油電燃氣類指數","72.90","-","4.09","-5.31","",
"綠能環保類指數","120.17","-","4.04","-3.25","",
"數位雲端類指數","65.40","-","2.22","-3.28","",
"運動休閒類指數","98.48","-","3.25","-3.19","",
"居家生活類指數","132.60","-","4.31","-3.15","",
"其他類指數","360.18","-","10.82","-2.92","",
"臺指日報酬兩倍指數","52,991.97","-","5,271.75","-9.05","",
"臺指反向一倍指數","3,086.45","+","133.59","4.52","",
"電子類兩倍槓桿指數","63,652.58","-","7,309.78","-10.30","",
"電子類反向指數","2,368.76","+","116.03","5.15","",
"價格指數(跨市場)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技指數","4,249.90","-","139.64","-3.18","",
"臺灣中小型公司治理指數","9,908.92","-","444.28","-4.29","",
"臺灣IPO指數","5,369.98","-","245.72","-4.38","",
"智慧中立指數","3,902.16","+","22.70","0.59","",
"臺灣5G指數","10,546.14","-","551.02","-4.97","",
"臺灣企業社會責任中小型指數","11,487.53","-","412.51","-3.47","",
"特選臺灣電動車代表指數","9,617.34","-","392.79","-3.92","",
"臺灣5G+通訊指數","9,178.36","-","481.89","-4.99","",
"臺灣全市場指數","7,334.91","-","340.76","-4.44","",
"臺灣全市場半導體指數","7,181.29","-","400.94","-5.29","",
"臺灣智慧移動與電動車指數","5,452.40","-","292.32","-5.09","",
"特選小資高價30指數","7,323.44","-","407.39","-5.27","",
"特選臺灣綠能及電動車指數","5,736.03","-","263.30","-4.39","",
"特選臺灣智能車供應鏈聯盟指數","6,602.84","-","355.48","-5.11","",
"臺灣全市場半導體精選30指數","5,665.78","-","321.98","-5.38","",
"特選臺灣高股息30指數","5,145.26","-","161.66","-3.05","",
"臺灣友善環境指數","6,414.00","-","277.00","-4.14","",
"台灣永續價值指數","5,877.85","-","247.05","-4.03","",
"特選臺灣IC設計指數","4,088.44","-","226.75","-5.25","",
"特選臺灣環境永續高股息指數","6,843.47","-","199.81","-2.84","",
"臺灣友善環境50指數","5,331.34","-","252.04","-4.51","",
"特選臺灣IC設計產業代表指數","5,383.36","-","299.70","-5.27","",
"特選臺灣綠能指數","5,481.09","-","240.27","-4.20","",
"特選臺灣智慧50指數","4,972.63","-","219.09","-4.22","",
"臺灣晶圓製造指數","5,953.87","-","287.99","-4.61","",
"臺灣精選高息指數","5,271.95","-","154.28","-2.84","",
"臺灣多因子優選高股息30指數","8,598.25","-","211.44","-2.40","",
"特選臺灣優利高填息30指數","7,044.38","-","247.40","-3.39","",
"特選臺灣科技優息指數","8,770.13","-","290.71","-3.21","",
"臺灣半導體收益指數","6,577.53","-","311.45","-4.52","",
"臺灣優選成長高股息指數","7,698.65","-","212.10","-2.68","",
"特選臺灣ESG低碳高息40指數","8,053.79","-","260.96","-3.14","",
"臺灣優選多因子30指數","8,271.26","-","231.74","-2.73","",
"臺灣創新科技50指數","6,908.83","-","387.76","-5.31","",
"臺灣全市場新經濟產業指數","4,989.01","-","146.61","-2.85","",
"臺灣ESG永續高股息等權重指數","6,167.10","-","210.76","-3.30","",
"臺灣永續高息中小型指數","5,776.58","-","168.97","-2.84","",
"特選臺灣高息優質成長指數","6,018.61","-","159.09","-2.58","",
"特選臺灣高息動能指數","6,397.08","-","161.25","-2.46","",
"臺灣電子成長高息等權重指數","5,531.46","-","201.65","-3.52","",
"特選臺灣優利成長指數","5,184.17","-","169.21","-3.16","",
