"114年06月19日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","24,727.99","-","393.17","-1.57","",
"發行量加權股價指數","22,003.50","-","353.23","-1.58","",
"臺灣公司治理100指數","13,273.69","-","225.11","-1.67","",
"臺灣50指數","18,761.63","-","302.02","-1.58","",
"臺灣50權重上限30%指數","16,016.43","-","225.86","-1.39","",
"臺灣中型100指數","18,403.35","-","274.47","-1.47","",
"臺灣資訊科技指數","37,228.34","-","645.17","-1.70","",
"臺灣發達指數","9,464.63","-","151.13","-1.57","",
"臺灣高股息指數","9,145.88","-","180.00","-1.93","",
"臺灣就業99指數","12,863.92","-","168.58","-1.29","",
"臺灣高薪100指數","11,684.81","-","203.85","-1.71","",
"未含金融指數","19,074.28","-","327.26","-1.69","",
"未含電子指數","18,394.47","-","308.73","-1.65","",
"未含金融電子指數","13,290.30","-","300.81","-2.21","",
"小型股300指數","10,253.50","-","148.07","-1.42","",
"水泥窯製類指數","526.76","-","8.36","-1.56","",
"塑膠化工類指數","563.81","-","7.71","-1.35","",
"機電類指數","6,781.57","-","108.72","-1.58","",
"水泥類指數","137.27","-","2.24","-1.61","",
"食品類指數","2,026.25","-","18.92","-0.93","",
"塑膠類指數","96.81","-","2.55","-2.57","",
"紡織纖維類指數","530.22","-","3.79","-0.71","",
"電機機械類指數","372.51","-","10.63","-2.77","",
"電器電纜類指數","82.72","-","1.19","-1.42","",
"化學生技醫療類指數","132.34","-","0.85","-0.64","",
"化學類指數","153.16","-","1.81","-1.17","",
"生技醫療類指數","75.00","-","0.27","-0.36","",
"玻璃陶瓷類指數","44.53","-","0.57","-1.26","",
"造紙類指數","239.18","-","6.69","-2.72","",
"鋼鐵類指數","115.93","-","1.54","-1.31","",
"橡膠類指數","219.95","-","3.14","-1.41","",
"汽車類指數","328.61","-","6.30","-1.88","",
"電子工業類指數","1,218.84","-","19.19","-1.55","",
"半導體類指數","626.91","-","11.31","-1.77","",
"電腦及週邊設備類指數","269.50","-","3.55","-1.30","",
"光電類指數","34.75","-","0.54","-1.53","",
"通信網路類指數","169.07","-","1.47","-0.86","",
"電子零組件類指數","227.58","-","1.73","-0.75","",
"電子通路類指數","246.37","-","3.31","-1.33","",
"資訊服務類指數","210.99","-","3.44","-1.60","",
"其他電子類指數","148.95","-","1.84","-1.22","",
"建材營造類指數","503.92","-","10.13","-1.97","",
"航運類指數","197.62","-","9.79","-4.72","",
"觀光餐旅類指數","112.68","-","1.61","-1.41","",
"金融保險類指數","2,141.67","-","15.68","-0.73","",
"貿易百貨類指數","258.04","-","3.83","-1.46","",
"油電燃氣類指數","55.39","-","2.04","-3.55","",
"綠能環保類指數","103.84","-","2.27","-2.14","",
"數位雲端類指數","51.75","-","1.50","-2.82","",
"運動休閒類指數","77.88","-","1.91","-2.39","",
"居家生活類指數","113.26","-","3.67","-3.14","",
"其他類指數","288.88","-","3.94","-1.35","",
"臺指日報酬兩倍指數","54,759.60","-","1,786.84","-3.16","",
"臺指反向一倍指數","2,812.75","+","43.75","1.58","",
"電子類兩倍槓桿指數","70,497.81","-","2,255.41","-3.10","",
"電子類反向指數","2,036.57","+","31.09","1.55","",
"價格指數(跨市場)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技指數","3,680.04","-","21.25","-0.57","",
"臺灣中小型公司治理指數","9,483.01","-","83.26","-0.87","",
"臺灣IPO指數","6,048.32","-","57.89","-0.95","",
"智慧中立指數","3,798.80","-","63.30","-1.64","",
"臺灣5G指數","11,300.19","-","130.12","-1.14","",
"臺灣企業社會責任中小型指數","10,496.86","-","213.19","-1.99","",
"特選臺灣電動車代表指數","9,320.98","-","107.93","-1.14","",
"臺灣科技龍頭通訊指數","9,870.18","-","131.83","-1.32","",
"臺灣全市場指數","7,579.06","-","118.31","-1.54","",
"臺灣全市場半導體指數","7,383.56","-","115.29","-1.54","",
"臺灣智慧移動與電動車指數","5,652.05","-","54.15","-0.95","",
"特選小資高價30指數","7,998.53","-","103.00","-1.27","",
"特選臺灣綠能及電動車指數","5,661.47","-","74.36","-1.30","",
"特選臺灣智能車供應鏈聯盟指數","6,939.58","-","96.16","-1.37","",
"臺灣全市場半導體精選30指數","5,846.29","-","87.98","-1.48","",
"特選臺灣高股息30指數","4,759.94","-","111.51","-2.29","",
"臺灣友善環境指數","6,760.89","-","110.96","-1.61","",
"台灣永續價值指數","6,240.10","-","76.34","-1.21","",
"特選臺灣IC設計指數","4,260.72","-","50.46","-1.17","",
"特選臺灣環境永續高股息指數","6,521.45","-","213.03","-3.16","",
"臺灣友善環境50指數","5,626.66","-","88.85","-1.55","",
"特選臺灣IC設計產業代表指數","5,424.07","-","99.40","-1.80","",
"特選臺灣綠能指數","4,985.76","-","91.40","-1.80","",
"特選臺灣智慧50指數","5,223.10","-","91.37","-1.72","",
"臺灣晶圓製造指數","5,808.73","-","80.56","-1.37","",
"臺灣精選高息指數","5,358.56","-","124.94","-2.28","",
"臺灣多因子優選高股息30指數","7,963.83","-","100.10","-1.24","",
"特選臺灣優利高填息30指數","7,249.83","-","189.22","-2.54","",
"特選臺灣科技優息指數","8,422.27","-","132.48","-1.55","",
