"109年08月31日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","14,439.65","-","141.58","-0.97","",
"發行量加權股價指數","12,591.45","-","137.40","-1.08","",
"臺灣公司治理100指數","7,335.31","-","106.59","-1.43","",
"臺灣50指數","9,982.03","-","159.16","-1.57","",
"臺灣50權重上限30%指數","9,465.72","-","142.17","-1.48","",
"臺灣中型100指數","9,506.36","-","102.38","-1.07","",
"臺灣資訊科技指數","16,586.99","-","324.92","-1.92","",
"臺灣發達指數","8,079.52","-","92.26","-1.13","",
"臺灣高股息指數","6,639.05","-","54.23","-0.81","",
"臺灣就業99指數","6,790.25","-","42.41","-0.62","",
"臺灣高薪100指數","6,330.13","-","66.06","-1.03","",
"未含金融指數","10,891.55","-","126.81","-1.15","",
"未含電子指數","14,316.83","-","55.48","-0.39","",
"未含金融電子指數","12,013.39","-","38.02","-0.32","",
"小型股300指數","7,052.65","+","43.76","0.62","",
"水泥窯製類指數","603.17","-","2.66","-0.44","",
"塑膠化工類指數","755.65","-","4.21","-0.55","",
"機電類指數","3,327.81","-","50.16","-1.48","",
"水泥類指數","167.88","-","0.96","-0.57","",
"食品類指數","1,705.10","-","12.62","-0.73","",
"塑膠類指數","215.32","-","2.53","-1.16","",
"紡織纖維類指數","512.37","+","1.18","0.23","",
"電機機械類指數","201.77","-","2.70","-1.32","",
"電器電纜類指數","54.35","+","0.86","1.61","",
"化學生技醫療類指數","107.47","+","1.25","1.18","",
"化學類指數","109.67","+","1.29","1.19","",
"生技醫療類指數","72.45","+","0.84","1.17","",
"玻璃陶瓷類指數","31.61","+","0.27","0.86","",
"造紙類指數","275.62","+","10.96","4.14","",
"鋼鐵類指數","90.77","+","0.75","0.83","",
"橡膠類指數","254.47","-","2.00","-0.78","",
"汽車類指數","320.13","-","4.31","-1.33","",
"電子工業類指數","595.63","-","9.10","-1.50","",
"半導體類指數","277.97","-","5.52","-1.95","",
"電腦及週邊設備類指數","117.07","-","1.09","-0.92","",
"光電類指數","37.24","-","0.17","-0.45","",
"通信網路類指數","123.13","-","0.72","-0.58","",
"電子零組件類指數","128.14","-","1.60","-1.23","",
"電子通路類指數","126.67","-","0.89","-0.70","",
"資訊服務類指數","127.74","+","0.69","0.54","",
"其他電子類指數","78.15","-","0.61","-0.77","",
"建材營造類指數","327.74","+","3.41","1.05","",
"航運類指數","66.48","+","1.70","2.62","",
"觀光類指數","86.43","-","0.16","-0.18","",
"金融保險類指數","1,241.65","-","6.79","-0.54","",
"貿易百貨類指數","263.74","+","0.51","0.19","",
"油電燃氣類指數","107.43","-","1.43","-1.31","",
"其他類指數","295.24","-","3.40","-1.14","",
"臺指日報酬兩倍指數","21,327.01","-","470.58","-2.16","",
"臺指反向一倍指數","5,844.86","+","62.42","1.08","",
"電子類兩倍槓桿指數","21,595.95","-","670.12","-3.01","",
