"113年06月06日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","24,881.66","+","433.97","1.78","",
"發行量加權股價指數","21,902.70","+","417.82","1.94","",
"臺灣公司治理100指數","12,720.70","+","331.73","2.68","",
"臺灣50指數","17,473.22","+","524.29","3.09","",
"臺灣50權重上限30%指數","15,539.28","+","352.07","2.32","",
"臺灣中型100指數","20,151.54","+","41.74","0.21","",
"臺灣資訊科技指數","34,761.61","+","1,114.79","3.31","",
"臺灣發達指數","10,257.26","+","51.87","0.51","",
"臺灣高股息指數","9,899.00","+","47.18","0.48","",
"臺灣就業99指數","13,244.93","+","184.11","1.41","",
"臺灣高薪100指數","11,922.94","+","232.11","1.99","",
"未含金融指數","19,185.42","+","380.35","2.02","",
"未含電子指數","20,232.59","+","106.34","0.53","",
"未含金融電子指數","16,180.37","+","27.65","0.17","",
"小型股300指數","11,872.13","-","22.89","-0.19","",
"水泥窯製類指數","604.47","-","1.44","-0.24","",
"塑膠化工類指數","752.33","-","7.11","-0.94","",
"機電類指數","6,494.72","+","160.06","2.53","",
"水泥類指數","156.38","-","0.90","-0.57","",
"食品類指數","2,212.47","+","12.01","0.55","",
"塑膠類指數","174.87","-","1.32","-0.75","",
"紡織纖維類指數","655.40","+","7.24","1.12","",
"電機機械類指數","409.28","-","1.65","-0.40","",
"電器電纜類指數","116.61","+","0.18","0.15","",
"化學生技醫療類指數","137.80","-","0.77","-0.56","",
"化學類指數","168.73","+","0.19","0.11","",
"生技醫療類指數","75.76","-","0.80","-1.04","",
"玻璃陶瓷類指數","53.51","+","0.97","1.85","",
"造紙類指數","339.29","-","1.17","-0.34","",
"鋼鐵類指數","144.61","+","0.44","0.31","",
"橡膠類指數","301.56","-","8.77","-2.83","",
"汽車類指數","411.49","-","1.53","-0.37","",
"電子工業類指數","1,160.97","+","29.67","2.62","",
"半導體類指數","573.54","+","21.74","3.94","",
"電腦及週邊設備類指數","280.68","+","0.72","0.26","",
"光電類指數","39.65","+","0.07","0.18","",
"通信網路類指數","157.60","+","0.63","0.40","",
"電子零組件類指數","228.39","+","0.07","0.03","",
"電子通路類指數","277.23","+","1.15","0.42","",
"資訊服務類指數","200.48","-","0.33","-0.16","",
"其他電子類指數","158.36","+","1.24","0.79","",
"建材營造類指數","616.84","-","0.03","--","",
"航運類指數","208.57","+","6.75","3.34","",
"觀光餐旅類指數","134.80","+","0.11","0.08","",
"金融保險類指數","1,956.27","+","24.67","1.28","",
"貿易百貨類指數","297.03","+","0.91","0.31","",
"油電燃氣類指數","90.54","-","0.85","-0.93","",
"綠能環保類指數","109.28","+","0.14","0.13","",
"數位雲端類指數","72.07","-","0.45","-0.62","",
"運動休閒類指數","98.91","-","0.59","-0.59","",
"居家生活類指數","113.14","+","0.62","0.55","",
"其他類指數","368.11","-","2.16","-0.58","",
"臺指日報酬兩倍指數","58,534.05","+","2,191.41","3.89","",
"臺指反向一倍指數","3,040.12","-","60.29","-1.94","",
"電子類兩倍槓桿指數","70,804.92","+","3,528.83","5.25","",
"電子類反向指數","2,359.77","-","63.56","-2.62","",
"價格指數(跨市場)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技指數","4,193.02","-","54.04","-1.27","",
"臺灣中小型公司治理指數","10,572.01","+","112.63","1.08","",
"臺灣IPO指數","5,666.38","+","0.24","--","",
"智慧中立指數","3,805.84","+","15.26","0.40","",
"臺灣5G指數","11,031.88","+","225.00","2.08","",
"臺灣企業社會責任中小型指數","12,786.09","+","25.96","0.20","",
"特選臺灣電動車代表指數","9,803.59","-","0.15","--","",
"臺灣5G+通訊指數","9,494.14","+","226.93","2.45","",
"臺灣全市場指數","7,568.26","+","147.60","1.99","",
"臺灣全市場半導體指數","7,656.26","+","193.39","2.59","",
"臺灣智慧移動與電動車指數","5,730.36","+","46.96","0.83","",
"特選小資高價30指數","7,464.32","+","166.83","2.29","",
"特選臺灣綠能及電動車指數","6,052.40","+","53.12","0.89","",
"特選臺灣智能車供應鏈聯盟指數","6,873.44","+","165.67","2.47","",
"臺灣全市場半導體精選30指數","6,079.58","+","158.18","2.67","",
"特選臺灣高股息30指數","5,892.55","+","57.32","0.98","",
"臺灣友善環境指數","6,663.80","+","130.22","1.99","",
"台灣永續價值指數","5,964.05","+","128.81","2.21","",
"特選臺灣IC設計指數","4,652.06","+","42.60","0.92","",
"特選臺灣環境永續高股息指數","8,350.73","+","109.75","1.33","",
"臺灣友善環境50指數","5,573.99","+","131.15","2.41","",
"特選臺灣IC設計產業代表指數","6,016.84","+","64.51","1.08","",
"特選臺灣綠能指數","5,689.07","-","12.86","-0.23","",
"特選臺灣智慧50指數","5,057.52","+","123.28","2.50","",
"臺灣晶圓製造指數","6,231.20","+","128.73","2.11","",
"臺灣精選高息指數","5,816.41","+","75.22","1.31","",
"臺灣多因子優選高股息30指數","8,914.58","+","67.08","0.76","",
"特選臺灣優利高填息30指數","7,588.21","+","47.95","0.64","",
"特選臺灣科技優息指數","9,484.16","+","63.94","0.68","",
"臺灣半導體收益指數","7,134.60","+","119.64","1.71","",
"臺灣優選成長高股息指數","7,976.09","+","103.59","1.32","",
"特選臺灣ESG低碳高息40指數","9,008.86","+","67.53","0.76","",
"臺灣優選多因子30指數","8,280.15","+","99.27","1.21","",
"臺灣創新科技50指數","7,215.65","+","169.10","2.40","",
"臺灣全市場新經濟產業指數","4,970.02","-","18.35","-0.37","",
"臺灣ESG永續高股息等權重指數","6,613.52","-","3.76","-0.06","",
"臺灣永續高息中小型指數","6,649.54","+","11.95","0.18","",
"特選臺灣高息優質成長指數","6,372.98","+","38.02","0.60","",
"特選臺灣高息動能指數","6,776.27","+","44.91","0.67","",
"臺灣電子成長高息等權重指數","6,070.76","+","3.50","0.06","",
"特選臺灣優利成長指數","5,625.18","+","56.50","1.01","",
"臺灣價值高息指數","5,855.42","+","63.73","1.10","",
"特選臺灣IC設計動能指數","5,185.72","+","38.87","0.76","",
"臺灣科技高股息指數","6,068.11","+","10.76","0.18","",
"臺灣趨勢動能高股息指數","5,880.05","+","25.38","0.43","",
"特選臺灣科技高息成長指數","5,826.99","+","41.61","0.72","",
"價格指數(臺灣指數公司)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"金融類日報酬兩倍指數","41,434.70","+","1,032.03","2.55","",
"金融類日報酬反向一倍指數","3,823.66","-","49.47","-1.28","",
"漲升股利150指數","10,290.21","+","106.14","1.04","",
"藍籌30指數","10,305.80","+","247.39","2.46","",
"工業菁英30指數","10,945.10","+","194.72","1.81","",
"低波動股利精選30指數","8,152.47","+","63.93","0.79","",
"中小型A級動能50指數","26,559.86","-","22.38","-0.08","",
"特選高息低波指數","10,560.99","+","52.17","0.50","",
"臺灣永續指數","11,392.89","+","270.22","2.43","",
"價值投資指數","8,209.87","-","2.26","-0.03","",
"存股雙十等權重指數","9,992.32","+","128.90","1.31","",
"特選大蘋果指數","11,125.94","+","148.22","1.35","",
"中小型300指數","12,263.62","+","24.06","0.20","",
"臺灣500指數","11,161.65","+","195.40","1.78","",
"臺灣勞工權益指數","9,886.90","+","137.64","1.41","",
"微波高息精選20指數","9,085.78","+","68.02","0.75","",
"特選世代行動通訊指數","8,879.31","+","72.25","0.82","",
