"112年07月27日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","19,728.00","+","100.75","0.51","",
"發行量加權股價指數","17,241.82","+","79.27","0.46","",
"臺灣公司治理100指數","9,730.55","+","26.05","0.27","",
"臺灣50指數","12,794.02","+","39.28","0.31","",
"臺灣50權重上限30%指數","12,003.32","+","27.79","0.23","",
"臺灣中型100指數","17,826.44","+","69.70","0.39","",
"臺灣資訊科技指數","23,902.56","+","72.13","0.30","",
"臺灣發達指數","10,123.18","+","5.48","0.05","",
"臺灣高股息指數","8,417.68","+","11.81","0.14","",
"臺灣就業99指數","11,374.73","+","110.78","0.98","",
"臺灣高薪100指數","9,447.19","+","51.99","0.55","",
"未含金融指數","14,920.03","+","60.88","0.41","",
"未含電子指數","18,575.93","+","133.02","0.72","",
"未含金融電子指數","15,240.62","+","99.45","0.66","",
"小型股300指數","9,872.27","+","125.44","1.29","",
"水泥窯製類指數","635.87","+","6.40","1.02","",
"塑膠化工類指數","830.81","+","4.25","0.51","",
"機電類指數","4,732.39","+","14.89","0.32","",
"水泥類指數","166.21","+","0.41","0.25","",
"食品類指數","2,107.93","+","1.39","0.07","",
"塑膠類指數","229.20","+","0.38","0.17","",
"紡織纖維類指數","604.93","+","1.34","0.22","",
"電機機械類指數","317.93","+","0.83","0.26","",
"電器電纜類指數","108.09","+","1.11","1.04","",
"化學生技醫療類指數","131.52","+","1.43","1.10","",
"化學類指數","157.47","+","2.49","1.61","",
"生技醫療類指數","74.84","+","0.41","0.55","",
"玻璃陶瓷類指數","52.87","+","3.17","6.38","",
"造紙類指數","417.83","+","26.18","6.68","",
"鋼鐵類指數","143.58","+","0.44","0.31","",
"橡膠類指數","245.07","+","2.11","0.87","",
"汽車類指數","422.01","+","4.26","1.02","",
"電子工業類指數","843.00","+","2.62","0.31","",
"半導體類指數","378.98","+","2.91","0.77","",
"電腦及週邊設備類指數","259.18","-","4.78","-1.81","",
"光電類指數","37.86","+","0.95","2.57","",
"通信網路類指數","137.87","-","0.30","-0.22","",
"電子零組件類指數","196.17","+","0.55","0.28","",
"電子通路類指數","181.07","+","1.31","0.73","",
"資訊服務類指數","186.33","+","3.29","1.80","",
"其他電子類指數","108.14","-","0.19","-0.18","",
"建材營造類指數","376.83","+","3.37","0.90","",
"航運類指數","146.00","+","2.43","1.69","",
"觀光餐旅類指數","142.64","+","2.58","1.84","",
"金融保險類指數","1,700.24","+","14.53","0.86","",
"貿易百貨類指數","290.07","+","0.77","0.27","",
"油電燃氣類指數","109.04","+","0.84","0.78","",
"綠能環保類指數","93.16","+","0.76","0.82","",
"數位雲端類指數","90.96","+","1.16","1.29","",
"運動休閒類指數","101.10","-","1.36","-1.33","",
"居家生活類指數","92.13","-","0.27","-0.29","",
"其他類指數","380.65","+","1.76","0.46","",
"臺指日報酬兩倍指數","36,826.34","+","337.07","0.92","",
"臺指反向一倍指數","3,931.49","-","18.24","-0.46","",
"電子類兩倍槓桿指數","38,390.27","+","237.89","0.62","",
"電子類反向指數","3,345.84","-","10.46","-0.31","",
"價格指數(跨市場)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技指數","4,301.17","+","12.78","0.30","",
"臺灣中小型公司治理指數","8,877.75","+","53.24","0.60","",
"臺灣IPO指數","4,942.69","+","83.94","1.73","",
"智慧中立指數","3,233.48","-","9.21","-0.28","",
"臺灣5G指數","8,066.30","+","47.13","0.59","",
"臺灣企業社會責任中小型指數","10,827.40","+","33.65","0.31","",
"特選臺灣電動車代表指數","9,503.03","-","66.28","-0.69","",
"臺灣5G+通訊指數","6,862.83","-","3.75","-0.05","",
"臺灣全市場指數","5,866.13","+","28.67","0.49","",
"臺灣全市場半導體指數","5,350.56","+","61.28","1.16","",
"臺灣智慧移動與電動車指數","4,629.14","+","2.81","0.06","",
"特選小資高價30指數","5,343.29","+","5.01","0.09","",
"特選臺灣綠能及電動車指數","5,529.23","+","17.26","0.31","",
"特選臺灣智能車供應鏈聯盟指數","4,990.84","+","2.96","0.06","",
"臺灣全市場半導體精選30指數","4,247.05","+","51.24","1.22","",
"特選臺灣高股息30指數","4,534.51","+","22.27","0.49","",
"臺灣友善環境指數","5,306.85","+","17.87","0.34","",
"台灣永續價值指數","4,935.25","+","24.56","0.50","",
"特選臺灣IC設計指數","3,451.23","+","54.13","1.59","",
"特選臺灣環境永續高股息指數","4,982.11","+","52.49","1.06","",
"臺灣友善環境50指數","4,208.47","+","11.55","0.28","",
"特選臺灣IC設計產業代表指數","4,540.53","+","60.47","1.35","",
"特選臺灣綠能指數","5,437.30","+","68.85","1.28","",
"特選臺灣智慧50指數","4,116.27","+","4.32","0.11","",
"特選臺灣標竿PCB指數","4,703.39","+","55.07","1.18","",
"臺灣晶圓製造指數","4,756.95","+","81.83","1.75","",
"臺灣精選高息指數","4,216.96","+","41.01","0.98","",
"臺灣多因子優選高股息30指數","6,152.12","+","1.94","0.03","",
"特選臺灣優利高填息30指數","5,887.02","+","5.77","0.10","",
"臺灣多因子優選成長30指數","6,935.25","+","5.32","0.08","",
"特選臺灣科技優息指數","7,013.30","+","57.81","0.83","",
"臺灣工業4.0指數","6,611.47","-","39.70","-0.60","",
"臺灣半導體收益指數","5,142.16","+","88.01","1.74","",
"臺灣優選成長高股息指數","6,255.20","+","22.79","0.37","",
"特選臺灣ESG低碳高息40指數","6,297.46","+","47.47","0.76","",
"臺灣優選多因子30指數","6,745.18","-","33.70","-0.50","",
"臺灣創新科技50指數","5,279.11","+","21.30","0.41","",
"臺灣全市場新經濟產業指數","4,849.05","-","11.44","-0.24","",
"價格指數(臺灣指數公司)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"金融類日報酬兩倍指數","31,725.85","+","537.65","1.72","",
"金融類日報酬反向一倍指數","4,460.05","-","38.78","-0.86","",
"漲升股利150指數","8,504.26","+","68.05","0.81","",
"藍籌30指數","7,807.75","+","40.65","0.52","",
"工業菁英30指數","8,311.54","+","49.46","0.60","",
"電子菁英30指數","9,100.77","+","51.11","0.56","",
"低波動股利精選30指數","7,733.54","-","24.61","-0.32","",
"中小型A級動能50指數","23,984.93","-","30.80","-0.13","",
"特選高息低波指數","8,195.37","-","6.05","-0.07","",
"臺灣永續指數","8,787.62","+","10.46","0.12","",
"價值投資指數","6,478.35","+","20.45","0.32","",
"存股雙十等權重指數","7,528.72","+","6.03","0.08","",
"特選大蘋果指數","9,546.36","-","81.17","-0.84","",
"中小型300指數","10,592.45","+","91.23","0.87","",
"臺灣500指數","8,883.86","+","37.84","0.43","",
"臺灣勞工權益指數","7,822.63","+","18.37","0.24","",
"微波高息精選20指數","7,432.48","-","45.09","-0.60","",
"特選世代行動通訊指數","7,079.18","-","14.57","-0.21","",
"智慧投資多因子30指數","5,275.56","+","16.44","0.31","",
"臺股期貨指數","9,356.00","+","64.65","0.70","",
"特選價值成長指數","7,713.20","+","42.44","0.55","",
"臺灣上櫃永續指數","6,395.62","+","103.77","1.65","",
"特選台股領航指數","7,911.04","-","4.54","-0.06","",
"特選Smart多因子指數","6,445.96","+","15.77","0.25","",
"特選ESG高股息指數","5,073.87","-","16.68","-0.33","",
"特選上櫃ESG成長指數","4,448.74","+","67.52","1.54","",
"特選上櫃ESG電子菁英指數","4,492.78","+","68.18","1.54","",
"臺灣優息存股指數","4,659.45","+","26.65","0.58","",
"特選上櫃ESG永續高股息指數","6,448.63","+","148.61","2.36","",
"特選臺灣金融高股息存股指數","5,502.73","+","47.85","0.88","",
"特選臺灣產業龍頭存股等權重指數","6,344.95","+","47.51","0.75","",
"上櫃ESG 30指數","5,850.33","+","90.16","1.57","",
"臺灣ESG低碳50指數","5,746.97","+","16.97","0.30","",
"報酬指數(臺灣證券交易所)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價報酬指數","28,371.23","+","155.77","0.55","",
"發行量加權股價報酬指數","36,852.39","+","181.09","0.49","",
"臺灣公司治理100報酬指數","13,773.35","+","38.44","0.28","",
"臺灣50報酬指數","--","","--","--","",
"臺灣50權重上限30%報酬指數","--","","--","--","",
"臺灣中型100報酬指數","--","","--","--","",
"臺灣資訊科技報酬指數","--","","--","--","",
"臺灣發達報酬指數","--","","--","--","",
"臺灣高股息報酬指數","--","","--","--","",
"臺灣就業99報酬指數","18,248.05","+","179.23","0.99","",
"臺灣高薪100報酬指數","14,555.10","+","82.65","0.57","",
"未含金融電子報酬指數","33,697.94","+","238.26","0.71","",
"小型股300報酬指數","13,477.95","+","194.56","1.46","",
"水泥類報酬指數","339.62","+","0.99","0.29","",
"食品類報酬指數","3,329.74","+","2.21","0.07","",
"塑膠類報酬指數","435.38","+","1.35","0.31","",
"紡織纖維類報酬指數","1,023.68","+","2.44","0.24","",
"電機機械類報酬指數","486.99","+","1.70","0.35","",
"電器電纜類報酬指數","172.40","+","1.79","1.05","",
"化學生技醫療類報酬指數","210.67","+","2.29","1.10","",
"化學類報酬指數","271.48","+","4.29","1.61","",
"生技醫療類報酬指數","107.79","+","0.60","0.56","",
"玻璃陶瓷類報酬指數","67.05","+","4.08","6.48","",
"造紙類報酬指數","665.10","+","41.68","6.69","",
"鋼鐵類報酬指數","250.50","+","0.76","0.30","",
"橡膠類報酬指數","405.16","+","3.49","0.87","",
"汽車類報酬指數","685.00","+","6.95","1.02","",
"電子工業類報酬指數","1,629.44","+","5.33","0.33","",
"半導體類報酬指數","684.63","+","5.32","0.78","",
"電腦及週邊設備類報酬指數","592.66","-","10.87","-1.80","",
"光電類報酬指數","56.88","+","1.51","2.73","",
"通信網路類報酬指數","298.87","-","0.64","-0.21","",
"電子零組件類報酬指數","376.29","+","1.18","0.31","",
"電子通路類報酬指數","458.08","+","3.32","0.73","",
"資訊服務類報酬指數","449.70","+","7.95","1.80","",
"其他電子類報酬指數","182.71","-","0.32","-0.17","",
"建材營造類報酬指數","782.64","+","9.60","1.24","",
"航運類報酬指數","280.16","+","4.66","1.69","",
"觀光餐旅類報酬指數","200.87","+","3.64","1.85","",
"金融保險類報酬指數","2,986.78","+","27.39","0.93","",
"貿易百貨類報酬指數","455.24","+","1.21","0.27","",
"油電燃氣類報酬指數","175.03","+","1.46","0.84","",
"綠能環保類報酬指數","94.94","+","0.95","1.01","",
"數位雲端類報酬指數","91.32","+","1.16","1.29","",
"運動休閒類報酬指數","102.57","-","1.35","-1.30","",
"居家生活類報酬指數","94.82","-","0.29","-0.30","",
"其他類報酬指數","659.29","+","3.29","0.50","",
"報酬指數(跨市場)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技報酬指數","4,806.46","+","18.01","0.38","",
"臺灣中小型公司治理報酬指數","12,005.63","+","72.01","0.60","",
"臺灣IPO報酬指數","5,944.20","+","102.01","1.75","",
"智慧中立報酬指數","3,987.49","-","7.86","-0.20","",
"加權指數掩護性臺指買權價外5%報酬指數","7,383.74","+","33.97","0.46","",
"臺灣5G報酬指數","9,446.62","+","55.20","0.59","",
"臺灣企業社會責任中小型報酬指數","13,045.72","+","48.64","0.37","",
"特選臺灣電動車代表報酬指數","11,007.42","-","70.51","-0.64","",
"臺灣5G+通訊報酬指數","7,757.26","-","4.24","-0.05","",
"臺灣全市場報酬指數","6,492.40","+","34.01","0.53","",
"臺灣全市場半導體報酬指數","6,013.42","+","71.30","1.20","",
"臺灣智慧移動與電動車報酬指數","5,235.57","+","3.18","0.06","",
"特選小資高價30報酬指數","5,869.90","+","5.51","0.09","",
"特選臺灣綠能及電動車報酬指數","6,200.13","+","22.02","0.36","",
"特選臺灣智能車供應鏈聯盟報酬指數","5,566.11","+","3.97","0.07","",
"臺灣全市場半導體精選30報酬指數","4,685.48","+","56.53","1.22","",
"特選臺灣高股息30報酬指數","5,641.18","+","27.71","0.49","",
"臺灣友善環境報酬指數","5,840.35","+","23.19","0.40","",
"台灣永續價值報酬指數","5,280.77","+","27.68","0.53","",
"特選臺灣IC設計報酬指數","3,889.13","+","61.00","1.59","",
"特選臺灣環境永續高股息報酬指數","6,294.57","+","77.97","1.25","",
"臺灣友善環境50報酬指數","4,637.85","+","13.09","0.28","",
"特選臺灣IC設計產業代表報酬指數","5,112.99","+","68.11","1.35","",
"特選臺灣綠能報酬指數","5,830.72","+","75.44","1.31","",
"特選臺灣智慧50報酬指數","4,581.06","+","5.60","0.12","",
"特選臺灣標竿PCB報酬指數","5,143.80","+","60.23","1.18","",
"臺灣晶圓製造報酬指數","5,200.84","+","89.47","1.75","",
"臺灣精選高息報酬指數","5,449.81","+","53.00","0.98","",
"臺灣多因子優選高股息30報酬指數","7,007.22","+","6.28","0.09","",
"特選臺灣優利高填息30報酬指數","6,913.47","+","6.78","0.10","",
"臺灣多因子優選成長30報酬指數","7,077.99","+","13.11","0.19","",
"特選臺灣科技優息報酬指數","7,439.68","+","61.33","0.83","",
"臺灣工業4.0報酬指數","6,794.80","-","40.80","-0.60","",
"臺灣半導體收益報酬指數","5,405.34","+","92.51","1.74","",
"臺灣優選成長高股息報酬指數","6,523.11","+","23.76","0.37","",
"特選臺灣ESG低碳高息40報酬指數","6,578.79","+","61.84","0.95","",
"臺灣優選多因子30報酬指數","6,897.95","-","30.22","-0.44","",
"臺灣創新科技50報酬指數","5,461.01","+","22.03","0.41","",
"臺灣全市場新經濟產業報酬指數","4,938.89","-","8.76","-0.18","",
"報酬指數(臺灣指數公司)"
