"113年07月11日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","27,646.15","+","409.39","1.50","",
"發行量加權股價指數","24,390.03","+","382.95","1.60","",
"臺灣公司治理100指數","14,407.36","+","284.47","2.01","",
"臺灣50指數","20,190.72","+","445.46","2.26","",
"臺灣50權重上限30%指數","17,538.66","+","287.25","1.67","",
"臺灣中型100指數","21,168.28","+","99.76","0.47","",
"臺灣資訊科技指數","40,699.09","+","954.10","2.40","",
"臺灣發達指數","10,468.63","+","67.17","0.65","",
"臺灣高股息指數","10,354.10","+","66.74","0.65","",
"臺灣就業99指數","14,516.01","+","251.35","1.76","",
"臺灣高薪100指數","12,535.77","+","103.49","0.83","",
"未含金融指數","21,392.62","+","345.72","1.64","",
"未含電子指數","20,944.88","+","109.84","0.53","",
"未含金融電子指數","16,239.38","+","29.92","0.18","",
"小型股300指數","12,414.53","+","48.43","0.39","",
"水泥窯製類指數","634.51","+","5.05","0.80","",
"塑膠化工類指數","744.26","+","1.83","0.25","",
"機電類指數","7,461.14","+","143.82","1.97","",
"水泥類指數","165.61","+","1.61","0.98","",
"食品類指數","2,332.05","+","8.60","0.37","",
"塑膠類指數","166.87","+","1.97","1.19","",
"紡織纖維類指數","687.98","+","3.25","0.47","",
"電機機械類指數","460.53","-","3.78","-0.81","",
"電器電纜類指數","117.87","-","0.47","-0.40","",
"化學生技醫療類指數","143.54","-","1.09","-0.75","",
"化學類指數","172.12","-","1.26","-0.73","",
"生技醫療類指數","80.10","-","0.63","-0.78","",
"玻璃陶瓷類指數","53.08","-","0.19","-0.36","",
"造紙類指數","341.29","-","0.86","-0.25","",
"鋼鐵類指數","141.29","+","0.03","0.02","",
"橡膠類指數","285.51","+","1.10","0.39","",
"汽車類指數","411.74","+","2.36","0.58","",
"電子工業類指數","1,335.46","+","26.87","2.05","",
"半導體類指數","676.10","+","18.44","2.80","",
"電腦及週邊設備類指數","293.80","-","1.95","-0.66","",
"光電類指數","45.77","+","0.47","1.04","",
"通信網路類指數","155.03","+","0.28","0.18","",
"電子零組件類指數","255.64","+","5.36","2.14","",
"電子通路類指數","285.38","+","2.53","0.89","",
"資訊服務類指數","211.58","+","0.16","0.08","",
"其他電子類指數","194.02","+","1.51","0.78","",
"建材營造類指數","640.47","+","4.92","0.77","",
"航運類指數","182.44","-","0.61","-0.33","",
"觀光餐旅類指數","131.10","-","0.59","-0.45","",
"金融保險類指數","2,153.41","+","25.16","1.18","",
"貿易百貨類指數","309.16","+","2.71","0.88","",
"油電燃氣類指數","87.88","-","0.03","-0.03","",
"綠能環保類指數","136.67","+","0.71","0.52","",
"數位雲端類指數","69.11","+","1.66","2.46","",
"運動休閒類指數","95.05","+","0.52","0.55","",
"居家生活類指數","114.67","-","1.66","-1.43","",
"其他類指數","376.96","+","1.97","0.53","",
"臺指日報酬兩倍指數","72,414.88","+","2,238.83","3.19","",
"臺指反向一倍指數","2,723.64","-","44.15","-1.60","",
"電子類兩倍槓桿指數","93,294.72","+","3,680.21","4.11","",
"電子類反向指數","2,042.65","-","42.82","-2.05","",
"價格指數(跨市場)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技指數","4,373.07","-","34.80","-0.79","",
"臺灣中小型公司治理指數","11,075.67","+","19.52","0.18","",
"臺灣IPO指數","6,003.50","-","51.03","-0.84","",
"智慧中立指數","3,557.92","-","40.29","-1.12","",
"臺灣5G指數","12,324.27","+","208.39","1.72","",
"臺灣企業社會責任中小型指數","12,876.79","+","63.87","0.50","",
"特選臺灣電動車代表指數","11,000.64","+","83.77","0.77","",
"臺灣5G+通訊指數","10,966.84","+","152.21","1.41","",
"臺灣全市場指數","8,453.72","+","128.92","1.55","",
"臺灣全市場半導體指數","8,636.81","+","147.83","1.74","",
"臺灣智慧移動與電動車指數","6,322.50","+","84.77","1.36","",
"特選小資高價30指數","8,640.22","+","119.27","1.40","",
"特選臺灣綠能及電動車指數","6,656.91","+","83.40","1.27","",
"特選臺灣智能車供應鏈聯盟指數","7,902.57","+","126.88","1.63","",
"臺灣全市場半導體精選30指數","6,887.26","+","114.14","1.69","",
"特選臺灣高股息30指數","5,778.16","+","0.40","0.01","",
"臺灣友善環境指數","7,346.88","+","116.24","1.61","",
"台灣永續價值指數","6,689.51","+","143.13","2.19","",
"特選臺灣IC設計指數","4,920.44","+","64.49","1.33","",
"特選臺灣環境永續高股息指數","7,721.02","+","23.32","0.30","",
"臺灣友善環境50指數","6,257.74","+","94.36","1.53","",
"特選臺灣IC設計產業代表指數","6,441.94","+","62.32","0.98","",
"特選臺灣綠能指數","6,513.22","+","68.39","1.06","",
"特選臺灣智慧50指數","5,697.89","+","96.67","1.73","",
"臺灣晶圓製造指數","6,958.86","+","110.16","1.61","",
"臺灣精選高息指數","5,769.38","-","17.59","-0.30","",
"臺灣多因子優選高股息30指數","9,001.26","+","53.76","0.60","",
"特選臺灣優利高填息30指數","7,704.03","-","6.35","-0.08","",
"特選臺灣科技優息指數","9,547.67","+","51.59","0.54","",
"臺灣半導體收益指數","7,788.52","+","79.20","1.03","",
"臺灣優選成長高股息指數","8,284.37","+","79.11","0.96","",
"特選臺灣ESG低碳高息40指數","9,130.28","+","32.68","0.36","",
"臺灣優選多因子30指數","9,349.93","+","66.70","0.72","",
"臺灣創新科技50指數","8,238.74","+","170.88","2.12","",
"臺灣全市場新經濟產業指數","5,000.91","+","21.49","0.43","",
"臺灣ESG永續高股息等權重指數","6,719.18","+","51.98","0.78","",
"臺灣永續高息中小型指數","6,463.72","+","7.26","0.11","",
"特選臺灣高息優質成長指數","6,425.85","-","0.46","-0.01","",
"特選臺灣高息動能指數","6,800.50","+","53.54","0.79","",
"臺灣電子成長高息等權重指數","6,162.92","+","17.49","0.28","",
"特選臺灣優利成長指數","5,642.41","+","13.14","0.23","",
"臺灣價值高息指數","5,995.80","+","14.07","0.24","",
"特選臺灣IC設計動能指數","5,538.97","+","74.39","1.36","",
"臺灣科技高股息指數","6,028.31","+","25.90","0.43","",
"臺灣趨勢動能高股息指數","5,967.19","+","50.01","0.85","",
"特選臺灣科技高息成長指數","5,896.78","+","8.02","0.14","",
"特選臺灣AI優息動能指數","5,302.85","+","11.35","0.21","",
"臺灣優選AI 50指數","5,369.65","+","38.76","0.73","",
"價格指數(臺灣指數公司)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"金融類日報酬兩倍指數","50,118.84","+","1,157.63","2.36","",
"金融類日報酬反向一倍指數","3,467.35","-","41.48","-1.18","",
"漲升股利150指數","10,884.01","+","169.75","1.58","",
"藍籌30指數","11,516.77","+","197.60","1.75","",
"工業菁英30指數","12,043.07","+","196.68","1.66","",
"低波動股利精選30指數","8,678.18","+","79.83","0.93","",
"中小型A級動能50指數","27,056.68","-","59.35","-0.22","",
"特選高息低波指數","10,640.25","+","36.32","0.34","",
"臺灣永續指數","12,785.42","+","202.73","1.61","",
"價值投資指數","8,388.63","+","17.07","0.20","",
"存股雙十等權重指數","10,529.92","+","62.29","0.60","",
"特選大蘋果指數","13,001.22","+","339.09","2.68","",
"中小型300指數","12,836.34","+","44.14","0.35","",
"臺灣500指數","12,335.88","+","172.60","1.42","",
"臺灣勞工權益指數","10,386.63","+","44.88","0.43","",
"微波高息精選20指數","9,401.93","+","59.31","0.63","",
"特選世代行動通訊指數","8,955.53","+","12.58","0.14","",
"智慧投資多因子30指數","7,691.39","+","20.61","0.27","",
"臺股期貨指數","13,301.40","+","200.88","1.53","",
"特選價值成長指數","10,289.28","+","49.20","0.48","",
"臺灣上櫃永續指數","8,545.08","+","138.93","1.65","",
"特選台股領航指數","12,196.66","+","149.22","1.24","",
"特選Smart多因子指數","9,789.82","+","125.74","1.30","",
"特選ESG高股息指數","7,143.05","+","6.51","0.09","",
"特選上櫃ESG成長指數","6,281.82","+","132.12","2.15","",
"特選上櫃ESG電子菁英指數","6,455.75","+","136.06","2.15","",
"臺灣優息存股指數","5,443.70","+","15.01","0.28","",
"特選上櫃ESG永續高股息指數","8,391.07","+","34.65","0.41","",
"特選臺灣金融高股息存股指數","6,945.23","+","75.26","1.10","",
"特選臺灣產業龍頭存股等權重指數","7,206.82","+","7.25","0.10","",
"上櫃ESG 30指數","7,321.90","+","71.96","0.99","",
"臺灣ESG低碳50指數","8,592.45","+","142.15","1.68","",
"臺灣創新板指數","6,852.87","-","56.88","-0.82","",
"特選上櫃ESG龍頭指數","7,158.68","+","107.54","1.53","",
"報酬指數(臺灣證券交易所)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價報酬指數","40,663.40","+","613.72","1.53","",
"發行量加權股價報酬指數","53,330.65","+","851.54","1.62","",
"臺灣公司治理100報酬指數","20,872.30","+","414.13","2.02","",
"臺灣50報酬指數","--","","--","--","",
"臺灣50權重上限30%報酬指數","--","","--","--","",
"臺灣中型100報酬指數","--","","--","--","",
"臺灣資訊科技報酬指數","--","","--","--","",
"臺灣發達報酬指數","--","","--","--","",
"臺灣高股息報酬指數","--","","--","--","",
"臺灣就業99報酬指數","23,877.95","+","427.71","1.82","",
"臺灣高薪100報酬指數","19,879.97","+","164.35","0.83","",
"未含金融電子報酬指數","36,708.85","+","82.40","0.22","",
"小型股300報酬指數","17,331.88","+","85.52","0.50","",
"水泥類報酬指數","344.07","+","3.33","0.98","",
"食品類報酬指數","3,790.35","+","13.97","0.37","",
