"109年07月27日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","14,392.93","+","282.03","2.00","",
"發行量加權股價指數","12,588.30","+","284.26","2.31","",
"臺灣公司治理100指數","7,431.27","+","274.52","3.84","",
"臺灣50指數","10,176.24","+","443.22","4.55","",
"臺灣50權重上限30%指數","9,702.90","+","319.56","3.41","",
"臺灣中型100指數","9,301.21","-","42.11","-0.45","",
"臺灣資訊科技指數","16,899.52","+","1,231.33","7.86","",
"臺灣發達指數","8,136.37","-","81.49","-0.99","",
"臺灣高股息指數","6,656.47","-","44.97","-0.67","",
"臺灣就業99指數","6,773.33","+","26.45","0.39","",
"臺灣高薪100指數","6,376.81","+","48.30","0.76","",
"未含金融指數","10,877.47","+","294.05","2.78","",
"未含電子指數","13,980.79","-","218.51","-1.54","",
"未含金融電子指數","11,565.11","-","209.25","-1.78","",
"小型股300指數","6,676.11","-","89.26","-1.32","",
"水泥窯製類指數","580.95","-","9.84","-1.67","",
"塑膠化工類指數","732.92","-","14.65","-1.96","",
"機電類指數","3,365.34","+","147.89","4.60","",
"水泥類指數","163.27","-","2.62","-1.58","",
"食品類指數","1,751.72","-","11.02","-0.63","",
"塑膠類指數","213.83","-","3.72","-1.71","",
"紡織纖維類指數","478.81","-","21.31","-4.26","",
"電機機械類指數","185.81","-","2.17","-1.15","",
"電器電纜類指數","47.04","-","0.88","-1.84","",
"化學生技醫療類指數","101.09","-","2.70","-2.60","",
"化學類指數","105.38","-","1.47","-1.38","",
"生技醫療類指數","66.75","-","2.63","-3.79","",
"玻璃陶瓷類指數","27.49","-","0.73","-2.59","",
"造紙類指數","228.61","-","7.22","-3.06","",
"鋼鐵類指數","87.69","-","0.88","-0.99","",
"橡膠類指數","230.45","-","4.84","-2.06","",
"汽車類指數","331.71","-","8.12","-2.39","",
"電子工業類指數","604.06","+","27.43","4.76","",
"半導體類指數","285.45","+","22.11","8.40","",
"電腦及週邊設備類指數","112.78","-","1.03","-0.91","",
"光電類指數","37.74","-","0.03","-0.08","",
"通信網路類指數","122.89","-","1.36","-1.09","",
"電子零組件類指數","128.32","+","1.50","1.18","",
"電子通路類指數","127.24","-","0.27","-0.21","",
"資訊服務類指數","124.57","-","1.43","-1.13","",
"其他電子類指數","78.61","-","1.48","-1.85","",
"建材營造類指數","303.50","-","3.51","-1.14","",
"航運類指數","57.42","-","0.95","-1.63","",
"觀光類指數","86.02","-","2.15","-2.44","",
"金融保險類指數","1,251.01","-","12.95","-1.02","",
"貿易百貨類指數","260.88","-","3.70","-1.40","",
"油電燃氣類指數","109.29","-","1.52","-1.37","",
"其他類指數","275.33","-","5.48","-1.95","",
"臺指日報酬兩倍指數","21,381.91","+","944.34","4.62","",
"臺指反向一倍指數","5,864.06","-","138.68","-2.31","",
"電子類兩倍槓桿指數","22,312.59","+","1,938.38","9.51","",
"電子類反向指數","5,287.21","-","264.07","-4.76","",
"價格指數(跨市場)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技指數","4,519.66","-","124.89","-2.69","",
"臺灣中小型公司治理指數","6,365.28","+","26.61","0.42","",
"臺灣IPO指數","5,785.07","-","51.04","-0.87","",
"智慧中立指數","4,586.87","-","89.34","-1.91","",
"臺灣企業社會責任中小型指數","5,015.82","-","60.40","-1.19","",
"價格指數(臺灣指數公司)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"金融類日報酬兩倍指數","18,418.70","-","385.32","-2.05","",
"金融類日報酬反向一倍指數","6,499.72","+","65.92","1.02","",
"漲升股利150指數","6,510.30","+","52.85","0.82","",
"漲升股利100指數","6,427.78","+","28.79","0.45","",
"藍籌30指數","6,661.15","+","170.75","2.63","",
"工業菁英30指數","7,314.40","+","236.94","3.35","",
"電子菁英30指數","7,274.16","+","194.89","2.75","",
"低波動股利精選30指數","5,735.75","-","66.78","-1.15","",
"低貝塔100指數","5,798.19","-","33.19","-0.57","",
"藍籌30反向一倍指數","6,865.31","-","185.49","-2.63","",
"中小型精選50指數","5,988.76","-","60.88","-1.01","",
"中小型A級動能50指數","8,832.27","+","1.50","0.02","",
"特選高息低波指數","5,281.37","-","69.54","-1.30","",
"臺灣永續指數","6,397.34","+","215.56","3.49","",
"工業菁英30反向一倍指數","7,162.08","-","248.08","-3.35","",
"特選內需高收益指數","5,595.59","-","66.32","-1.17","",
"價值投資指數","6,188.05","-","141.35","-2.23","",
"中小型300指數","6,320.05","-","59.36","-0.93","",
"臺灣勞工權益指數","5,693.02","+","82.24","1.47","",
"智慧投資多因子30指數","5,057.56","+","13.82","0.27","",
"臺股期貨指數","5,700.74","+","160.95","2.91","",
"臺灣上櫃企業社會責任指數","5,228.43","+","69.06","1.34","",
"報酬指數(臺灣證券交易所)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價報酬指數","18,516.86","+","368.53","2.03","",
"發行量加權股價報酬指數","24,040.46","+","550.50","2.34","",
"臺灣公司治理100報酬指數","9,361.76","+","348.72","3.87","",
"臺灣50報酬指數","--","","--","--","",
"臺灣50權重上限30%報酬指數","--","","--","--","",
