"112年08月10日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","19,004.45","-","282.34","-1.46","",
"發行量加權股價指數","16,634.70","-","236.24","-1.40","",
"臺灣公司治理100指數","9,411.52","-","94.39","-0.99","",
"臺灣50指數","12,470.82","-","101.32","-0.81","",
"臺灣50權重上限30%指數","11,726.35","-","105.95","-0.90","",
"臺灣中型100指數","16,599.87","-","542.85","-3.17","",
"臺灣資訊科技指數","22,919.59","-","366.85","-1.58","",
"臺灣發達指數","9,864.97","-","105.79","-1.06","",
"臺灣高股息指數","7,984.16","-","242.03","-2.94","",
"臺灣就業99指數","11,021.86","-","159.69","-1.43","",
"臺灣高薪100指數","9,161.43","-","127.73","-1.38","",
"未含金融指數","14,345.20","-","224.50","-1.54","",
"未含電子指數","18,169.07","-","144.76","-0.79","",
"未含金融電子指數","14,823.02","-","149.23","-1.00","",
"小型股300指數","9,500.69","-","202.46","-2.09","",
"水泥窯製類指數","635.09","-","9.80","-1.52","",
"塑膠化工類指數","816.97","-","7.96","-0.96","",
"機電類指數","4,527.89","-","82.12","-1.78","",
"水泥類指數","164.27","-","1.43","-0.86","",
"食品類指數","1,996.91","-","16.16","-0.80","",
"塑膠類指數","230.64","-","0.75","-0.32","",
"紡織纖維類指數","588.10","-","3.50","-0.59","",
"電機機械類指數","301.70","-","7.77","-2.51","",
"電器電纜類指數","103.25","-","1.90","-1.81","",
"化學生技醫療類指數","123.85","-","2.90","-2.29","",
"化學類指數","148.19","-","4.06","-2.67","",
"生技醫療類指數","70.53","-","1.35","-1.88","",
"玻璃陶瓷類指數","56.43","-","3.15","-5.29","",
"造紙類指數","359.33","-","15.18","-4.05","",
"鋼鐵類指數","141.37","-","1.46","-1.02","",
"橡膠類指數","238.13","-","2.37","-0.99","",
"汽車類指數","407.62","-","6.65","-1.61","",
"電子工業類指數","806.77","-","14.45","-1.76","",
"半導體類指數","365.80","-","3.54","-0.96","",
"電腦及週邊設備類指數","228.15","-","13.08","-5.42","",
"光電類指數","35.87","-","1.09","-2.95","",
"通信網路類指數","136.99","-","0.38","-0.28","",
"電子零組件類指數","190.27","-","5.79","-2.95","",
"電子通路類指數","181.93","-","0.87","-0.48","",
"資訊服務類指數","174.59","-","6.17","-3.41","",
"其他電子類指數","106.16","-","1.09","-1.02","",
"建材營造類指數","379.31","-","0.75","-0.20","",
"航運類指數","144.76","-","0.61","-0.42","",
"觀光餐旅類指數","137.12","-","1.42","-1.02","",
"金融保險類指數","1,683.39","-","5.83","-0.35","",
"貿易百貨類指數","279.43","-","1.98","-0.70","",
"油電燃氣類指數","109.04","+","0.24","0.22","",
"綠能環保類指數","91.79","-","1.23","-1.32","",
"數位雲端類指數","84.74","-","1.90","-2.19","",
"運動休閒類指數","94.77","-","1.35","-1.40","",
"居家生活類指數","92.75","-","1.55","-1.64","",
"其他類指數","362.02","-","1.27","-0.35","",
"臺指日報酬兩倍指數","34,311.60","-","988.60","-2.80","",
"臺指反向一倍指數","4,068.26","+","56.18","1.40","",
"電子類兩倍槓桿指數","35,136.13","-","1,281.60","-3.52","",
"電子類反向指數","3,490.52","+","60.36","1.76","",
"價格指數(跨市場)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技指數","4,117.94","-","65.10","-1.56","",
"臺灣中小型公司治理指數","8,372.96","-","200.78","-2.34","",
"臺灣IPO指數","4,651.27","-","90.37","-1.91","",
"智慧中立指數","3,247.63","+","13.91","0.43","",
"臺灣5G指數","7,957.77","-","97.18","-1.21","",
"臺灣企業社會責任中小型指數","10,287.16","-","173.68","-1.66","",
"特選臺灣電動車代表指數","8,684.97","-","249.11","-2.79","",
"臺灣5G+通訊指數","6,574.10","-","136.76","-2.04","",
"臺灣全市場指數","5,655.31","-","82.26","-1.43","",
"臺灣全市場半導體指數","5,135.21","-","83.26","-1.60","",
