"112年12月18日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","20,249.92","-","34.22","-0.17","",
"發行量加權股價指數","17,652.03","-","21.84","-0.12","",
"臺灣公司治理100指數","9,900.06","-","0.63","-0.01","",
"臺灣50指數","13,156.50","-","5.31","-0.04","",
"臺灣50權重上限30%指數","12,346.06","-","6.55","-0.05","",
"臺灣中型100指數","17,915.91","-","45.37","-0.25","",
"臺灣資訊科技指數","24,918.53","-","20.75","-0.08","",
"臺灣發達指數","9,858.63","+","9.93","0.10","",
"臺灣高股息指數","8,683.35","+","11.44","0.13","",
"臺灣就業99指數","11,529.67","-","39.19","-0.34","",
"臺灣高薪100指數","9,765.52","+","46.55","0.48","",
"未含金融指數","15,303.17","-","14.70","-0.10","",
"未含電子指數","18,607.40","+","9.67","0.05","",
"未含金融電子指數","15,213.00","+","35.31","0.23","",
"小型股300指數","10,260.76","-","24.50","-0.24","",
"水泥窯製類指數","617.07","+","0.82","0.13","",
"塑膠化工類指數","817.43","+","2.03","0.25","",
"機電類指數","4,896.76","-","11.74","-0.24","",
"水泥類指數","161.01","+","0.32","0.20","",
"食品類指數","2,071.98","+","5.06","0.24","",
"塑膠類指數","221.84","+","0.36","0.16","",
"紡織纖維類指數","631.48","+","3.95","0.63","",
"電機機械類指數","311.02","-","3.72","-1.18","",
"電器電纜類指數","106.74","+","0.99","0.94","",
"化學生技醫療類指數","128.18","+","0.03","0.02","",
"化學類指數","160.63","-","0.05","-0.03","",
"生技醫療類指數","69.32","+","0.06","0.09","",
"玻璃陶瓷類指數","51.83","-","0.16","-0.31","",
"造紙類指數","355.00","-","1.35","-0.38","",
"鋼鐵類指數","146.30","+","1.40","0.97","",
"橡膠類指數","271.08","+","3.60","1.35","",
"汽車類指數","418.02","-","7.48","-1.76","",
"電子工業類指數","873.96","-","1.95","-0.22","",
"半導體類指數","408.73","-","1.01","-0.25","",
"電腦及週邊設備類指數","226.04","+","1.47","0.65","",
"光電類指數","36.66","-","0.17","-0.46","",
"通信網路類指數","149.22","","--","--","",
"電子零組件類指數","205.01","-","3.06","-1.47","",
"電子通路類指數","234.77","-","0.09","-0.04","",
"資訊服務類指數","177.71","-","0.70","-0.39","",
"其他電子類指數","101.85","+","0.31","0.31","",
"建材營造類指數","427.96","+","1.49","0.35","",
"航運類指數","152.00","+","3.65","2.46","",
"觀光餐旅類指數","129.20","-","0.64","-0.49","",
"金融保險類指數","1,716.08","-","5.81","-0.34","",
"貿易百貨類指數","283.65","+","1.06","0.38","",
"油電燃氣類指數","110.89","-","0.74","-0.66","",
"綠能環保類指數","93.04","-","0.04","-0.04","",
"數位雲端類指數","83.59","+","0.80","0.97","",
"運動休閒類指數","92.59","+","0.99","1.08","",
"居家生活類指數","104.83","-","0.55","-0.52","",
"其他類指數","373.89","-","0.76","-0.20","",
"臺指日報酬兩倍指數","38,446.67","-","95.25","-0.25","",
"臺指反向一倍指數","3,814.86","+","4.71","0.12","",
"電子類兩倍槓桿指數","40,908.56","-","182.96","-0.45","",
"電子類反向指數","3,196.90","+","7.10","0.22","",
"價格指數(跨市場)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技指數","4,106.59","-","11.39","-0.28","",
"臺灣中小型公司治理指數","9,744.66","+","5.29","0.05","",
"臺灣IPO指數","5,179.52","-","38.54","-0.74","",
"智慧中立指數","3,408.41","+","16.30","0.48","",
"臺灣5G指數","9,004.17","-","71.32","-0.79","",
"臺灣企業社會責任中小型指數","11,425.51","-","17.19","-0.15","",
"特選臺灣電動車代表指數","8,214.44","-","42.10","-0.51","",
"臺灣5G+通訊指數","7,068.64","-","19.91","-0.28","",
"臺灣全市場指數","6,040.78","-","8.67","-0.14","",
"臺灣全市場半導體指數","6,242.99","-","37.89","-0.60","",
"臺灣智慧移動與電動車指數","4,662.91","-","32.04","-0.68","",
"特選小資高價30指數","5,833.41","-","30.26","-0.52","",
"特選臺灣綠能及電動車指數","5,238.68","-","14.10","-0.27","",
"特選臺灣智能車供應鏈聯盟指數","5,231.99","-","11.07","-0.21","",
"臺灣全市場半導體精選30指數","4,994.92","-","33.45","-0.67","",
"特選臺灣高股息30指數","4,889.74","-","10.55","-0.22","",
"臺灣友善環境指數","5,324.61","-","1.21","-0.02","",
"台灣永續價值指數","4,880.07","-","5.26","-0.11","",
"特選臺灣IC設計指數","4,392.90","-","33.49","-0.76","",
"特選臺灣環境永續高股息指數","6,335.54","+","54.96","0.88","",
"臺灣友善環境50指數","4,379.45","+","2.17","0.05","",
"特選臺灣IC設計產業代表指數","5,575.64","-","43.43","-0.77","",
"特選臺灣綠能指數","5,104.07","-","18.26","-0.36","",
"特選臺灣智慧50指數","4,172.83","-","6.51","-0.16","",
"特選臺灣標竿PCB指數","5,087.21","-","84.03","-1.62","",
"臺灣晶圓製造指數","5,226.15","-","33.26","-0.63","",
"臺灣精選高息指數","4,800.64","+","32.98","0.69","",
"臺灣多因子優選高股息30指數","7,189.56","-","25.23","-0.35","",
