"112年01月05日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","16,361.71","+","108.25","0.67","",
"發行量加權股價指數","14,301.05","+","101.92","0.72","",
"臺灣公司治理100指數","8,149.05","+","76.11","0.94","",
"臺灣50指數","10,867.19","+","122.21","1.14","",
"臺灣50權重上限30%指數","10,364.78","+","90.21","0.88","",
"臺灣中型100指數","12,659.82","+","12.85","0.10","",
"臺灣資訊科技指數","18,379.34","+","204.18","1.12","",
"臺灣發達指數","9,581.89","+","42.16","0.44","",
"臺灣高股息指數","5,954.25","+","9.95","0.17","",
"臺灣就業99指數","8,809.23","+","50.87","0.58","",
"臺灣高薪100指數","7,927.78","+","48.38","0.61","",
"未含金融指數","12,255.43","+","80.66","0.66","",
"未含電子指數","17,137.54","+","82.57","0.48","",
"未含金融電子指數","14,281.90","+","30.32","0.21","",
"小型股300指數","8,117.77","-","2.94","-0.04","",
"水泥窯製類指數","607.07","+","9.52","1.59","",
"塑膠化工類指數","816.41","+","3.26","0.40","",
"機電類指數","3,668.28","+","30.83","0.85","",
"水泥類指數","155.95","+","2.90","1.89","",
"食品類指數","1,807.12","-","0.44","-0.02","",
"塑膠類指數","239.45","+","1.62","0.68","",
"紡織纖維類指數","579.82","+","2.22","0.38","",
"電機機械類指數","226.46","-","0.14","-0.06","",
"電器電纜類指數","105.81","+","0.05","0.05","",
"化學生技醫療類指數","114.81","-","0.37","-0.32","",
"化學類指數","127.04","-","0.47","-0.37","",
"生技醫療類指數","70.72","-","0.20","-0.28","",
"玻璃陶瓷類指數","56.17","-","0.06","-0.11","",
"造紙類指數","298.43","+","0.50","0.17","",
"鋼鐵類指數","140.83","-","0.01","-0.01","",
"橡膠類指數","232.41","+","1.49","0.65","",
"汽車類指數","326.51","+","1.24","0.38","",
"電子工業類指數","653.61","+","5.69","0.88","",
"半導體類指數","307.22","+","4.50","1.49","",
"電腦及週邊設備類指數","123.50","-","0.45","-0.36","",
"光電類指數","32.38","","--","--","",
"通信網路類指數","125.98","+","0.35","0.28","",
"電子零組件類指數","151.82","-","0.74","-0.49","",
"電子通路類指數","168.41","+","0.68","0.41","",
"資訊服務類指數","123.67","+","0.37","0.30","",
"其他電子類指數","93.57","+","0.29","0.31","",
"建材營造類指數","348.12","+","0.77","0.22","",
"航運類指數","161.16","+","0.16","0.10","",
"觀光類指數","116.27","-","1.19","-1.01","",
"金融保險類指數","1,514.60","+","16.60","1.11","",
"貿易百貨類指數","288.97","+","3.78","1.33","",
"油電燃氣類指數","104.98","","--","--","",
"其他類指數","358.25","-","1.29","-0.36","",
"臺指日報酬兩倍指數","25,562.29","+","361.77","1.44","",
"臺指反向一倍指數","4,783.07","-","34.58","-0.72","",
"電子類兩倍槓桿指數","23,445.33","+","404.68","1.76","",
"電子類反向指數","4,385.92","-","38.86","-0.88","",
"價格指數(跨市場)"
