"112年05月15日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","17,754.23","-","45.07","-0.25","",
"發行量加權股價指數","15,475.05","-","27.31","-0.18","",
"臺灣公司治理100指數","8,782.77","+","2.27","0.03","",
"臺灣50指數","11,646.19","-","6.51","-0.06","",
"臺灣50權重上限30%指數","11,080.33","-","4.65","-0.04","",
"臺灣中型100指數","14,106.17","-","45.62","-0.32","",
"臺灣資訊科技指數","20,183.77","-","46.96","-0.23","",
"臺灣發達指數","10,104.30","+","13.50","0.13","",
"臺灣高股息指數","6,605.88","-","21.74","-0.33","",
"臺灣就業99指數","9,709.74","+","0.08","--","",
"臺灣高薪100指數","8,564.77","+","18.21","0.21","",
"未含金融指數","13,328.78","-","37.76","-0.28","",
"未含電子指數","18,052.67","+","1.23","0.01","",
"未含金融電子指數","15,108.21","-","38.07","-0.25","",
"小型股300指數","8,937.09","-","54.12","-0.60","",
"水泥窯製類指數","646.03","-","5.32","-0.82","",
"塑膠化工類指數","856.62","-","0.39","-0.05","",
"機電類指數","4,051.94","-","11.31","-0.28","",
"水泥類指數","170.19","-","1.13","-0.66","",
"食品類指數","2,026.58","+","0.67","0.03","",
"塑膠類指數","247.99","+","1.10","0.45","",
"紡織纖維類指數","576.95","-","3.59","-0.62","",
"電機機械類指數","279.73","+","0.69","0.25","",
"電器電纜類指數","109.76","+","0.09","0.08","",
"化學生技醫療類指數","123.29","-","1.62","-1.30","",
"化學類指數","140.53","-","0.75","-0.53","",
"生技醫療類指數","73.88","-","1.52","-2.02","",
"玻璃陶瓷類指數","50.95","-","0.99","-1.91","",
"造紙類指數","340.97","-","3.32","-0.96","",
"鋼鐵類指數","140.45","+","0.38","0.27","",
"橡膠類指數","248.24","+","1.15","0.47","",
"汽車類指數","384.68","+","0.43","0.11","",
"電子工業類指數","720.17","-","2.15","-0.30","",
"半導體類指數","335.30","-","1.09","-0.32","",
"電腦及週邊設備類指數","151.74","-","1.15","-0.75","",
"光電類指數","34.17","+","0.06","0.18","",
"通信網路類指數","139.04","+","0.08","0.06","",
"電子零組件類指數","168.77","-","0.50","-0.30","",
"電子通路類指數","182.48","+","0.50","0.27","",
"資訊服務類指數","161.70","-","1.32","-0.81","",
"其他電子類指數","98.88","-","0.18","-0.18","",
"建材營造類指數","372.87","-","0.56","-0.15","",
"航運類指數","158.49","+","0.60","0.38","",
"觀光類指數","144.69","-","2.19","-1.49","",
"金融保險類指數","1,580.17","+","9.58","0.61","",
"貿易百貨類指數","291.97","-","1.55","-0.53","",
"油電燃氣類指數","113.44","+","0.89","0.79","",
"其他類指數","364.33","-","6.91","-1.86","",
"臺指日報酬兩倍指數","29,754.82","-","105.21","-0.35","",
"臺指反向一倍指數","4,393.58","+","7.73","0.18","",
"電子類兩倍槓桿指數","28,170.98","-","168.71","-0.60","",
"電子類反向指數","3,938.33","+","11.69","0.30","",
"價格指數(跨市場)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
