"113年11月21日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","25,547.34","-","120.05","-0.47","",
"發行量加權股價指數","22,555.66","-","132.70","-0.58","",
"臺灣公司治理100指數","13,386.74","-","131.41","-0.97","",
"臺灣50指數","18,720.16","-","209.00","-1.10","",
"臺灣50權重上限30%指數","16,181.40","-","144.70","-0.89","",
"臺灣中型100指數","19,466.39","+","116.94","0.60","",
"臺灣資訊科技指數","37,267.47","-","408.97","-1.09","",
"臺灣發達指數","10,042.12","-","20.86","-0.21","",
"臺灣高股息指數","9,378.42","+","9.75","0.10","",
"臺灣就業99指數","13,286.23","-","40.38","-0.30","",
"臺灣高薪100指數","11,976.65","-","30.17","-0.25","",
"未含金融指數","19,678.20","-","120.08","-0.61","",
"未含電子指數","19,687.33","-","18.90","-0.10","",
"未含金融電子指數","15,028.16","+","10.99","0.07","",
"小型股300指數","11,388.16","+","76.98","0.68","",
"水泥窯製類指數","614.00","+","2.54","0.42","",
"塑膠化工類指數","657.56","-","4.95","-0.75","",
"機電類指數","6,835.87","-","53.53","-0.78","",
"水泥類指數","159.47","-","0.80","-0.50","",
"食品類指數","2,257.85","-","10.51","-0.46","",
"塑膠類指數","133.11","-","2.05","-1.52","",
"紡織纖維類指數","639.08","+","5.61","0.89","",
"電機機械類指數","388.97","-","0.37","-0.10","",
"電器電纜類指數","98.61","-","0.17","-0.17","",
"化學生技醫療類指數","134.81","-","0.17","-0.13","",
"化學類指數","166.89","+","0.77","0.46","",
"生技醫療類指數","73.60","-","0.38","-0.51","",
"玻璃陶瓷類指數","53.04","+","3.32","6.68","",
"造紙類指數","302.72","-","1.04","-0.34","",
"鋼鐵類指數","129.38","-","0.55","-0.42","",
"橡膠類指數","285.61","-","1.78","-0.62","",
"汽車類指數","384.11","-","1.15","-0.30","",
"電子工業類指數","1,226.62","-","9.84","-0.80","",
"半導體類指數","616.90","-","7.53","-1.21","",
"電腦及週邊設備類指數","274.30","-","0.10","-0.04","",
"光電類指數","39.13","+","0.33","0.85","",
"通信網路類指數","161.30","+","0.90","0.56","",
"電子零組件類指數","227.12","+","1.15","0.51","",
"電子通路類指數","256.82","-","0.75","-0.29","",
"資訊服務類指數","198.97","+","0.26","0.13","",
"其他電子類指數","181.96","-","1.98","-1.08","",
"建材營造類指數","562.02","+","10.15","1.84","",
"航運類指數","210.37","+","2.12","1.02","",
"觀光餐旅類指數","117.73","-","0.11","-0.09","",
"金融保險類指數","2,084.25","-","8.46","-0.40","",
"貿易百貨類指數","294.60","-","1.89","-0.64","",
"油電燃氣類指數","63.07","-","0.86","-1.35","",
"綠能環保類指數","111.03","-","0.69","-0.62","",
"數位雲端類指數","64.35","+","0.04","0.06","",
"運動休閒類指數","97.02","+","0.85","0.88","",
"居家生活類指數","121.43","+","0.64","0.53","",
"其他類指數","332.51","-","0.19","-0.06","",
"臺指日報酬兩倍指數","60,271.46","-","713.38","-1.17","",
"臺指反向一倍指數","2,870.65","+","16.69","0.58","",
"電子類兩倍槓桿指數","75,713.10","-","1,224.57","-1.59","",
"電子類反向指數","2,143.91","+","16.93","0.80","",
"價格指數(跨市場)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技指數","4,026.33","-","7.19","-0.18","",
"臺灣中小型公司治理指數","10,119.58","+","103.74","1.04","",
"臺灣IPO指數","5,426.69","+","9.18","0.17","",
"智慧中立指數","3,745.73","+","14.52","0.39","",
"臺灣5G指數","11,011.49","-","41.03","-0.37","",
"臺灣企業社會責任中小型指數","11,851.22","+","69.38","0.59","",
"特選臺灣電動車代表指數","10,189.31","-","40.86","-0.40","",
"臺灣5G+通訊指數","10,035.86","-","69.32","-0.69","",
"臺灣全市場指數","7,822.28","-","35.31","-0.45","",
"臺灣全市場半導體指數","7,518.86","-","30.89","-0.41","",
"臺灣智慧移動與電動車指數","5,714.18","-","17.06","-0.30","",
"特選小資高價30指數","7,976.06","-","32.32","-0.40","",
"特選臺灣綠能及電動車指數","6,157.92","-","1.05","-0.02","",
"特選臺灣智能車供應鏈聯盟指數","7,181.60","-","63.92","-0.88","",
"臺灣全市場半導體精選30指數","5,897.62","-","23.84","-0.40","",
"特選臺灣高股息30指數","5,084.65","-","3.23","-0.06","",
