"112年09月27日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","18,684.64","+","38.80","0.21","",
"發行量加權股價指數","16,310.36","+","34.29","0.21","",
"臺灣公司治理100指數","9,108.69","+","24.60","0.27","",
"臺灣50指數","12,031.76","+","37.37","0.31","",
"臺灣50權重上限30%指數","11,375.72","+","26.29","0.23","",
"臺灣中型100指數","16,697.39","+","21.47","0.13","",
"臺灣資訊科技指數","22,338.38","+","110.17","0.50","",
"臺灣發達指數","9,599.84","-","28.51","-0.30","",
"臺灣高股息指數","8,036.73","+","47.40","0.59","",
"臺灣就業99指數","10,709.42","+","4.87","0.05","",
"臺灣高薪100指數","8,986.70","+","13.46","0.15","",
"未含金融指數","14,102.10","+","34.32","0.24","",
"未含電子指數","17,654.64","-","16.42","-0.09","",
"未含金融電子指數","14,473.17","-","16.92","-0.12","",
"小型股300指數","9,627.45","-","4.08","-0.04","",
"水泥窯製類指數","589.59","-","0.33","-0.06","",
"塑膠化工類指數","798.16","-","4.05","-0.50","",
"機電類指數","4,464.80","+","18.09","0.41","",
"水泥類指數","152.95","+","0.21","0.14","",
"食品類指數","1,971.17","+","0.03","--","",
"塑膠類指數","218.61","-","2.01","-0.91","",
"紡織纖維類指數","580.66","+","0.01","--","",
"電機機械類指數","301.36","+","4.47","1.51","",
"電器電纜類指數","101.23","-","1.40","-1.36","",
"化學生技醫療類指數","124.68","+","0.27","0.22","",
"化學類指數","155.83","+","0.23","0.15","",
"生技醫療類指數","67.64","+","0.20","0.30","",
"玻璃陶瓷類指數","51.44","-","0.65","-1.25","",
"造紙類指數","333.23","+","2.16","0.65","",
"鋼鐵類指數","134.75","-","2.20","-1.61","",
"橡膠類指數","254.65","-","0.67","-0.26","",
"汽車類指數","404.34","+","0.15","0.04","",
"電子工業類指數","795.27","+","3.09","0.39","",
"半導體類指數","356.55","+","1.29","0.36","",
"電腦及週邊設備類指數","225.11","+","3.73","1.68","",
"光電類指數","33.78","-","0.19","-0.56","",
"通信網路類指數","142.17","-","0.32","-0.22","",
"電子零組件類指數","195.40","-","0.27","-0.14","",
"電子通路類指數","204.01","+","3.32","1.65","",
"資訊服務類指數","168.35","+","0.22","0.13","",
"其他電子類指數","102.99","-","0.06","-0.06","",
"建材營造類指數","381.63","-","0.18","-0.05","",
"航運類指數","140.80","+","0.24","0.17","",
"觀光餐旅類指數","125.72","+","0.34","0.27","",
"金融保險類指數","1,618.72","-","0.66","-0.04","",
"貿易百貨類指數","273.26","-","0.64","-0.23","",
"油電燃氣類指數","106.53","+","0.05","0.05","",
"綠能環保類指數","89.38","-","0.33","-0.37","",
"數位雲端類指數","82.05","-","0.41","-0.50","",
"運動休閒類指數","90.18","-","0.78","-0.86","",
"居家生活類指數","92.30","-","0.67","-0.72","",
"其他類指數","357.66","+","2.66","0.75","",
"臺指日報酬兩倍指數","32,921.08","+","138.13","0.42","",
"臺指反向一倍指數","4,140.94","-","8.74","-0.21","",
"電子類兩倍槓桿指數","34,026.26","+","263.39","0.78","",
"電子類反向指數","3,529.16","-","13.82","-0.39","",
"價格指數(跨市場)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技指數","4,027.91","+","33.34","0.83","",
