上櫃股票每日收盤行情(不含定價)
產業類別:所有證券(不含權證、牛熊證)
資料日期:114/12/15
代號,名稱,收盤 ,漲跌,開盤 ,最高 ,最低,成交股數  , 成交金額(元), 成交筆數 ,最後買價,最後買量(張數),最後賣價,最後賣量(張數),發行股數 ,次日漲停價 ,次日跌停價
"00679B","元大美債20年","26.99","-0.07","27.00","27.01","26.94","34,180,000","922,171,020","3,783","26.98","544","26.99","2,535","8,779,192,000","9,999.95","0.01"
"00687B","國泰20年美債","28.31","-0.08","28.32","28.33","28.27","26,387,000","746,677,920","2,865","28.30","935","28.31","1,009","6,868,917,623","9,999.95","0.01"
"00687C","國泰20年美債+櫃U","9.36","-0.05","9.36","9.36","9.36","50,200","469,872","3","9.36","104","9.37","107","2,272,268","9,999.95","0.01"
"00694B","富邦美債1-3","41.42","+0.14","41.28","41.45","41.28","904,000","37,452,930","98","41.41","5","41.42","39","175,076,000","9,999.95","0.01"
"00695B","富邦美債7-10","35.45","+0.04","35.41","35.48","35.41","365,000","12,939,830","39","35.43","44","35.46","43","42,186,000","9,999.95","0.01"
"00696B","富邦美債20年","29.33","-0.08","29.36","29.36","29.30","5,422,000","159,004,640","152","29.32","35","29.33","316","919,681,000","9,999.95","0.01"
"00697B","元大美債7-10","36.06","+0.03","36.03","36.07","36.02","317,000","11,429,330","85","36.05","14","36.06","1","68,712,000","9,999.95","0.01"
"00719B","元大美債1-3","30.96","+0.10","30.92","30.99","30.90","2,892,000","89,510,450","478","30.95","7","30.96","25","511,514,000","9,999.95","0.01"
"00720B","元大投資級公司債","33.39","-0.15","33.45","33.50","33.34","4,705,000","157,030,170","926","33.38","70","33.39","288","4,108,109,000","9,999.95","0.01"
"00722B","群益投資級電信債","36.52","-0.15","36.50","36.55","36.47","3,459,000","126,294,180","176","36.51","8","36.52","254","1,492,239,000","9,999.95","0.01"
"00723B","群益投資級科技債","31.31","-0.25","31.30","31.34","31.29","143,000","4,478,900","9","31.30","5","31.34","58","1,505,583,000","9,999.95","0.01"
"00724B","群益投資級金融債","34.47","-0.05","34.49","34.49","34.43","3,569,000","122,968,540","85","34.46","2","34.47","49","3,048,775,000","9,999.95","0.01"
"00725B","國泰投資級公司債","35.39","-0.15","35.40","35.40","35.35","4,670,000","165,223,970","821","35.38","71","35.39","361","3,799,706,000","9,999.95","0.01"
"00726B","國泰新興投等債","33.50","+0.12","33.39","33.50","33.39","1,232,000","41,232,740","120","33.48","19","33.50","54","1,180,489,000","9,999.95","0.01"
"00727B","國泰優選非投等債","39.78","+0.13","39.67","39.78","39.67","120,000","4,772,510","6","39.73","2","39.75","61","55,189,000","9,999.95","0.01"
"00734B","台新JPM新興債","15.89","+0.03","15.88","15.89","15.88","506,000","8,040,310","7","15.87","50","15.91","14","27,479,000","9,999.95","0.01"
"00740B","富邦全球投等債","38.99","-0.16","39.05","39.05","38.94","5,338,000","208,028,360","139","38.98","31","38.99","168","1,628,471,000","9,999.95","0.01"
"00741B","富邦全球非投等債","37.54","+0.06","37.45","37.55","37.45","231,000","8,671,370","15","37.53","2","37.54","1","15,628,000","9,999.95","0.01"
"00746B","富邦A級公司債","35.96","-0.07","35.60","35.98","35.60","187,000","6,723,820","17","35.95","133","35.96","94","2,359,964,000","9,999.95","0.01"
"00749B","凱基新興債10+","32.15","+0.16","32.11","32.15","32.11","102,000","3,279,230","4","32.10","1","32.15","1","1,164,000,000","9,999.95","0.01"
"00750B","凱基科技債10+","33.54","-0.18","33.53","33.54","33.53","101,000","3,386,540","5","33.50","2","33.52","1","147,500,000","9,999.95","0.01"
"00751B","元大AAA至A公司債","32.29","-0.15","32.27","32.31","32.25","4,307,000","139,033,390","1,219","32.28","89","32.29","629","4,863,103,000","9,999.95","0.01"
"00754B","群益AAA-AA公司債","34.03","-0.23","34.05","34.05","34.03","108,000","3,676,310","11","34.03","1","34.04","1","1,057,900,000","9,999.95","0.01"
"00755B","群益投資級公用債","32.93","-0.14","32.88","32.95","32.88","106,000","3,491,090","10","32.93","1","32.98","20","213,230,000","9,999.95","0.01"
"00756B","群益投等新興公債","31.93","+0.10","31.87","31.95","31.87","183,000","5,844,150","40","31.93","11","31.94","1","1,379,800,000","9,999.95","0.01"
"00758B","復華能源債","51.20","-0.05","51.10","51.20","51.10","136,000","6,953,200","8","50.95","25","51.20","20","6,025,000","9,999.95","0.01"
"00759B","復華製藥債","54.85","-0.15","54.75","54.85","54.75","157,000","8,601,450","20","54.60","20","54.70","1","48,025,000","9,999.95","0.01"
"00760B","復華新興企業債","55.15","+0.25","55.10","55.20","55.10","107,000","5,901,050","8","55.15","4","55.20","13","458,020,000","9,999.95","0.01"
"00761B","國泰A級公司債","34.78","-0.10","34.76","34.80","34.74","320,000","11,126,450","31","34.77","2","34.78","36","2,739,089,000","9,999.95","0.01"
"00764B","群益25年美債","28.34","-0.08","28.31","28.36","28.30","5,036,000","142,667,850","185","28.33","138","28.34","208","1,350,500,000","9,999.95","0.01"
"00768B","復華20年美債","51.25","-0.15","51.20","51.25","51.15","3,907,000","199,961,550","185","51.20","10","51.25","1,251","652,100,000","9,999.95","0.01"
"00772B","中信高評級公司債","34.04","-0.13","34.01","34.06","34.00","1,422,000","48,400,480","382","34.03","117","34.04","29","3,469,290,000","9,999.95","0.01"
"00773B","中信優先金融債","36.55","-0.05","36.51","36.55","36.51","536,000","19,582,370","74","36.55","1","36.56","112","2,612,790,000","9,999.95","0.01"
"00777B","凱基AAA至A公司債","33.09","-0.15","33.10","33.10","33.09","104,000","3,441,390","6","33.09","1","33.13","10","1,862,150,000","9,999.95","0.01"
"00778B","凱基金融債20+","35.27","-0.08","35.27","35.27","35.27","100,000","3,527,000","2","35.23","1","35.25","1","1,511,650,000","9,999.95","0.01"
"00779B","凱基美債25+","28.67","-0.09","28.64","28.69","28.63","312,000","8,947,770","11","28.65","168","28.67","100","1,163,650,000","9,999.95","0.01"
"00780B","國泰A級金融債","37.73","+0.01","37.66","37.77","37.66","202,000","7,623,990","60","37.73","65","37.74","1","256,102,000","9,999.95","0.01"
"00781B","國泰A級科技債","29.65","-0.17","29.72","29.72","29.61","250,000","7,413,470","29","29.64","15","29.65","36","7,336,000","9,999.95","0.01"
"00782B","國泰A級公用債","31.00","-0.12","30.99","31.02","30.96","230,000","7,130,170","23","30.99","3","31.01","50","17,467,000","9,999.95","0.01"
"00785B","富邦金融投等債","35.58","-0.06","35.61","35.61","35.58","101,000","3,593,610","5","35.51","20","35.59","1","1,016,966,000","9,999.95","0.01"
"00786B","元大10年IG銀行債","33.02","+0.08","32.82","33.02","32.82","10,000","328,400","3","32.86","1","32.93","1","30,566,000","9,999.95","0.01"
"00787B","元大10年IG醫療債","32.87","-0.17","32.73","32.89","32.73","9,000","295,150","4","32.80","1","32.88","3","15,306,000","9,999.95","0.01"
"00788B","元大10年IG電能債","30.13","-0.08","30.13","30.13","30.13","7,000","210,910","5","30.11","1","30.13","3","35,206,000","9,999.95","0.01"
"00789B","復華公司債A3","49.07","-0.24","49.06","49.07","49.06","101,000","4,955,070","5","49.03","5","49.05","1","416,100,000","9,999.95","0.01"
"00791B","復華信用債1-5","56.65","+0.15","56.65","56.65","56.65","100,000","5,665,000","2","56.55","1","56.65","1","261,600,000","9,999.95","0.01"
"00792B","群益A級公司債","32.32","-0.10","32.27","32.32","32.27","164,000","5,297,290","17","32.30","4","32.33","10","2,052,115,000","9,999.95","0.01"
"00793B","群益AAA-A醫療債","31.26","-0.16","31.24","31.26","31.24","102,000","3,188,490","6","31.25","2","31.27","5","4,526,000","9,999.95","0.01"
"00795B","中信美國公債20年","27.16","-0.07","27.18","27.18","27.12","7,038,000","191,081,340","684","27.15","1,430","27.16","278","2,040,098,000","9,999.95","0.01"
"00799B","國泰A級醫療債","30.12","-0.09","30.07","30.12","30.01","476,000","14,322,460","86","30.11","1","30.12","127","22,036,000","9,999.95","0.01"
"00834B","第一金金融債10+","34.76","-0.02","34.76","34.76","34.76","100,000","3,476,000","2","34.73","30","34.76","1","21,698,000","9,999.95","0.01"
"00836B","永豐10年A公司債","29.37","-0.09","29.33","29.38","29.33","220,000","6,461,720","8","29.36","110","29.37","1","516,041,000","9,999.95","0.01"
"00840B","凱基IG精選15+","30.45","-0.13","30.45","30.45","30.45","100,000","3,045,000","2","30.40","15","30.45","1","59,431,000","9,999.95","0.01"
