上櫃股票每日收盤行情(不含定價)
產業類別:所有證券(不含權證、牛熊證)
資料日期:114/11/21
代號,名稱,收盤 ,漲跌,開盤 ,最高 ,最低,成交股數  , 成交金額(元), 成交筆數 ,最後買價,最後買量(張數),最後賣價,最後賣量(張數),發行股數 ,次日漲停價 ,次日跌停價
"00679B","元大美債20年","27.43","除息","27.42","27.45","27.39","40,993,000","1,124,258,820","5,302","27.43","1,870","27.44","193","8,866,192,000","9,999.95","0.01"
"00687B","國泰20年美債","28.77","+0.21","28.76","28.80","28.73","46,290,000","1,331,674,850","5,577","28.77","1,289","28.78","204","6,988,417,623","9,999.95","0.01"
"00687C","國泰20年美債+櫃U","9.52","+0.05","9.52","9.52","9.52","400","3,808","2","9.51","109","9.53","110","2,222,268","9,999.95","0.01"
"00694B","富邦美債1-3","41.38","+0.20","41.33","41.40","41.33","190,000","7,860,810","29","41.35","66","41.38","24","173,076,000","9,999.95","0.01"
"00695B","富邦美債7-10","35.61","+0.24","35.55","35.65","35.55","443,000","15,777,310","35","35.61","1","35.62","40","40,186,000","9,999.95","0.01"
"00696B","富邦美債20年","29.83","+0.24","29.79","29.86","29.79","4,465,000","133,201,920","191","29.83","644","29.84","31","934,681,000","9,999.95","0.01"
"00697B","元大美債7-10","36.23","+0.27","36.11","36.29","36.11","961,000","34,818,110","443","36.23","9","36.24","16","68,712,000","9,999.95","0.01"
"00719B","元大美債1-3","30.89","+0.12","30.83","30.94","30.83","2,530,000","78,175,400","594","30.89","38","30.90","37","520,514,000","9,999.95","0.01"
"00720B","元大投資級公司債","33.42","+0.17","33.42","33.45","33.37","7,557,000","252,596,100","1,563","33.42","10","33.43","97","4,009,109,000","9,999.95","0.01"
"00722B","群益投資級電信債","36.59","+0.18","36.42","36.61","36.42","2,760,000","100,964,720","244","36.59","21","36.60","21","1,484,239,000","9,999.95","0.01"
"00723B","群益投資級科技債","31.68","+0.18","31.64","31.68","31.64","110,000","3,484,220","9","31.66","51","31.67","1","1,505,583,000","9,999.95","0.01"
"00724B","群益投資級金融債","34.40","+0.16","34.39","34.44","34.37","3,880,000","133,479,910","174","34.40","42","34.42","28","2,990,775,000","9,999.95","0.01"
"00725B","國泰投資級公司債","35.43","+0.18","35.41","35.44","35.37","6,755,000","239,217,510","1,095","35.42","494","35.43","8","3,851,706,000","9,999.95","0.01"
"00726B","國泰新興投等債","33.47","+0.11","33.38","33.50","33.38","244,000","8,166,610","32","33.47","179","33.48","4","1,178,489,000","9,999.95","0.01"
"00727B","國泰優選非投等債","39.38","+0.16","39.28","39.38","39.28","118,000","4,646,370","10","39.28","1","39.30","3","55,189,000","9,999.95","0.01"
"00734B","台新JPM新興債","15.93","-0.01","15.94","15.95","15.93","500,000","7,965,050","6","15.92","4","15.93","2","27,479,000","9,999.95","0.01"
"00740B","富邦全球投等債","38.98","+0.20","38.92","39.02","38.92","3,352,000","130,653,830","134","38.97","2","38.98","14","1,624,971,000","9,999.95","0.01"
"00741B","富邦全球非投等債","37.25","+0.07","37.15","37.30","37.15","332,000","12,376,700","34","37.24","1","37.26","17","15,628,000","9,999.95","0.01"
"00746B","富邦A級公司債","35.98","+0.18","35.91","36.01","35.91","657,000","23,639,800","52","35.98","4","36.00","107","2,357,964,000","9,999.95","0.01"
"00749B","凱基新興債10+","32.09","+0.12","32.14","32.14","32.09","101,000","3,241,140","5","32.04","11","32.08","1","1,164,000,000","9,999.95","0.01"
"00750B","凱基科技債10+","33.81","+0.17","33.81","33.81","33.81","100,000","3,381,000","4","33.78","1","33.80","1","147,500,000","9,999.95","0.01"
"00751B","元大AAA至A公司債","32.41","+0.18","32.41","32.44","32.38","6,252,000","202,619,060","1,116","32.41","619","32.42","41","4,768,103,000","9,999.95","0.01"
"00754B","群益AAA-AA公司債","34.36","+0.23","34.36","34.36","34.29","167,000","5,735,610","17","34.30","20","34.38","20","1,057,900,000","9,999.95","0.01"
"00755B","群益投資級公用債","33.06","+0.18","33.06","33.07","33.02","106,000","3,504,290","10","33.06","1","33.07","10","213,230,000","9,999.95","0.01"
"00756B","群益投等新興公債","32.20","-0.02","32.22","32.27","32.20","174,000","5,609,730","28","32.20","19","32.21","1","1,309,800,000","9,999.95","0.01"
"00758B","復華能源債","51.05","+0.30","51.05","51.05","51.05","100,000","5,105,000","2","50.95","26","51.25","30","6,025,000","9,999.95","0.01"
"00759B","復華製藥債","55.00","+0.35","55.00","55.00","55.00","100,000","5,500,000","4","54.90","20","54.95","1","48,025,000","9,999.95","0.01"
"00760B","復華新興企業債","55.15","+0.20","55.25","55.25","55.15","106,000","5,851,100","6","55.15","2","55.30","1","458,020,000","9,999.95","0.01"
"00761B","國泰A級公司債","34.90","+0.18","34.81","34.93","34.81","306,000","10,678,400","109","34.89","106","34.91","4","2,736,089,000","9,999.95","0.01"
"00764B","群益25年美債","28.81","+0.22","28.77","28.83","28.77","6,267,000","180,578,670","261","28.81","331","28.82","16","1,367,000,000","9,999.95","0.01"
"00768B","復華20年美債","52.05","+0.35","52.00","52.15","52.00","2,220,000","115,679,200","148","52.05","1,117","52.10","3","649,600,000","9,999.95","0.01"
"00772B","中信高評級公司債","34.11","+0.19","34.06","34.12","34.03","4,687,000","159,788,750","690","34.10","21","34.11","54","3,483,790,000","9,999.95","0.01"
"00773B","中信優先金融債","36.47","+0.21","36.47","36.50","36.44","1,304,000","47,560,440","325","36.47","1","36.48","10","2,617,290,000","9,999.95","0.01"
"00777B","凱基AAA至A公司債","33.25","+0.16","33.21","33.25","33.20","102,000","3,391,410","4","33.22","1","33.25","1","1,861,650,000","9,999.95","0.01"
"00778B","凱基金融債20+","35.26","+0.19","35.21","35.26","35.20","103,000","3,631,630","5","35.17","10","35.25","1","1,483,150,000","9,999.95","0.01"
"00779B","凱基美債25+","29.17","+0.22","29.13","29.17","29.13","512,000","14,934,600","8","29.15","1","29.17","9","1,163,650,000","9,999.95","0.01"
"00780B","國泰A級金融債","37.69","+0.21","37.67","37.69","37.67","16,000","602,810","7","37.68","54","37.69","1","235,102,000","9,999.95","0.01"
"00781B","國泰A級科技債","29.69","+0.16","29.65","29.69","29.65","117,000","3,472,300","15","29.67","70","29.68","3","6,836,000","9,999.95","0.01"
"00782B","國泰A級公用債","31.11","+0.16","31.30","31.30","31.09","131,000","4,077,380","13","31.11","49","31.13","51","17,467,000","9,999.95","0.01"
"00785B","富邦金融投等債","35.56","+0.18","35.56","35.56","35.56","100,000","3,556,000","4","35.52","45","35.56","1","1,016,966,000","9,999.95","0.01"
"00786B","元大10年IG銀行債","32.88","除息","32.95","32.95","32.85","66,000","2,170,710","47","32.87","48","32.90","1","31,566,000","9,999.95","0.01"
"00787B","元大10年IG醫療債","32.87","+0.15","32.72","32.90","32.72","61,000","2,002,070","21","32.83","61","32.88","1","15,806,000","9,999.95","0.01"
"00788B","元大10年IG電能債","30.09","+0.16","30.06","30.09","30.06","90,000","2,706,180","22","30.05","37","30.10","10","35,706,000","9,999.95","0.01"
"00789B","復華公司債A3","49.32","+0.30","49.35","49.35","49.32","106,000","5,230,920","7","49.28","10","49.31","1","416,100,000","9,999.95","0.01"
"00791B","復華信用債1-5","56.50","+0.15","56.50","56.50","56.50","100,000","5,650,000","2","56.40","1","56.50","1","261,600,000","9,999.95","0.01"
"00792B","群益A級公司債","32.38","+0.18","32.36","32.41","32.35","124,000","4,014,650","10","32.35","1","32.37","1","1,953,115,000","9,999.95","0.01"
"00793B","群益AAA-A醫療債","31.40","+0.19","31.41","31.41","31.40","52,000","1,633,300","4","31.34","10","31.41","1","4,526,000","9,999.95","0.01"
"00795B","中信美國公債20年","27.62","+0.22","27.60","27.64","27.58","8,787,000","242,644,760","1,273","27.62","207","27.63","113","2,026,598,000","9,999.95","0.01"
"00799B","國泰A級醫療債","30.20","+0.12","30.14","30.21","30.14","416,000","12,560,680","82","30.20","3","30.21","6","21,036,000","9,999.95","0.01"
"00834B","第一金金融債10+","34.73","+0.21","34.73","34.73","34.73","100,000","3,473,000","2","34.69","10","34.71","1","21,698,000","9,999.95","0.01"
"00836B","永豐10年A公司債","29.36","+0.12","29.36","29.36","29.36","200,000","5,872,000","4","29.34","25","29.35","2","464,541,000","9,999.95","0.01"
"00840B","凱基IG精選15+","30.52","+0.18","30.52","30.52","30.52","100,000","3,052,000","2","30.43","11","30.48","1","59,431,000","9,999.95","0.01"
"00841B","凱基AAA-AA公司債","29.83","+0.17","29.83","29.83","29.83","100,000","2,983,000","2","29.79","1","29.83","1","70,440,000","9,999.95","0.01"
"00842B","台新美元銀行債","31.79","+0.15","31.80","31.80","31.78","104,000","3,306,160","5","31.76","5","31.80","1","11,267,000","9,999.95","0.01"
"00844B","新光15年IG金融債","32.11","+0.22","32.11","32.11","32.11","1,000","32,110","1","32.10","25","32.12","1","292,675,000","9,999.95","0.01"
"00845B","富邦新興投等債","33.73","+0.13","33.62","33.75","33.62","102,000","3,440,370","4","33.67","45","33.70","1","250,551,000","9,999.95","0.01"
"00846B","富邦歐洲銀行債","36.19","+0.22","36.02","36.20","36.02","103,000","3,727,320","5","36.12","25","36.16","1","74,350,000","9,999.95","0.01"
"00847B","中信美國市政債","26.16","+0.17","26.17","26.20","26.13","317,000","8,295,620","14","26.16","12","26.20","9","9,305,000","9,999.95","0.01"
"00848B","中信新興亞洲債","34.80","+0.13","34.85","34.85","34.79","316,000","11,006,000","18","34.80","20","34.88","15","136,066,000","9,999.95","0.01"
"00849B","中信EM主權債0-5","37.03","+0.15","37.02","37.06","36.99","337,000","12,484,880","21","36.94","30","37.02","1","484,606,000","9,999.95","0.01"
"00853B","統一美債10年Aa-A","28.24","+0.13","28.25","28.28","28.24","1,121,000","31,673,310","50","28.24","110","28.25","1","123,634,000","9,999.95","0.01"
"00856B","永豐1-3年美公債","37.45","+0.08","37.49","37.49","37.45","22,000","824,340","4","37.45","10","37.49","10","7,792,000","9,999.95","0.01"
"00857B","永豐20年美公債","23.91","+0.19","23.86","23.93","23.86","4,014,000","95,943,600","457","23.91","254","23.92","53","611,268,000","9,999.95","0.01"
"00858","永豐美國500大","32.28","-0.73","32.31","32.34","32.22","991,000","31,995,090","470","32.28","7","32.29","10","115,374,000","9,999.95","0.01"
"00859B","群益0-1年美債","41.24","+0.16","41.27","41.27","41.23","2,548,000","105,068,520","67","41.23","13","41.25","1","5,511,000","9,999.95","0.01"
"00860B","群益1-5Y投資級債","37.90","+0.15","37.92","37.92","37.88","112,000","4,243,860","7","37.83","10","37.93","1","4,171,000","9,999.95","0.01"
"00862B","中信投資級公司債","32.20","+0.16","32.21","32.21","32.16","333,000","10,720,060","19","32.17","25","32.20","3","796,381,000","9,999.95","0.01"
"00863B","中信全球電信債","32.58","+0.18","32.57","32.59","32.57","304,000","9,905,340","8","32.54","30","32.58","3","565,964,000","9,999.95","0.01"
"00864B","中信美國公債0-1","45.79","+0.18","45.73","45.84","45.73","1,255,000","57,461,140","165","45.79","117","45.80","49","140,722,000","9,999.95","0.01"
"00867B","新光A-BBB電信債","31.49","+0.14","31.48","31.50","31.46","219,000","6,897,940","19","31.46","25","31.50","2","506,650,000","9,999.95","0.01"
"00870B","元大15年EM主權債","----","---","----","----","----","0","0","0","29.30","10","29.40","5","631,651,000","9,999.95","0.01"
"00877","復華中國5G","21.51","-0.89","22.03","22.27","21.31","8,433,000","183,285,010","1,555","21.51","5","21.54","4","188,288,000","9,999.95","0.01"
