"112年06月12日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","19,425.07","+","61.72","0.32","",
"發行量加權股價指數","16,955.37","+","68.97","0.41","",
"臺灣公司治理100指數","9,679.29","+","58.66","0.61","",
"臺灣50指數","12,877.01","+","105.77","0.83","",
"臺灣50權重上限30%指數","12,070.34","+","69.46","0.58","",
"臺灣中型100指數","15,750.72","+","35.05","0.22","",
"臺灣資訊科技指數","23,124.25","+","282.94","1.24","",
"臺灣發達指數","10,491.44","-","25.42","-0.24","",
"臺灣高股息指數","7,395.45","-","12.70","-0.17","",
"臺灣就業99指數","10,700.90","-","21.43","-0.20","",
"臺灣高薪100指數","9,364.27","+","16.33","0.17","",
"未含金融指數","14,709.23","+","74.96","0.51","",
"未含電子指數","18,813.31","-","97.85","-0.52","",
"未含金融電子指數","15,773.81","-","90.50","-0.57","",
"小型股300指數","9,605.70","-","23.28","-0.24","",
"水泥窯製類指數","656.27","-","3.95","-0.60","",
"塑膠化工類指數","875.95","-","4.14","-0.47","",
"機電類指數","4,574.65","+","41.79","0.92","",
"水泥類指數","173.70","-","0.74","-0.42","",
"食品類指數","2,068.99","+","0.29","0.01","",
"塑膠類指數","252.39","-","0.94","-0.37","",
"紡織纖維類指數","591.54","-","1.78","-0.30","",
"電機機械類指數","304.64","-","1.17","-0.38","",
"電器電纜類指數","113.28","-","1.89","-1.64","",
"化學生技醫療類指數","127.86","-","1.20","-0.93","",
"化學類指數","146.76","-","1.15","-0.78","",
"生技醫療類指數","76.11","-","0.83","-1.08","",
"玻璃陶瓷類指數","50.07","-","0.94","-1.84","",
"造紙類指數","383.03","-","9.52","-2.43","",
"鋼鐵類指數","144.15","-","0.92","-0.63","",
"橡膠類指數","251.08","+","0.63","0.25","",
"汽車類指數","444.57","-","5.20","-1.16","",
"電子工業類指數","814.56","+","7.92","0.98","",
"半導體類指數","385.49","+","5.07","1.33","",
"電腦及週邊設備類指數","182.88","-","1.13","-0.61","",
"光電類指數","36.94","+","0.01","0.03","",
"通信網路類指數","142.73","-","0.40","-0.28","",
"電子零組件類指數","184.40","+","2.17","1.19","",
"電子通路類指數","188.90","+","1.01","0.54","",
"資訊服務類指數","172.90","-","0.64","-0.37","",
"其他電子類指數","107.65","+","1.82","1.72","",
"建材營造類指數","389.45","+","0.22","0.06","",
"航運類指數","166.89","-","1.31","-0.78","",
"觀光類指數","161.60","-","6.35","-3.78","",
"金融保險類指數","1,639.72","-","6.48","-0.39","",
"貿易百貨類指數","291.75","-","0.67","-0.23","",
"油電燃氣類指數","117.73","-","0.53","-0.45","",
"其他類指數","378.10","-","1.18","-0.31","",
"臺指日報酬兩倍指數","35,672.10","+","289.03","0.82","",
"臺指反向一倍指數","4,004.55","-","16.42","-0.41","",
"電子類兩倍槓桿指數","35,942.01","+","692.20","1.96","",
"電子類反向指數","3,472.28","-","34.43","-0.98","",
"價格指數(跨市場)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技指數","4,291.41","-","45.86","-1.06","",
"臺灣中小型公司治理指數","8,341.41","+","4.24","0.05","",
"臺灣IPO指數","5,221.11","+","7.38","0.14","",
"智慧中立指數","3,465.29","+","1.34","0.04","",
"臺灣5G指數","8,366.27","+","55.72","0.67","",
"臺灣企業社會責任中小型指數","9,838.83","-","32.46","-0.33","",
"特選臺灣電動車代表指數","7,924.02","+","14.43","0.18","",
"臺灣5G+通訊指數","6,511.91","+","54.81","0.85","",
"臺灣全市場指數","5,772.89","+","26.16","0.46","",
"臺灣全市場半導體指數","5,539.70","+","48.51","0.88","",
"臺灣智慧移動與電動車指數","4,443.24","+","17.07","0.39","",
"特選小資高價30指數","5,364.71","+","72.92","1.38","",
"特選臺灣綠能及電動車指數","5,248.69","+","17.30","0.33","",
"特選臺灣智能車供應鏈聯盟指數","4,901.84","+","52.10","1.07","",
"臺灣全市場半導體精選30指數","4,421.54","+","44.62","1.02","",
"特選臺灣高股息30指數","4,296.26","-","7.60","-0.18","",
