"114年06月27日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","25,368.08","+","94.26","0.37","",
"發行量加權股價指數","22,580.08","+","87.74","0.39","",
"臺灣公司治理100指數","13,682.80","+","53.84","0.40","",
"臺灣50指數","19,368.14","+","74.82","0.39","",
"臺灣50權重上限30%指數","16,423.28","+","54.77","0.33","",
"臺灣中型100指數","18,742.96","+","122.78","0.66","",
"臺灣資訊科技指數","38,555.31","+","164.99","0.43","",
"臺灣發達指數","9,622.99","+","31.18","0.33","",
"臺灣高股息指數","9,186.20","+","9.91","0.11","",
"臺灣就業99指數","13,063.19","+","35.08","0.27","",
"臺灣高薪100指數","11,843.55","+","50.04","0.42","",
"未含金融指數","19,608.03","+","74.77","0.38","",
"未含電子指數","18,608.37","+","94.39","0.51","",
"未含金融電子指數","13,440.71","+","73.18","0.55","",
"小型股300指數","10,399.75","+","41.84","0.40","",
"水泥窯製類指數","533.61","+","5.20","0.98","",
"塑膠化工類指數","576.09","+","2.25","0.39","",
"機電類指數","6,996.36","+","23.06","0.33","",
"水泥類指數","139.14","+","1.73","1.26","",
"食品類指數","2,096.20","+","15.52","0.75","",
"塑膠類指數","98.47","-","0.51","-0.52","",
"紡織纖維類指數","537.19","+","9.43","1.79","",
"電機機械類指數","375.06","-","0.69","-0.18","",
"電器電纜類指數","84.95","+","0.45","0.53","",
"化學生技醫療類指數","136.07","+","1.42","1.05","",
"化學類指數","153.42","+","0.72","0.47","",
"生技醫療類指數","78.13","+","1.03","1.34","",
"玻璃陶瓷類指數","44.93","-","0.36","-0.79","",
"造紙類指數","242.18","+","1.49","0.62","",
"鋼鐵類指數","118.59","+","1.06","0.90","",
"橡膠類指數","220.49","-","0.82","-0.37","",
"汽車類指數","332.61","+","1.65","0.50","",
"電子工業類指數","1,258.16","+","4.28","0.34","",
"半導體類指數","650.97","+","3.13","0.48","",
"電腦及週邊設備類指數","269.65","-","2.39","-0.88","",
"光電類指數","34.92","+","0.32","0.92","",
"通信網路類指數","169.34","+","0.08","0.05","",
"電子零組件類指數","233.96","+","1.52","0.65","",
"電子通路類指數","241.79","-","3.01","-1.23","",
