"109年06月29日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","13,290.63","-","128.83","-0.96","",
"發行量加權股價指數","11,542.62","-","118.05","-1.01","",
"臺灣公司治理100指數","6,556.56","-","75.18","-1.13","",
"臺灣50指數","8,840.07","-","102.63","-1.15","",
"臺灣50權重上限30%指數","8,721.16","-","91.58","-1.04","",
"臺灣中型100指數","8,936.01","-","79.71","-0.88","",
"臺灣資訊科技指數","13,113.14","-","214.49","-1.61","",
"臺灣發達指數","8,276.26","-","40.24","-0.48","",
"臺灣高股息指數","6,546.36","-","54.99","-0.83","",
"臺灣就業99指數","6,554.49","-","63.99","-0.97","",
"臺灣高薪100指數","6,164.67","-","54.00","-0.87","",
"未含金融指數","9,829.79","-","101.54","-1.02","",
"未含電子指數","14,279.02","-","116.20","-0.81","",
"未含金融電子指數","11,846.01","-","88.68","-0.74","",
"小型股300指數","6,644.29","-","58.20","-0.87","",
"水泥窯製類指數","581.04","-","3.05","-0.52","",
"塑膠化工類指數","773.63","-","3.97","-0.51","",
"機電類指數","2,886.49","-","32.92","-1.13","",
"水泥類指數","163.32","-","0.80","-0.49","",
"食品類指數","1,760.63","-","2.41","-0.14","",
"塑膠類指數","229.07","-","2.02","-0.87","",
"紡織纖維類指數","504.78","-","6.51","-1.27","",
"電機機械類指數","180.78","+","0.09","0.05","",
"電器電纜類指數","47.25","-","0.46","-0.96","",
"化學生技醫療類指數","104.65","+","0.75","0.72","",
"化學類指數","101.05","-","0.53","-0.52","",
"生技醫療類指數","74.14","+","1.33","1.83","",
"玻璃陶瓷類指數","27.45","-","0.24","-0.87","",
"造紙類指數","217.31","-","1.24","-0.57","",
"鋼鐵類指數","89.64","-","1.22","-1.34","",
"橡膠類指數","231.87","-","2.06","-0.88","",
"汽車類指數","336.18","-","3.15","-0.93","",
"電子工業類指數","516.21","-","6.05","-1.16","",
"半導體類指數","218.78","-","3.89","-1.75","",
"電腦及週邊設備類指數","109.27","-","0.85","-0.77","",
"光電類指數","37.42","-","0.49","-1.29","",
"通信網路類指數","128.06","+","0.49","0.38","",
"電子零組件類指數","119.89","-","1.63","-1.34","",
"電子通路類指數","120.45","-","0.61","-0.50","",
"資訊服務類指數","127.11","-","2.07","-1.60","",
"其他電子類指數","82.82","+","0.64","0.78","",
"建材營造類指數","300.89","-","1.40","-0.46","",
"航運類指數","60.01","-","0.64","-1.06","",
"觀光類指數","91.02","-","1.52","-1.64","",
"金融保險類指數","1,269.80","-","12.13","-0.95","",
"貿易百貨類指數","273.89","-","3.04","-1.10","",
"油電燃氣類指數","114.93","-","0.95","-0.82","",
"其他類指數","270.04","-","2.93","-1.07","",
"臺指日報酬兩倍指數","18,009.57","-","372.19","-2.02","",
"臺指反向一倍指數","6,407.15","+","64.21","1.01","",
"電子類兩倍槓桿指數","16,366.11","-","388.17","-2.32","",
"電子類反向指數","6,215.94","+","71.18","1.16","",
"價格指數(跨市場)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技指數","4,935.51","+","85.84","1.77","",
"臺灣中小型公司治理指數","6,088.10","-","54.97","-0.89","",
"臺灣IPO指數","5,858.69","-","43.98","-0.75","",
"智慧中立指數","4,875.28","+","3.46","0.07","",
"臺灣企業社會責任中小型指數","4,973.27","-","42.92","-0.86","",
"價格指數(臺灣指數公司)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"金融類日報酬兩倍指數","18,986.89","-","366.25","-1.89","",
"金融類日報酬反向一倍指數","6,407.13","+","60.06","0.95","",
"漲升股利150指數","6,212.82","-","67.76","-1.08","",
"漲升股利100指數","6,214.84","-","69.34","-1.10","",
"藍籌30指數","6,125.52","-","63.01","-1.02","",
"工業菁英30指數","6,578.29","-","103.05","-1.54","",
"電子菁英30指數","6,645.50","-","64.74","-0.96","",
"低波動股利精選30指數","5,835.84","-","40.36","-0.69","",
"低貝塔100指數","5,859.12","-","29.91","-0.51","",
