"114年08月04日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","26,197.46","-","58.78","-0.22","",
"發行量加權股價指數","23,378.94","-","55.44","-0.24","",
"臺灣公司治理100指數","14,168.78","-","26.07","-0.18","",
"臺灣50指數","20,239.42","-","63.02","-0.31","",
"臺灣50權重上限30%指數","17,095.10","-","37.97","-0.22","",
"臺灣中型100指數","19,291.59","-","60.18","-0.31","",
"臺灣資訊科技指數","40,390.90","-","257.53","-0.63","",
"臺灣發達指數","10,220.91","-","5.28","-0.05","",
"臺灣高股息指數","9,244.68","-","2.36","-0.03","",
"臺灣就業99指數","13,330.62","+","10.07","0.08","",
"臺灣高薪100指數","11,971.42","+","14.03","0.12","",
"未含金融指數","20,402.90","-","92.27","-0.45","",
"未含電子指數","18,501.02","+","83.58","0.45","",
"未含金融電子指數","13,366.10","-","31.95","-0.24","",
"小型股300指數","10,490.37","+","16.14","0.15","",
"水泥窯製類指數","528.20","-","1.13","-0.21","",
"塑膠化工類指數","599.68","-","8.92","-1.47","",
"機電類指數","7,353.97","-","36.76","-0.50","",
"水泥類指數","129.46","+","0.46","0.36","",
"食品類指數","2,085.11","+","15.34","0.74","",
"塑膠類指數","113.98","-","6.61","-5.48","",
"紡織纖維類指數","505.12","-","0.20","-0.04","",
"電機機械類指數","381.77","-","2.09","-0.54","",
"電器電纜類指數","83.27","+","0.51","0.62","",
"化學生技醫療類指數","133.20","+","1.18","0.89","",
"化學類指數","154.17","+","0.59","0.38","",
"生技醫療類指數","75.49","+","0.85","1.14","",
"玻璃陶瓷類指數","62.04","-","1.71","-2.68","",
"造紙類指數","244.23","-","0.98","-0.40","",
"鋼鐵類指數","117.98","-","0.05","-0.04","",
"橡膠類指數","226.95","+","1.12","0.50","",
"汽車類指數","324.74","+","3.07","0.95","",
"電子工業類指數","1,323.81","-","6.66","-0.50","",
"半導體類指數","676.44","-","4.15","-0.61","",
"電腦及週邊設備類指數","278.79","-","2.39","-0.85","",
"光電類指數","34.98","+","0.42","1.22","",
"通信網路類指數","170.15","+","0.92","0.54","",
"電子零組件類指數","282.66","-","1.18","-0.42","",
"電子通路類指數","243.40","+","0.47","0.19","",
"資訊服務類指數","214.62","+","2.23","1.05","",
"其他電子類指數","172.59","-","0.87","-0.50","",
"建材營造類指數","499.08","+","6.45","1.31","",
"航運類指數","185.57","-","0.33","-0.18","",
"觀光餐旅類指數","110.65","+","0.86","0.78","",
"金融保險類指數","2,154.44","+","33.97","1.60","",
"貿易百貨類指數","257.99","+","2.12","0.83","",
"油電燃氣類指數","58.18","-","3.47","-5.63","",
"綠能環保類指數","102.71","-","0.60","-0.58","",
"數位雲端類指數","53.69","-","0.56","-1.03","",
"運動休閒類指數","77.38","+","0.50","0.65","",
"居家生活類指數","117.85","+","2.51","2.18","",
"其他類指數","286.93","+","2.52","0.89","",
"臺指日報酬兩倍指數","61,668.38","-","293.17","-0.47","",
"臺指反向一倍指數","2,640.75","+","6.23","0.24","",
"電子類兩倍槓桿指數","82,871.19","-","838.06","-1.00","",
"電子類反向指數","1,868.42","+","9.31","0.50","",
"價格指數(跨市場)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技指數","3,665.13","+","38.28","1.06","",
"臺灣中小型公司治理指數","9,872.29","-","8.87","-0.09","",
"臺灣IPO指數","6,226.52","-","7.26","-0.12","",
"智慧中立指數","3,549.20","+","26.24","0.74","",
"臺灣5G指數","12,411.84","-","71.12","-0.57","",
"臺灣企業社會責任中小型指數","10,545.84","+","18.67","0.18","",
"特選臺灣電動車代表指數","10,584.51","-","10.98","-0.10","",
"臺灣科技龍頭通訊指數","10,909.55","-","58.20","-0.53","",
"臺灣全市場指數","8,033.07","-","16.49","-0.20","",
"臺灣全市場半導體指數","7,672.58","-","76.68","-0.99","",
"臺灣智慧移動與電動車指數","6,188.87","-","31.71","-0.51","",
"特選小資高價30指數","8,782.30","-","86.25","-0.97","",
"特選臺灣綠能及電動車指數","6,116.22","-","37.21","-0.60","",
"特選臺灣智能車供應鏈聯盟指數","7,624.91","-","41.80","-0.55","",
"臺灣全市場半導體精選30指數","6,082.53","-","68.51","-1.11","",
"特選臺灣高股息30指數","4,592.80","+","19.79","0.43","",
"臺灣友善環境指數","7,089.72","-","8.50","-0.12","",
"台灣永續價值指數","6,609.94","+","8.30","0.13","",
"特選臺灣IC設計指數","4,408.56","-","61.23","-1.37","",
"特選臺灣環境永續高股息指數","6,172.93","+","11.22","0.18","",
"臺灣友善環境50指數","5,998.09","-","30.49","-0.51","",
"特選臺灣IC設計產業代表指數","5,392.46","-","78.90","-1.44","",
"特選臺灣綠能指數","5,583.96","-","26.01","-0.46","",
"特選臺灣智慧50指數","5,380.29","-","2.47","-0.05","",
"臺灣晶圓製造指數","5,995.12","-","28.31","-0.47","",
"臺灣精選高息指數","5,125.70","+","51.30","1.01","",
"臺灣多因子優選高股息30指數","7,735.16","+","85.53","1.12","",
