"110年06月27日 大盤統計資訊"
"成交統計","成交金額(元)","成交股數(股)","成交筆數",
"1.一般股票","1,408,134,906","6,549,161","4,259",
"2.台灣存託憑證","6,003,000","2,001,000","2,001",
"3.受益憑證","0","0","0",
"4.ETF","22,569,902","194,343","112",
"5.受益證券","0","0","0",
"6.變更交易股票","0","0","0",
"7.認購(售)權證","2,329,960","5,060,000","64",
"8.轉換公司債","0","0","0",
"9.附認股權特別股","0","0","0",
"10.附認股權公司債","0","0","0",
"11.認股權憑證","0","0","0",
"12.公司債","0","0","0",
"13.ETN","0","0","0",
"14.創新板股票","1,803,779,350","34,659,000","3,404",
"15.創新板-變更交易方法股票","0","0","0",
"證券合計(1+6+14+15)","3,211,914,256","41,208,161","7,663",
"總計(1~15)","3,242,817,118","48,463,504","9,840",
"漲跌證券數合計"
"類型","整體市場","股票",
"上漲(漲停)","5,328(200)","420(24)",
"下跌(跌停)","4,707(32)","415(0)",
"持平","836","107",
"未成交","10,333","3",
"無比價","2,167","6",
"備註:"
""漲跌價差"為當日收盤價與前一日收盤價比較。",
""無比價"含前一日無收盤價、當日除權、除息、新上市、恢復交易者。",
"不加計外幣交易證券交易金額。",

"110年06月27日每日收盤行情(全部(不含權證、牛熊證))"
"(元,股)",,,,,,,,,,,"(元,交易單位)",,,,,
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
"4104","佳醫","0","0","0","--","--","--","--"," ","0.00","--","9","--","24","14.48",
"4106","雃博","0","0","0","--","--","--","--"," ","0.00","--","4","--","2","32.04",
"4108","懷特","0","0","0","--","--","--","--"," ","0.00","--","20","--","5","0.00",
"4119","旭富","0","0","0","--","--","--","--"," ","0.00","--","7","--","3","37.04",
"4133","亞諾法","0","0","0","--","--","--","--"," ","0.00","--","124","--","4","106.25",
"4137","麗豐-KY","0","0","0","--","--","--","--"," ","0.00","--","4","--","2","13.85",
"4141","龍燈-KY","0","0","0","--","--","--","--"," ","0.00","--","2","--","7","0.00",
"4142","國光生","0","0","0","--","--","--","--"," ","0.00","--","63","--","14","22.26",
"4148","全宇生技-KY","0","0","0","--","--","--","--"," ","0.00","--","1","--","1","16.23",
"4155","訊映","0","0","0","--","--","--","--"," ","0.00","--","4","--","2","21.38",
"4164","承業醫","0","0","0","--","--","--","--"," ","0.00","--","1","--","1","14.71",
"4190","佐登-KY","0","0","0","--","--","--","--"," ","0.00","--","3","--","4","13.55",
"4306","炎洲","0","0","0","--","--","--","--"," ","0.00","--","82","--","26","5.10",
"4414","如興","0","0","0","--","--","--","--"," ","0.00","--","75","--","2","0.00",
"4426","利勤","0","0","0","--","--","--","--"," ","0.00","--","11","--","1","0.00",
"4438","廣越","0","0","0","--","--","--","--"," ","0.00","--","15","120.00","1","28.16",
"4439","冠星-KY","0","0","0","--","--","--","--"," ","0.00","--","4","--","2","11.38",
"4526","東台","0","0","0","--","--","--","--"," ","0.00","--","1","--","25","0.00",
"4532","瑞智","0","0","0","--","--","--","--"," ","0.00","--","51","--","1","14.50",
"4536","拓凱","0","0","0","--","--","--","--"," ","0.00","--","12","--","4","16.95",
"4540","全球傳動","0","0","0","--","--","--","--"," ","0.00","--","1","--","2","44.75",
"4545","銘鈺","0","0","0","--","--","--","--"," ","0.00","--","12","--","10","36.08",
"4551","智伸科","0","0","0","--","--","--","--"," ","0.00","--","35","--","8","23.50",
"4552","力達-KY","0","0","0","--","--","--","--"," ","0.00","--","1","--","1","10.15",
"4555","氣立","0","0","0","--","--","--","--"," ","0.00","--","1","--","6","22.87",
"4557","永新-KY","0","0","0","--","--","--","--"," ","0.00","--","1","--","2","18.26",
"4560","強信-KY","0","0","0","--","--","--","--"," ","0.00","--","8","--","11","50.83",
"4562","穎漢","0","0","0","--","--","--","--"," ","0.00","--","2","--","9","0.00",
"4564","元翎","0","0","0","--","--","--","--"," ","0.00","--","13","--","19","26.86",
"4566","時碩工業","0","0","0","--","--","--","--"," ","0.00","--","13","--","8","37.37",
"4571","鈞興-KY","0","0","0","--","--","--","--"," ","0.00","--","5","--","5","17.71",
"4572","駐龍","0","0","0","--","--","--","--"," ","0.00","--","8","--","3","342.19",
"4576","大銀微系統","0","0","0","--","--","--","--"," ","0.00","--","4","--","11","86.51",
"4581","光隆精密-KY","0","0","0","--","--","--","--"," ","0.00","--","1","--","2","18.08",
"4720","德淵","0","0","0","--","--","--","--"," ","0.00","--","35","--","3","15.36",
"4722","國精化","0","0","0","--","--","--","--"," ","0.00","--","7","--","11","10.51",
"4737","華廣","0","0","0","--","--","--","--"," ","0.00","--","1","--","1","51.46",
"4739","康普","0","0","0","--","--","--","--"," ","0.00","--","9,133","--","0","38.39",
"4746","台耀","0","0","0","--","--","--","--"," ","0.00","--","1","--","2","5.51",
"4755","三福化","0","0","0","--","--","--","--"," ","0.00","--","2","--","3","15.65",
"4763","材料-KY","0","0","0","--","--","--","--"," ","0.00","--","3","--","2","11.59",
"4764","雙鍵","0","0","0","--","--","--","--"," ","0.00","--","1","--","1","51.07",
"4766","南寶","0","0","0","--","--","--","--"," ","0.00","--","1","--","6","14.65",
"4807","日成-KY","0","0","0","--","--","--","--"," ","0.00","--","4","--","1","19.85",
"4904","遠傳","0","0","0","--","--","--","--"," ","0.00","60.00","17","71.90","91","26.69",
"4906","正文","0","0","0","--","--","--","--"," ","0.00","--","22","--","27","7.03",
"4912","聯德控股-KY","0","0","0","--","--","--","--"," ","0.00","--","1","--","10","16.82",
"4915","致伸","0","0","0","--","--","--","--"," ","0.00","--","42","58.80","4","11.60",
"4916","事欣科","0","0","0","--","--","--","--"," ","0.00","--","8","--","2","0.00",
"4919","新唐","0","0","0","--","--","--","--"," ","0.00","--","211","--","2","41.32",
"4927","泰鼎-KY","0","0","0","--","--","--","--"," ","0.00","--","32","--","2","10.85",
"4930","燦星網","0","0","0","--","--","--","--"," ","0.00","--","12","--","3","8.66",
"4934","太極","0","0","0","--","--","--","--"," ","0.00","--","12","--","8","0.00",
"4935","茂林-KY","0","0","0","--","--","--","--"," ","0.00","--","1","--","41","8.28",
"4938","和碩","1,000","1","81,300","81.30","81.30","81.30","81.30","+","6.80","81.30","9","81.90","174","9.28",
"4942","嘉彰","0","0","0","--","--","--","--"," ","0.00","--","4","--","1","8.08",
"4943","康控-KY","0","0","0","--","--","--","--"," ","0.00","--","3","67.40","2","0.00",
"4952","凌通","0","0","0","--","--","--","--"," ","0.00","--","12","--","11","17.30",
"4956","光鋐","0","0","0","--","--","--","--"," ","0.00","--","7","--","6","29.48",
"4958","臻鼎-KY","0","0","0","--","--","--","--"," ","0.00","--","19","107.00","189","12.20",
"4960","誠美材","0","0","0","--","--","--","--"," ","0.00","--","332","--","28","20.36",
"4961","天鈺","0","0","0","--","--","--","--"," ","0.00","--","15","--","2","34.73",
"4967","十銓","0","0","0","--","--","--","--"," ","0.00","--","42","73.00","96","33.71",
"4968","立積","0","0","0","--","--","--","--"," ","0.00","--","57","--","4","30.44",
"4976","佳凌","0","0","0","--","--","--","--"," ","0.00","--","30","--","108","861.00",
"4977","眾達-KY","0","0","0","--","--","--","--"," ","0.00","--","4","--","2","11.26",
"4989","榮科","0","0","0","--","--","--","--"," ","0.00","--","10","--","7","63.16",
"4994","傳奇","0","0","0","--","--","--","--"," ","0.00","--","2","--","1","21.94",
"4999","鑫禾","0","0","0","--","--","--","--"," ","0.00","--","3","--","4","8.74",
"5007","三星","0","0","0","--","--","--","--"," ","0.00","--","4","--","6","26.71",
"5203","訊連","0","0","0","--","--","--","--"," ","0.00","--","2","--","3","46.28",
"5215","科嘉-KY","0","0","0","--","--","--","--"," ","0.00","--","38","--","39","8.98",
"5225","東科-KY","0","0","0","--","--","--","--"," ","0.00","--","1","--","3","0.00",
"5234","達興材料","0","0","0","--","--","--","--"," ","0.00","89.00","2","89.50","2","14.13",
"5243","乙盛-KY","0","0","0","--","--","--","--"," ","0.00","--","276","--","30","24.41",
"5258","虹堡","0","0","0","--","--","--","--"," ","0.00","--","1","--","1","11.10",
"5269","祥碩","0","0","0","--","--","--","--"," ","0.00","--","12","--","2","30.99",
"5283","禾聯碩","0","0","0","--","--","--","--"," ","0.00","--","2","--","4","9.52",
"5284","jpp-KY","0","0","0","--","--","--","--"," ","0.00","--","2","--","1","17.18",
"5285","界霖","0","0","0","--","--","--","--"," ","0.00","--","2","--","21","39.88",
"5288","豐祥-KY","0","0","0","--","--","--","--"," ","0.00","--","4","--","2","19.02",
"5388","中磊","0","0","0","--","--","--","--"," ","0.00","--","2","--","24","17.92",
"5434","崇越","0","0","0","--","--","--","--"," ","0.00","--","52","--","7","10.94",
"5469","瀚宇博","0","0","0","--","--","--","--"," ","0.00","--","47","51.80","10","6.73",
"5471","松翰","0","0","0","--","--","--","--"," ","0.00","--","9","103.50","22","13.77",
"5484","慧友","0","0","0","--","--","--","--"," ","0.00","--","16","--","16","0.00",
"5515","建國","0","0","0","--","--","--","--"," ","0.00","--","32","--","1","9.70",
"5519","隆大","0","0","0","--","--","--","--"," ","0.00","20.00","62","--","2","10.90",
"5521","工信","0","0","0","--","--","--","--"," ","0.00","--","54","--","13","4.25",
"5522","遠雄","0","0","0","--","--","--","--"," ","0.00","--","6","--","1","9.70",
"5525","順天","0","0","0","--","--","--","--"," ","0.00","--","12","--","1","0.00",
"5531","鄉林","0","0","0","--","--","--","--"," ","0.00","--","281","--","12","81.33",
"5533","皇鼎","0","0","0","--","--","--","--"," ","0.00","--","5","--","5","11.52",
"5534","長虹","0","0","0","--","--","--","--"," ","0.00","--","1","--","1","12.14",
"5538","東明-KY","0","0","0","--","--","--","--"," ","0.00","--","1","--","2","10.95",
"5546","永固-KY","0","0","0","--","--","--","--"," ","0.00","--","2","--","5","8.54",
"5607","遠雄港","0","0","0","--","--","--","--"," ","0.00","--","10","--","4","17.24",
"5608","四維航","0","0","0","--","--","--","--"," ","0.00","--","6","--","3","0.00",
"5706","鳳凰","0","0","0","--","--","--","--"," ","0.00","--","6","--","8","44.32",
"5871","中租-KY","0","0","0","--","--","--","--"," ","0.00","--","35","227.50","30","17.71",
"5871A","中租-KY甲特","0","0","0","--","--","--","--"," ","0.00","--","130","--","30","0.00",
"5876","上海商銀","0","0","0","--","--","--","--"," ","0.00","--","31","49.70","23","14.87",
"5880","合庫金","39,000","39","885,550","22.70","22.75","22.65","22.75","+","1.50","22.70","9","22.80","1,389","17.64",
"5906","台南-KY","0","0","0","--","--","--","--"," ","0.00","--","1","--","1","7.27",
"5907","大洋-KY","0","0","0","--","--","--","--"," ","0.00","--","1","--","17","301.88",
"6005","群益證","3,777","2","69,307","18.35","18.35","18.35","18.35","+","1.65","18.35","41","--","90","6.98",
"6024","群益期","0","0","0","--","--","--","--"," ","0.00","--","8","--","7","13.67",
"6108","競國","0","0","0","--","--","--","--"," ","0.00","--","12","--","2","42.08",
"6112","聚碩","0","0","0","--","--","--","--"," ","0.00","41.00","4","--","2","11.99",
"6115","鎰勝","0","0","0","--","--","--","--"," ","0.00","--","7","--","18","14.55",
"6116","彩晶","0","0","0","--","--","--","--"," ","0.00","--","208","--","556","9.64",
"6117","迎廣","0","0","0","--","--","--","--"," ","0.00","15.40","5","--","1","0.00",
"6120","達運","0","0","0","--","--","--","--"," ","0.00","--","1","--","66","0.00",
"6128","上福","0","0","0","--","--","--","--"," ","0.00","--","16","--","10","20.00",
"6133","金橋","0","0","0","--","--","--","--"," ","0.00","--","4","--","3","89.30",
"6136","富爾特","0","0","0","--","--","--","--"," ","0.00","--","8","--","12","40.89",
"6139","亞翔","0","0","0","--","--","--","--"," ","0.00","--","23","33.00","1","16.22",
"6141","柏承","0","0","0","--","--","--","--"," ","0.00","--","10","--","4","8.70",
"6142","友勁","0","0","0","--","--","--","--"," ","0.00","--","5","12.50","5","0.00",
"6152","百一","0","0","0","--","--","--","--"," ","0.00","--","24","--","38","56.11",
"6153","嘉聯益","0","0","0","--","--","--","--"," ","0.00","--","20","--","22","18.05",
"6155","鈞寶","0","0","0","--","--","--","--"," ","0.00","--","1","--","1","49.91",
"6164","華興","0","0","0","--","--","--","--"," ","0.00","--","40","13.35","77","0.00",
"6165","浪凡","0","0","0","--","--","--","--"," ","0.00","--","2","--","2","26.27",
"6166","凌華","0","0","0","--","--","--","--"," ","0.00","--","1","--","3","87.81",
"6168","宏齊","0","0","0","--","--","--","--"," ","0.00","--","18","--","25","21.79",
"6172","互億","0","0","0","--","--","--","--"," ","0.00","--","8","--","3","66.55",
"6176","瑞儀","33,000","33","4,127,000","120.00","132.00","117.50","127.50","+","7.50","127.00","12","129.50","36","9.59",
"6177","達麗","0","0","0","--","--","--","--"," ","0.00","--","6","--","6","0.00",
"6183","關貿","0","0","0","--","--","--","--"," ","0.00","--","3","--","1","18.38",
"6184","大豐電","0","0","0","--","--","--","--"," ","0.00","--","6","--","3","13.52",
"6189","豐藝","7,000","2","287,750","41.45","41.45","40.25","40.25","-","0.60","40.25","31","41.60","1","11.73",
"6191","精成科","0","0","0","--","--","--","--"," ","0.00","--","130","--","6","7.32",
"6192","巨路","0","0","0","--","--","--","--"," ","0.00","--","1","--","7","10.26",
"6196","帆宣","0","0","0","--","--","--","--"," ","0.00","--","72","--","44","23.58",
"6197","佳必琪","0","0","0","--","--","--","--"," ","0.00","--","10","--","4","16.82",
"6201","亞弘電","0","0","0","--","--","--","--"," ","0.00","--","10","--","6","11.36",
"6202","盛群","0","0","0","--","--","--","--"," ","0.00","99.00","197","--","42","18.35",
"6205","詮欣","0","0","0","--","--","--","--"," ","0.00","--","89","--","0","15.63",
"6206","飛捷","0","0","0","--","--","--","--"," ","0.00","--","2","--","3","20.30",
"6209","今國光","0","0","0","--","--","--","--"," ","0.00","--","35","--","16","0.00",
"6213","聯茂","0","0","0","--","--","--","--"," ","0.00","--","36","--","7","15.45",
"6214","精誠","0","0","0","--","--","--","--"," ","0.00","--","9","90.00","7","10.51",
"6215","和椿","0","0","0","--","--","--","--"," ","0.00","--","24","--","2","10.86",
"6216","居易","0","0","0","--","--","--","--"," ","0.00","--","12","--","1","18.82",
"6224","聚鼎","0","0","0","--","--","--","--"," ","0.00","--","35","--","7","24.14",
"6225","天瀚","0","0","0","--","--","--","--"," ","0.00","--","1","--","1","0.00",
"6226","光鼎","0","0","0","--","--","--","--"," ","0.00","--","16","--","3","0.00",
"6230","尼得科超眾","0","0","0","--","--","--","--"," ","0.00","--","2","--","1","21.58",
"6235","華孚","0","0","0","--","--","--","--"," ","0.00","--","21","--","6","4.66",
"6239","力成","777","1","90,909","--","--","--","--"," ","0.00","--","137","117.00","6","12.21",
"6243","迅杰","0","0","0","--","--","--","--"," ","0.00","--","7","--","4","0.00",
"6251","定穎","0","0","0","--","--","--","--"," ","0.00","--","22","--","7","41.00",
"6257","矽格","0","0","0","--","--","--","--"," ","0.00","--","27","--","97","12.14",
"6269","台郡","14,000","7","1,847,000","133.50","133.50","131.50","131.50","-","2.00","131.50","261","--","72","15.43",
"6271","同欣電","0","0","0","--","--","--","--"," ","0.00","220.00","8","--","51","23.68",
"6277","宏正","0","0","0","--","--","--","--"," ","0.00","--","13","--","5","7.38",
"6278","台表科","0","0","0","--","--","--","--"," ","0.00","--","131","--","66","15.32",
"6281","全國電","0","0","0","--","--","--","--"," ","0.00","84.40","12","--","2","13.84",
"6282","康舒","0","0","0","--","--","--","--"," ","0.00","--","163","29.15","43","9.93",
"6283","淳安","0","0","0","--","--","--","--"," ","0.00","--","101","--","12","0.00",
"6285","啟碁","0","0","0","--","--","--","--"," ","0.00","--","25","--","52","18.75",
"6288","聯嘉","0","0","0","--","--","--","--"," ","0.00","--","8","--","1","41.93",
"6289","華上","0","0","0","--","--","--","--"," ","0.00","--","13","--","5","0.00",
"6405","悅城","0","0","0","--","--","--","--"," ","0.00","--","3","--","26","13.96",
"6409","旭隼","0","0","0","--","--","--","--"," ","0.00","--","3","--","5","50.41",
"6412","群電","0","0","0","--","--","--","--"," ","0.00","--","5","--","2","10.93",
"6414","樺漢","0","0","0","--","--","--","--"," ","0.00","--","27","--","7","18.55",
"6415","矽力-KY","0","0","0","--","--","--","--"," ","0.00","--","4","--","1","95.64",
"6416","瑞祺電通","0","0","0","--","--","--","--"," ","0.00","--","20","--","2","23.93",
"6426","統新","0","0","0","--","--","--","--"," ","0.00","--","4","--","2","30.90",
"6431","光麗-KY","0","0","0","--","--","--","--"," ","0.00","--","6","--","14","0.00",
"6438","迅得","0","0","0","--","--","--","--"," ","0.00","--","45","--","15","13.22",
"6442","光聖","0","0","0","--","--","--","--"," ","0.00","--","2","--","1","180.79",
"6443","元晶","0","0","0","--","--","--","--"," ","0.00","--","42","--","37","86.62",
"6449","鈺邦","0","0","0","--","--","--","--"," ","0.00","--","21","--","3","16.52",
"6451","訊芯-KY","0","0","0","--","--","--","--"," ","0.00","--","31","--","46","13.81",
"6456","GIS-KY","0","0","0","--","--","--","--"," ","0.00","--","28","--","254","10.00",
"6464","台數科","0","0","0","--","--","--","--"," ","0.00","--","17","--","10","12.85",
"6477","安集","0","0","0","--","--","--","--"," ","0.00","--","14","44.40","1","21.81",
"6491","晶碩","0","0","0","--","--","--","--"," ","0.00","--","5","--","1","50.16",
"6504","南六","0","0","0","--","--","--","--"," ","0.00","--","23","--","1","7.34",
"6505","台塑化","5,777","3","658,851","109.00","119.50","109.00","119.50","+","10.50","119.50","30","--","52","32.21",
"6515","穎崴","0","0","0","--","--","--","--"," ","0.00","--","4","--","1","17.11",
"6525","捷敏-KY","0","0","0","--","--","--","--"," ","0.00","--","3","--","19","13.67",
"6531","愛普","0","0","0","--","--","--","--"," ","0.00","--","3","--","3","40.79",
"6533","晶心科","0","0","0","--","--","--","--"," ","0.00","--","12","--","1","210.59",
"6541","泰福-KY","0","0","0","--","--","--","--"," ","0.00","--","7","--","1","0.00",
"6552","易華電","0","0","0","--","--","--","--"," ","0.00","--","1","--","2","25.17",
"6558","興能高","0","0","0","--","--","--","--"," ","0.00","--","13","--","1","28.16",
"6573","虹揚-KY","0","0","0","--","--","--","--"," ","0.00","--","6","--","7","0.00",
"6579","研揚","0","0","0","--","--","--","--"," ","0.00","--","1","--","1","22.19",
"6581","鋼聯","0","0","0","--","--","--","--"," ","0.00","--","3","--","2","16.78",
"6582","申豐","0","0","0","--","--","--","--"," ","0.00","--","7","--","2","12.24",
"6591","動力-KY","0","0","0","--","--","--","--"," ","0.00","--","3","--","1","9.37",
"6592","和潤企業","0","0","0","--","--","--","--"," ","0.00","--","18","--","4","16.34",
"6598","ABC-KY","0","0","0","--","--","--","--"," ","0.00","--","5","--","2","0.00",
"6601","測試6601-創","19,932,000","2,026","218,314,750","10.95","11.00","10.60","11.00","X","0.00","11.00","","--","","0.00",
"6605","帝寶","0","0","0","--","--","--","--"," ","0.00","--","31","--","2","14.87",
"6625","必應","0","0","0","--","--","--","--"," ","0.00","--","5","--","1","0.00",
"6638","測試6638-創","14,727,000","1,378","1,585,464,600","110.00","110.00","90.00","110.00","X","0.00","110.00","","--","","0.00",
"6641","基士德-KY","0","0","0","--","--","--","--"," ","0.00","--","4","--","1","9.89",
"6655","科定","0","0","0","--","--","--","--"," ","0.00","--","1","--","3","13.66",
"6666","羅麗芬-KY","0","0","0","--","--","--","--"," ","0.00","--","2","--","1","30.59",
"6668","中揚光","0","0","0","--","--","--","--"," ","0.00","--","172","--","0","49.30",
"6669","緯穎","1,112","2","1,111,520","990.00","990.00","990.00","990.00"," ","0.00","--","5","--","1","19.57",
"6670","復盛應用","0","0","0","--","--","--","--"," ","0.00","--","6","--","2","19.14",
"6671","三能-KY","0","0","0","--","--","--","--"," ","0.00","--","1","--","1","12.10",
"6672","騰輝電子-KY","0","0","0","--","--","--","--"," ","0.00","--","71","--","32","21.88",
"6674","鋐寶科技","0","0","0","--","--","--","--"," ","0.00","--","1","--","11","44.38",
"6698","旭暉應材","0","0","0","--","--","--","--"," ","0.00","--","1","--","2","72.59",
"6706","惠特","0","0","0","--","--","--","--"," ","0.00","--","25","--","1","29.14",
"6715","嘉基","0","0","0","--","--","--","--"," ","0.00","--","2","--","3","24.95",
"6743","安普新","0","0","0","--","--","--","--"," ","0.00","151.50","49","--","5","34.50",
"6754","匯僑設計","0","0","0","--","--","--","--"," ","0.00","--","1","--","1","13.35",
"6756","威鋒電子","0","0","0","--","--","--","--"," ","0.00","--","5","--","8","60.63",
"6768","志強-KY","0","0","0","--","--","--","--"," ","0.00","--","5","--","1","30.85",
"6776","展碁國際","0","0","0","--","--","--","--"," ","0.00","--","1","--","1","18.76",
"6781","AES-KY","0","0","0","--","--","--","--"," ","0.00","--","1","--","1","87.15",
"8011","台通","0","0","0","--","--","--","--"," ","0.00","--","19","--","5","0.00",
"8016","矽創","0","0","0","--","--","--","--"," ","0.00","--","19","--","8","18.19",
"8021","尖點","0","0","0","--","--","--","--"," ","0.00","--","4","--","7","16.27",
"8028","昇陽半導體","0","0","0","--","--","--","--"," ","0.00","--","17","--","5","51.76",
"8033","雷虎","0","0","0","--","--","--","--"," ","0.00","--","16","--","5","0.00",
"8039","台虹","0","0","0","--","--","--","--"," ","0.00","--","30","--","12","12.79",
"8046","南電","112","1","48,384","--","--","--","--"," ","0.00","--","3","--","5","53.11",
"8070","長華*","0","0","0","--","--","--","--"," ","0.00","--","24","--","15","20.69",
"8072","陞泰","0","0","0","--","--","--","--"," ","0.00","--","13","--","1","2,505.00",
"8081","致新","0","0","0","--","--","--","--"," ","0.00","--","78","--","18","15.88",
"8101","華冠","0","0","0","--","--","--","--"," ","0.00","--","2","--","2","0.00",
"8103","瀚荃","0","0","0","--","--","--","--"," ","0.00","--","3","--","2","12.72",
"8104","錸寶","0","0","0","--","--","--","--"," ","0.00","--","1","--","3","12.57",
"8105","凌巨","0","0","0","--","--","--","--"," ","0.00","--","18","--","7","0.00",
"8110","華東","0","0","0","--","--","--","--"," ","0.00","--","1","--","76","22.56",
"8112","至上","0","0","0","--","--","--","--"," ","0.00","--","12","--","12","7.83",
"8114","振樺電","0","0","0","--","--","--","--"," ","0.00","--","3","--","3","36.22",
"8131","福懋科","0","0","0","--","--","--","--"," ","0.00","--","3","--","8","12.86",
"8150","南茂","0","0","0","--","--","--","--"," ","0.00","--","120","52.30","3","13.25",
"8163","達方","0","0","0","--","--","--","--"," ","0.00","--","45","--","2","12.17",
"8201","無敵","0","0","0","--","--","--","--"," ","0.00","--","2","--","5","0.00",
"8210","勤誠","0","0","0","--","--","--","--"," ","0.00","--","4","--","26","9.49",
"8213","志超","0","0","0","--","--","--","--"," ","0.00","--","248","--","59","9.63",
"8215","明基材","0","0","0","--","--","--","--"," ","0.00","--","34","--","7","15.94",
"8222","寶一","0","0","0","--","--","--","--"," ","0.00","--","4","--","4","0.00",
"8249","菱光","0","0","0","--","--","--","--"," ","0.00","--","802","--","86","15.00",
"8261","富鼎","1,000","1","83,200","83.20","83.20","83.20","83.20","+","7.50","83.20","4","--","21","23.44",
"8271","宇瞻","0","0","0","--","--","--","--"," ","0.00","--","7","50.90","15","18.16",
"8341","日友","12,000","11","2,756,500","230.00","230.50","228.50","228.50","+","18.00","228.50","18","231.00","19","25.94",
"8367","建新國際","0","0","0","--","--","--","--"," ","0.00","--","28","--","35","14.60",
"8374","羅昇","0","0","0","--","--","--","--"," ","0.00","--","3","34.70","12","28.17",
"8404","百和興業-KY","0","0","0","--","--","--","--"," ","0.00","--","4","--","5","22.12",
"8411","福貞-KY","0","0","0","--","--","--","--"," ","0.00","--","6","--","7","23.52",
"8422","可寧衛","0","0","0","--","--","--","--"," ","0.00","177.00","4","180.00","4","14.16",
"8427","基勝-KY","0","0","0","--","--","--","--"," ","0.00","--","1","--","1","0.00",
"8429","金麗-KY","0","0","0","--","--","--","--"," ","0.00","--","42","--","2","0.00",
"8442","威宏-KY","0","0","0","--","--","--","--"," ","0.00","--","1","--","2","0.00",
"8443","阿瘦","0","0","0","--","--","--","--"," ","0.00","--","3","--","13","0.00",
"8454","富邦媒","0","0","0","--","--","--","--"," ","0.00","--","1","--","1","114.79",
"8462","柏文","0","0","0","--","--","--","--"," ","0.00","--","1","--","3","28.02",
"8463","潤泰材","0","0","0","--","--","--","--"," ","0.00","--","4","--","6","29.17",
"8464","億豐","0","0","0","--","--","--","--"," ","0.00","--","1","--","7","23.22",
"8466","美吉吉-KY","0","0","0","--","--","--","--"," ","0.00","--","1","--","1","15.17",
"8467","波力-KY","0","0","0","--","--","--","--"," ","0.00","--","2","--","1","99.09",
"8473","山林水","0","0","0","--","--","--","--"," ","0.00","--","2","--","1","30.69",
"8478","東哥遊艇","0","0","0","--","--","--","--"," ","0.00","--","1","--","72","40.85",
"8480","泰昇-KY","0","0","0","--","--","--","--"," ","0.00","--","2","--","2","11.75",
"8481","政伸","0","0","0","--","--","--","--"," ","0.00","--","1","--","5","6.79",
"8482","商億-KY","0","0","0","--","--","--","--"," ","0.00","--","1","--","3","11.51",
"8488","吉源-KY","0","0","0","--","--","--","--"," ","0.00","--","2","--","1","12.76",
"8499","鼎炫-KY","0","0","0","--","--","--","--"," ","0.00","--","1","--","8","10.63",
"8926","台汽電","0","0","0","--","--","--","--"," ","0.00","--","28","--","3","23.92",
"8940","新天地","0","0","0","--","--","--","--"," ","0.00","--","1","--","9","0.00",
"8996","高力","0","0","0","--","--","--","--"," ","0.00","--","3","--","1","57.14",
"9103","美德醫療-DR","0","0","0","--","--","--","--"," ","0.00","20.00","159","--","22","0.00",
"910322","康師傅-DR","0","0","0","--","--","--","--"," ","0.00","--","1","--","16","0.00",
"9105","泰金寶-DR","0","0","0","--","--","--","--"," ","0.00","--","63","4.96","343","0.00",
"910861","神州-DR","0","0","0","--","--","--","--"," ","0.00","--","2","--","10","0.00",
"9110","越南控-DR","0","0","0","--","--","--","--"," ","0.00","--","7","--","2","0.00",
"911608","明輝-DR","0","0","0","--","--","--","--"," ","0.00","--","5","--","12","0.00",
"911616","杜康-DR","0","0","0","--","--","--","--"," ","0.00","--","4","--","12","0.00",
"911622","泰聚亨-DR","0","0","0","--","--","--","--"," ","0.00","--","1,466","--","0","0.00",
"911868","同方友友-DR","0","0","0","--","--","--","--"," ","0.00","--","53","--","3","0.00",
"912000","晨訊科-DR","0","0","0","--","--","--","--"," ","0.00","--","66","--","4","0.00",
"912398","友佳-DR","0","0","0","--","--","--","--"," ","0.00","--","1","--","43","0.00",
"9136","巨騰-DR","0","0","0","--","--","--","--"," ","0.00","--","27","--","2","0.00",
"9188","精熙-DR","2,001,000","2,001","6,003,000","3.00","3.00","3.00","3.00","-","0.02","--","6","--","2","0.00",
"9802","鈺齊-KY","0","0","0","--","--","--","--"," ","0.00","--","16","--","9","24.79",
"9902","台火","0","0","0","--","--","--","--"," ","0.00","--","4","--","10","41.97",
"9904","寶成","0","0","0","--","--","--","--"," ","0.00","--","1,490","--","62","11.14",
"9905","大華","0","0","0","--","--","--","--"," ","0.00","--","1","--","5","13.59",
"9906","欣巴巴","0","0","0","--","--","--","--"," ","0.00","--","1","--","2","0.00",
"9907","統一實","0","0","0","--","--","--","--"," ","0.00","--","100","--","36","19.14",
"9908","大台北","0","0","0","--","--","--","--"," ","0.00","--","5","--","1","17.24",
"9910","豐泰","0","0","0","--","--","--","--"," ","0.00","--","11","--","5","40.59",
"9911","櫻花","19,000","7","1,190,100","64.00","64.90","61.50","62.90","-","3.10","--","8","65.40","45","13.47",
"9912","偉聯","0","0","0","--","--","--","--"," ","0.00","--","3","--","2","0.00",
"9914","美利達","0","0","0","--","--","--","--"," ","0.00","--","1","--","49","20.46",
"9917","中保科","0","0","0","--","--","--","--"," ","0.00","--","5","--","5","16.93",
"9918","欣天然","0","0","0","--","--","--","--"," ","0.00","--","12","--","1","17.50",
