"110年06月27日 大盤統計資訊"
"成交統計","成交金額(元)","成交股數(股)","成交筆數",
"1.一般股票","1,408,134,906","6,549,161","4,259",
"2.台灣存託憑證","6,003,000","2,001,000","2,001",
"3.受益憑證","0","0","0",
"4.ETF","22,569,902","194,343","112",
"5.受益證券","0","0","0",
"6.變更交易股票","0","0","0",
"7.認購(售)權證","2,329,960","5,060,000","64",
"8.轉換公司債","0","0","0",
"9.附認股權特別股","0","0","0",
"10.附認股權公司債","0","0","0",
"11.認股權憑證","0","0","0",
"12.公司債","0","0","0",
"13.ETN","0","0","0",
"14.創新板股票","1,803,779,350","34,659,000","3,404",
"15.創新板-變更交易方法股票","0","0","0",
"證券合計(1+6+14+15)","3,211,914,256","41,208,161","7,663",
"總計(1~15)","3,242,817,118","48,463,504","9,840",
"漲跌證券數合計"
"類型","整體市場","股票",
"上漲(漲停)","5,328(200)","420(24)",
"下跌(跌停)","4,707(32)","415(0)",
"持平","836","107",
"未成交","10,333","3",
"無比價","2,167","6",
"備註:"
""漲跌價差"為當日收盤價與前一日收盤價比較。",
""無比價"含前一日無收盤價、當日除權、除息、新上市、恢復交易者。",
"不加計外幣交易證券交易金額。",

"110年06月27日每日收盤行情(全部(不含權證、牛熊證))"
"(元,股)",,,,,,,,,,,"(元,交易單位)",,,,,
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
"1452","宏益","0","0","0","--","--","--","--"," ","0.00","--","23","--","19","14.53",
"1453","大將","0","0","0","--","--","--","--"," ","0.00","--","1","--","1","12.55",
"1454","台富","1,000","1","10,000","10.00","10.00","10.00","10.00"," ","0.00","9.00","16","11.00","15","0.00",
"1455","集盛","0","0","0","--","--","--","--"," ","0.00","22.05","32","--","115","23.97",
"1456","怡華","0","0","0","--","--","--","--"," ","0.00","--","1","--","7","9.28",
"1457","宜進","0","0","0","--","--","--","--"," ","0.00","--","19","--","6","5.37",
"1459","聯發","0","0","0","--","--","--","--"," ","0.00","--","1","--","1","14.24",
"1460","宏遠","1,000","1","10,700","10.70","10.70","10.70","10.70"," ","0.00","--","4","--","819","0.00",
"1463","強盛","0","0","0","--","--","--","--"," ","0.00","--","1","--","5","51.55",
"1464","得力","0","0","0","--","--","--","--"," ","0.00","--","24","--","10","0.00",
"1465","偉全","0","0","0","--","--","--","--"," ","0.00","--","8","--","24","0.00",
"1466","聚隆","0","0","0","--","--","--","--"," ","0.00","--","43","--","13","21.41",
"1467","南緯","0","0","0","--","--","--","--"," ","0.00","--","24","--","1","12.95",
"1468","昶和","0","0","0","--","--","--","--"," ","0.00","--","4","--","3","37.27",
"1470","大統新創","0","0","0","--","--","--","--"," ","0.00","--","19","--","2","55.86",
"1471","首利","0","0","0","--","--","--","--"," ","0.00","--","23","--","29","3.49",
"1472","三洋紡","0","0","0","--","--","--","--"," ","0.00","--","2","--","1","0.00",
"1473","台南","0","0","0","--","--","--","--"," ","0.00","--","3","--","22","0.00",
"1474","弘裕","0","0","0","--","--","--","--"," ","0.00","--","40","--","10","13.57",
"1475","業旺","0","0","0","--","--","--","--"," ","0.00","--","1","--","1","157.50",
"1476","儒鴻","0","0","0","--","--","--","--"," ","0.00","--","4","730.00","10","37.05",
"1477","聚陽","0","0","0","--","--","--","--"," ","0.00","--","17","--","2","28.56",
"1503","士電","0","0","0","--","--","--","--"," ","0.00","--","7","--","1","16.94",
"1504","東元","4,100","5","142,490","33.20","36.50","33.20","36.40","+","3.20","--","29","36.50","10","18.48",
"1506","正道","48,000","6","496,000","10.00","11.00","10.00","11.00","+","0.50","11.00","29","--","7","0.00",
"1507","永大","0","0","0","--","--","--","--"," ","0.00","--","4","--","11","18.37",
"1512","瑞利","0","0","0","--","--","--","--"," ","0.00","--","48","--","8","0.00",
"1513","中興電","8,000","5","428,500","53.20","53.80","53.20","53.80","+","1.50","--","25","--","33","12.34",
"1514","亞力","15","1","375","--","--","--","--"," ","0.00","--","1","--","81","16.33",
"1515","力山","0","0","0","--","--","--","--"," ","0.00","--","29","--","1","14.17",
"1516","川飛","0","0","0","--","--","--","--"," ","0.00","--","1","--","2","31.06",
"1517","利奇","0","0","0","--","--","--","--"," ","0.00","--","34","--","1","17.05",
"1519","華城","0","0","0","--","--","--","--"," ","0.00","--","8","--","7","24.69",
"1521","大億","0","0","0","--","--","--","--"," ","0.00","--","10","--","2","31.37",
"1522","堤維西","0","0","0","--","--","--","--"," ","0.00","--","16","--","6","25.11",
"1524","耿鼎","0","0","0","--","--","--","--"," ","0.00","--","24","--","22","65.94",
"1525","江申","0","0","0","--","--","--","--"," ","0.00","--","4","--","5","13.95",
"1526","日馳","0","0","0","--","--","--","--"," ","0.00","--","1","--","8","15.19",
"1527","鑽全","0","0","0","--","--","--","--"," ","0.00","--","4","--","2","16.50",
"1528","恩德","0","0","0","--","--","--","--"," ","0.00","12.70","145","--","3","0.00",
"1529","樂士","0","0","0","--","--","--","--"," ","0.00","18.00","17","--","12","29.32",
"1530","亞崴","0","0","0","--","--","--","--"," ","0.00","--","10","--","6","53.90",
"1531","高林股","0","0","0","--","--","--","--"," ","0.00","15.00","6","--","6","0.00",
"1532","勤美","0","0","0","--","--","--","--"," ","0.00","--","21","--","4","15.67",
"1533","車王電","0","0","0","--","--","--","--"," ","0.00","--","33","--","17","75.24",
"1535","中宇","0","0","0","--","--","--","--"," ","0.00","--","3","--","1","18.19",
"1536","和大","0","0","0","--","--","--","--"," ","0.00","--","6","--","21","157.75",
"1537","廣隆","0","0","0","--","--","--","--"," ","0.00","--","8","--","73","13.78",
"1538","正峰","0","0","0","--","--","--","--"," ","0.00","--","6","--","1","0.00",
"1539","巨庭","0","0","0","--","--","--","--"," ","0.00","--","8","--","1","0.00",
"1540","喬福","0","0","0","--","--","--","--"," ","0.00","--","4","--","1","0.00",
"1541","錩泰","0","0","0","--","--","--","--"," ","0.00","--","3","--","3","9.89",
"1558","伸興","0","0","0","--","--","--","--"," ","0.00","--","9","--","2","9.75",
"1560","中砂","0","0","0","--","--","--","--"," ","0.00","--","2","--","3","18.16",
"1568","倉佑","0","0","0","--","--","--","--"," ","0.00","--","9","--","35","103.57",
"1582","信錦","0","0","0","--","--","--","--"," ","0.00","--","14","--","22","10.63",
"1583","程泰","0","0","0","--","--","--","--"," ","0.00","--","2","--","1","29.92",
"1587","吉茂","0","0","0","--","--","--","--"," ","0.00","--","9","--","8","10.34",
"1589","永冠-KY","0","0","0","--","--","--","--"," ","0.00","--","19","--","4","10.82",
"1590","亞德客-KY","0","0","0","--","--","--","--"," ","0.00","--","8","1,230.00","8","35.96",
"1597","直得","10,000","1","1,305,000","130.50","130.50","130.50","130.50","+","6.50","130.00","32","--","44","46.77",
"1598","岱宇","0","0","0","--","--","--","--"," ","0.00","--","20","--","94","8.05",
"1603","華電","0","0","0","--","--","--","--"," ","0.00","--","29","--","8","12.11",
"1604","聲寶","0","0","0","--","--","--","--"," ","0.00","30.00","8","--","7","5.96",
"1605","華新","5,000","4","124,600","25.10","25.10","24.50","24.50","-","1.40","24.50","194","25.00","125","9.92",
"1608","華榮","0","0","0","--","--","--","--"," ","0.00","--","31","29.90","62","5.11",
"1609","大亞","5,000","5","145,950","29.15","29.20","29.15","29.20","+","1.00","29.00","89","--","6","14.97",
"1611","中電","0","0","0","--","--","--","--"," ","0.00","11.95","104","--","3","42.78",
"1612","宏泰","0","0","0","--","--","--","--"," ","0.00","--","61","--","63","10.72",
"1614","三洋電","0","0","0","--","--","--","--"," ","0.00","--","1","--","2","23.60",
"1615","大山","0","0","0","--","--","--","--"," ","0.00","38.50","27","--","36","13.71",
"1616","億泰","0","0","0","--","--","--","--"," ","0.00","--","10","--","8","70.38",
"1617","榮星","0","0","0","--","--","--","--"," ","0.00","--","34","--","1","14.72",
"1618","合機","0","0","0","--","--","--","--"," ","0.00","--","25","--","2","12.77",
"1626","艾美特-KY","0","0","0","--","--","--","--"," ","0.00","--","3","--","2","21.56",
"1701","中化","0","0","0","--","--","--","--"," ","0.00","--","77","--","9","12.56",
"1702","南僑","10","1","517","--","--","--","--"," ","0.00","--","28","--","11","11.09",
"1707","葡萄王","0","0","0","--","--","--","--"," ","0.00","--","3","--","3","20.88",
"1708","東鹼","0","0","0","--","--","--","--"," ","0.00","--","22,503","--","0","45.98",
"1709","和益","0","0","0","--","--","--","--"," ","0.00","--","20","--","46","14.00",
"1710","東聯","0","0","0","--","--","--","--"," ","0.00","--","11","--","20","0.00",
"1711","永光","16,000","6","293,800","18.40","18.40","18.10","18.40","-","0.75","--","141","--","27","37.55",
"1712","興農","0","0","0","--","--","--","--"," ","0.00","--","13","--","13","9.93",
"1713","國化","0","0","0","--","--","--","--"," ","0.00","--","3","--","4","33.42",
"1714","和桐","0","0","0","--","--","--","--"," ","0.00","--","714","--","76","6.30",
"1717","長興","0","0","0","--","--","--","--"," ","0.00","--","162","44.50","57","15.94",
"1718","中纖","0","0","0","--","--","--","--"," ","0.00","--","308","--","50","9.20",
"1720","生達","0","0","0","--","--","--","--"," ","0.00","--","24","--","196","11.56",
"1721","三晃","0","0","0","--","--","--","--"," ","0.00","--","3","--","5","3.68",
"1722","台肥","0","0","0","--","--","--","--"," ","0.00","--","46","64.40","12","28.50",
"1723","中碳","0","0","0","--","--","--","--"," ","0.00","--","32","--","22","34.04",
"1724","台硝","0","0","0","--","--","--","--"," ","0.00","--","932","--","34","0.00",
"1725","元禎","0","0","0","--","--","--","--"," ","0.00","--","2","--","2","13.62",
"1726","永記","0","0","0","--","--","--","--"," ","0.00","--","2","--","1","12.99",
"1727","中華化","0","0","0","--","--","--","--"," ","0.00","--","12","--","6","70.48",
"1730","花仙子","0","0","0","--","--","--","--"," ","0.00","--","1","--","1","12.03",
"1731","美吾華","0","0","0","--","--","--","--"," ","0.00","--","10","--","5","14.82",
"1732","毛寶","0","0","0","--","--","--","--"," ","0.00","--","4","--","10","47.47",
"1733","五鼎","0","0","0","--","--","--","--"," ","0.00","--","1","--","5","20.64",
"1734","杏輝","0","0","0","--","--","--","--"," ","0.00","--","6","--","9","0.00",
"1735","日勝化","0","0","0","--","--","--","--"," ","0.00","--","3","--","6","41.98",
"1736","喬山","0","0","0","--","--","--","--"," ","0.00","--","17","--","4","25.91",
"1737","臺鹽","0","0","0","--","--","--","--"," ","0.00","--","6","35.00","10","16.29",
"1760","寶齡富錦","10,000","10","1,028,000","102.50","103.50","101.00","102.50","-","1.50","--","58","--","4","3,416.67",
"1762","中化生","0","0","0","--","--","--","--"," ","0.00","--","23","--","9","8.40",
"1773","勝一","0","0","0","--","--","--","--"," ","0.00","--","6","--","36","18.00",
"1776","展宇","0","0","0","--","--","--","--"," ","0.00","--","1","--","2","22.50",
"1783","和康生","0","0","0","--","--","--","--"," ","0.00","--","38","31.95","2","32.87",
"1786","科妍","0","0","0","--","--","--","--"," ","0.00","--","1","53.80","1","28.17",
"1789","神隆","0","0","0","--","--","--","--"," ","0.00","25.60","68","--","5","60.47",
"1795","美時","0","0","0","--","--","--","--"," ","0.00","--","14","--","2","15.71",
"1802","台玻","4,000","3","152,000","38.00","38.00","38.00","38.00","+","3.45","36.00","113","38.00","204","21.71",
"1805","寶徠","0","0","0","--","--","--","--"," ","0.00","--","11","--","2","0.00",
"1806","冠軍","0","0","0","--","--","--","--"," ","0.00","--","3","--","2","0.00",
"1808","潤隆","0","0","0","--","--","--","--"," ","0.00","--","2","--","28","30.48",
"1809","中釉","0","0","0","--","--","--","--"," ","0.00","16.50","43","--","43","0.00",
"1810","和成","0","0","0","--","--","--","--"," ","0.00","--","3","--","44","61.00",
"1817","凱撒衛","21,000","9","793,500","38.00","38.10","37.55","37.60","-","0.55","38.10","6","--","1","11.33",
"1903","士紙","0","0","0","--","--","--","--"," ","0.00","--","17","--","7","1,757.50",
"1904","正隆","1,010","2","46,460","46.00","46.00","46.00","46.00","+","1.10","--","36","--","4","12.53",
"1905","華紙","24,000","3","607,200","25.30","25.30","25.30","25.30","-","2.75","26.00","961","30.00","68","2,530.00",
"1906","寶隆","0","0","0","--","--","--","--"," ","0.00","--","28","--","4","32.27",
"1907","永豐餘","1,000","1","47,000","47.00","47.00","47.00","47.00","+","2.70","--","56","--","4","12.74",
"1909","榮成","1,000","1","31,200","31.20","31.20","31.20","31.20","+","2.80","31.20","143","--","116","30.59",
"2002","中鋼","545,193","252","18,987,691","36.00","37.00","32.20","35.00","-","0.75","34.60","697","35.00","561","43.75",
"2002A","中鋼特","0","0","0","--","--","--","--"," ","0.00","--","2","--","21","0.00",
"2006","東和鋼鐵","3,000","2","140,300","46.70","46.90","46.70","46.90","+","0.20","--","158","46.90","2","11.19",
"2007","燁興","0","0","0","--","--","--","--"," ","0.00","15.80","304","--","158","0.00",
"2008","高興昌","0","0","0","--","--","--","--"," ","0.00","--","3","--","15","198.00",
"2009","第一銅","1,000","1","68,000","68.00","68.00","68.00","68.00","+","5.00","69.00","5","--","15","61.82",
"2010","春源","0","0","0","--","--","--","--"," ","0.00","28.25","43","--","48","23.36",
"2012","春雨","0","0","0","--","--","--","--"," ","0.00","29.65","13","--","41","24.50",
"2013","中鋼構","10,000","10","430,550","42.85","44.30","42.70","43.05","+","0.25","--","21","--","2","12.93",
"2014","中鴻","1,000","1","52,000","52.00","52.00","52.00","52.00","+","1.30","50.20","1,083","55.70","98","31.71",
"2015","豐興","0","0","0","--","--","--","--"," ","0.00","--","8","--","2","15.63",
"2017","官田鋼","0","0","0","--","--","--","--"," ","0.00","--","21","--","36","35.51",
"2020","美亞","0","0","0","--","--","--","--"," ","0.00","--","26","--","77","10.23",
"2022","聚亨","0","0","0","--","--","--","--"," ","0.00","--","44,820","--","0","95.48",
"2023","燁輝","94,000","19","2,482,350","26.60","27.50","23.70","27.50","+","2.50","22.60","33","27.50","116","24.12",
"2024","志聯","0","0","0","--","--","--","--"," ","0.00","23.20","187","--","0","36.38",
"2025","千興","0","0","0","--","--","--","--"," ","0.00","--","8","--","115","0.00",
"2027","大成鋼","3,000","3","143,850","47.95","47.95","47.95","47.95"," ","0.00","47.95","96","51.10","149","70.51",
"2028","威致","0","0","0","--","--","--","--"," ","0.00","57.00","32","--","85","22.21",
"2029","盛餘","0","0","0","--","--","--","--"," ","0.00","37.05","130","--","4","22.68",
"2030","彰源","0","0","0","--","--","--","--"," ","0.00","30.80","22,214","--","0","27.87",
"2031","新光鋼","0","0","0","--","--","--","--"," ","0.00","--","56","--","25","13.41",
"2032","新鋼","0","0","0","--","--","--","--"," ","0.00","--","5,035","--","0","24.67",
"2033","佳大","0","0","0","--","--","--","--"," ","0.00","--","756","--","0","86.00",
"2034","允強","5,003","8","189,096","37.80","37.80","37.80","37.80","+","3.40","37.80","40","--","1,260","34.68",
"2038","海光","0","0","0","--","--","--","--"," ","0.00","--","17","59.00","55","48.76",
"2049","上銀","0","0","0","--","--","--","--"," ","0.00","--","5","441.50","2","51.21",
"2059","川湖","0","0","0","--","--","--","--"," ","0.00","416.00","1","--","5","34.59",
"2062","橋椿","0","0","0","--","--","--","--"," ","0.00","--","10","--","10","55.18",
"2069","運錩","3,000","3","85,050","28.30","28.40","28.30","28.40","+","0.40","--","50","--","17","19.32",
"2101","南港","2,000","1","78,500","39.25","39.25","39.25","39.25"," ","0.00","--","5","--","9","26.70",
"2102","泰豐","0","0","0","--","--","--","--"," ","0.00","30.00","58","--","32","0.00",
"2103","台橡","1,000","1","34,900","34.90","34.90","34.90","34.90"," ","0.00","--","47","--","7","35.25",
"2104","國際中橡","0","0","0","--","--","--","--"," ","0.00","--","143","--","52","21.63",
"2105","正新","0","0","0","--","--","--","--"," ","0.00","48.00","8","48.15","13","15.68",
"2106","建大","0","0","0","--","--","--","--"," ","0.00","--","9","--","2","16.90",
"2107","厚生","0","0","0","--","--","--","--"," ","0.00","--","61","--","17","9.82",
"2108","南帝","0","0","0","--","--","--","--"," ","0.00","--","90","--","33","13.93",
"2109","華豐","2,010","2","39,190","19.50","19.50","19.50","19.50"," ","0.00","--","26","--","24","12.34",
"2114","鑫永銓","0","0","0","--","--","--","--"," ","0.00","--","1","--","5","18.04",
"2115","六暉-KY","0","0","0","--","--","--","--"," ","0.00","--","1","--","2","6.61",
"2201","裕隆","0","0","0","--","--","--","--"," ","0.00","42.00","234","44.00","8","10.76",
"2204","中華","8,000","8","600,000","75.00","75.00","75.00","75.00","-","0.50","--","13","83.00","1","10.50",
"2206","三陽工業","0","0","0","--","--","--","--"," ","0.00","--","21","--","9","12.46",
"2207","和泰車","0","0","0","--","--","--","--"," ","0.00","--","7","680.00","11","21.97",
"2208","台船","2,000","2","61,300","30.65","30.65","30.65","30.65","+","2.75","30.65","32","--","50","0.00",
"2211","長榮鋼","0","0","0","--","--","--","--"," ","0.00","73.80","13","--","34","26.63",
"2227","裕日車","0","0","0","--","--","--","--"," ","0.00","--","1","274.50","3","11.48",
"2228","劍麟","0","0","0","--","--","--","--"," ","0.00","--","2","--","4","56.36",
"2231","為升","0","0","0","--","--","--","--"," ","0.00","--","3","--","2","73.09",
"2233","宇隆","0","0","0","--","--","--","--"," ","0.00","--","20","--","1","19.25",
"2236","百達-KY","0","0","0","--","--","--","--"," ","0.00","--","2","--","4","21.80",
"2239","英利-KY","0","0","0","--","--","--","--"," ","0.00","--","24","--","3","14.87",
"2241","艾姆勒","0","0","0","--","--","--","--"," ","0.00","--","12","--","7","0.00",
"2243","宏旭-KY","0","0","0","--","--","--","--"," ","0.00","--","1","--","5","0.00",
"2247","汎德永業","0","0","0","--","--","--","--"," ","0.00","--","8","--","1","14.76",
"2250","IKKA-KY","0","0","0","--","--","--","--"," ","0.00","--","10","--","4","28.65",
"2301","光寶科","1,000","1","65,000","65.00","65.00","65.00","65.00","+","0.90","64.50","394","65.50","6","11.88",
"2302","麗正","0","0","0","--","--","--","--"," ","0.00","19.00","10","--","51","25.92",
"2303","聯電","477,870","247","27,633,874","53.00","58.10","53.00","58.10","+","5.20","58.10","781","--","771","19.24",
"2305","全友","0","0","0","--","--","--","--"," ","0.00","--","13","--","6","53.94",
"2308","台達電","1,010","2","291,950","289.00","289.00","289.00","289.00","-","6.00","280.00","754","285.00","7","25.02",
"2312","金寶","3,000","3","38,850","12.95","12.95","12.95","12.95","-","0.05","--","271","--","31","99.62",
"2313","華通","12,000","4","518,200","42.80","44.10","42.80","44.10","+","2.10","40.00","202","43.50","9","11.25",
"2314","台揚","10,000","5","520,000","52.00","52.00","52.00","52.00","+","2.35","51.00","18","52.00","24","0.00",
"2316","楠梓電","0","0","0","--","--","--","--"," ","0.00","29.80","9","--","6","12.47",
"2317","鴻海","132,789","128","16,295,344","110.00","124.00","110.00","124.00","+","11.00","124.00","2,596","--","517","13.43",
"2321","東訊","0","0","0","--","--","--","--"," ","0.00","--","1","--","1","0.00",
"2323","中環","2,000","1","20,000","10.00","10.00","10.00","10.00"," ","0.00","--","464","10.00","210","9.52",
"2324","仁寶","18,000","16","426,650","23.60","24.25","23.55","24.25","+","2.20","23.00","333","23.50","99","9.29",
"2327","國巨","3,000","2","1,764,000","588.00","588.00","588.00","588.00","+","53.00","570.00","2","580.00","18","18.63",
"2328","廣宇","0","0","0","--","--","--","--"," ","0.00","37.00","58","45.20","23","26.18",
"2329","華泰","0","0","0","--","--","--","--"," ","0.00","--","145","--","51","0.00",
"2330","台積電","1,410,105","563","834,293,674","539.00","650.00","536.00","610.00","+","19.00","605.00","236","610.00","15","29.26",
"2331","精英","0","0","0","--","--","--","--"," ","0.00","--","71","--","11","370.83",
"2332","友訊","0","0","0","--","--","--","--"," ","0.00","17.50","71","--","75","9.37",
"2337","旺宏","5,000","2","202,500","40.50","40.50","40.50","40.50","-","4.45","--","296","--","97","14.94",
"2338","光罩","0","0","0","--","--","--","--"," ","0.00","--","122","--","10","13.84",
"2340","光磊","0","0","0","--","--","--","--"," ","0.00","--","185","--","3","13.39",
"2342","茂矽","0","0","0","--","--","--","--"," ","0.00","35.85","11","--","4","15.13",
"2344","華邦電","57,100","48","2,163,405","35.00","38.05","35.00","38.00","+","3.40","38.00","270","--","195","50.67",
"2345","智邦","0","0","0","--","--","--","--"," ","0.00","--","108","364.00","5","35.90",
"2347","聯強","0","0","0","--","--","--","--"," ","0.00","52.00","114","53.00","216","9.62",
"2348","海悅","0","0","0","--","--","--","--"," ","0.00","--","1","--","1","5.63",
"2349","錸德","0","0","0","--","--","--","--"," ","0.00","--","2","--","10","0.00",
"2351","順德","0","0","0","--","--","--","--"," ","0.00","--","1","--","78","49.44",
"2352","佳世達","0","0","0","--","--","--","--"," ","0.00","--","72","--","7","8.74",
"2353","宏碁","1,000","1","33,700","33.70","33.70","33.70","33.70","+","2.55","33.70","22","34.25","315","12.30",
"2354","鴻準","0","0","0","--","--","--","--"," ","0.00","--","566","72.10","43","17.83",
"2355","敬鵬","0","0","0","--","--","--","--"," ","0.00","--","222","--","3","0.00",
"2356","英業達","11,167","12","289,575","25.90","25.95","25.90","25.90","+","0.20","25.00","332","25.50","61","16.39",
"2357","華碩","10,000","7","4,010,500","400.00","403.50","400.00","400.00","+","33.00","400.00","182","--","1","8.38",
"2358","廷鑫","0","0","0","--","--","--","--"," ","0.00","--","25","--","13","361.25",
"2359","所羅門","0","0","0","--","--","--","--"," ","0.00","--","26","--","5","50.59",
"2360","致茂","0","0","0","--","--","--","--"," ","0.00","--","9","--","7","19.60",
"2362","藍天","0","0","0","--","--","--","--"," ","0.00","--","3","--","13","15.63",
"2363","矽統","0","0","0","--","--","--","--"," ","0.00","--","134","--","95","0.00",
"2364","倫飛","0","0","0","--","--","--","--"," ","0.00","--","2","--","1","20.06",
"2365","昆盈","0","0","0","--","--","--","--"," ","0.00","11.10","31","--","23","15.00",
"2367","燿華","5,000","5","117,750","23.55","23.55","23.55","23.55","+","0.90","--","20","--","20","0.00",
"2368","金像電","0","0","0","--","--","--","--"," ","0.00","--","134","--","34","16.15",
"2369","菱生","1,000","1","19,050","19.05","19.05","19.05","19.05"," ","0.00","--","73","--","275","0.00",
"2371","大同","0","0","0","--","--","--","--"," ","0.00","--","138","--","55","0.00",
"2373","震旦行","0","0","0","--","--","--","--"," ","0.00","102.00","8","--","6","13.47",
"2374","佳能","0","0","0","--","--","--","--"," ","0.00","14.90","31","17.80","81","0.00",
"2375","凱美","0","0","0","--","--","--","--"," ","0.00","--","232","--","13","22.03",
"2376","技嘉","0","0","0","--","--","--","--"," ","0.00","102.00","58","103.00","120","10.69",
"2377","微星","2,000","2","334,000","160.00","174.00","160.00","174.00","+","15.50","170.00","174","173.00","72","13.51",
"2379","瑞昱","0","0","0","--","--","--","--"," ","0.00","--","47","546.00","4","24.81",
"2380","虹光","0","0","0","--","--","--","--"," ","0.00","--","127","--","9","0.00",
"2382","廣達","12,100","9","1,133,500","88.90","95.00","88.90","93.00","+","5.70","--","1,045","96.00","20","12.02",
"2383","台光電","0","0","0","--","--","--","--"," ","0.00","--","11","--","40","18.12",
"2385","群光","0","0","0","--","--","--","--"," ","0.00","86.00","6","87.00","72","8.17",
"2387","精元","0","0","0","--","--","--","--"," ","0.00","--","6","--","71","6.91",
"2388","威盛","0","0","0","--","--","--","--"," ","0.00","--","82","--","7","4.32",
"2390","云辰","0","0","0","--","--","--","--"," ","0.00","--","189","--","33","3.99",
"2392","正崴","0","0","0","--","--","--","--"," ","0.00","--","196","46.00","18","10.32",
"2393","億光","0","0","0","--","--","--","--"," ","0.00","--","24","--","94","14.81",
"2395","研華","0","0","0","--","--","--","--"," ","0.00","--","10","372.00","4","33.25",
"2397","友通","4,000","4","261,200","65.30","65.30","65.30","65.30"," ","0.00","65.30","2","65.40","1","22.91",
"2399","映泰","0","0","0","--","--","--","--"," ","0.00","--","44","--","31","20.07",
"2401","凌陽","0","0","0","--","--","--","--"," ","0.00","--","318","--","20","28.32",
"2402","毅嘉","0","0","0","--","--","--","--"," ","0.00","--","52","20.65","12","37.65",
"2404","漢唐","0","0","0","--","--","--","--"," ","0.00","--","23","--","4","10.20",
"2405","浩鑫","0","0","0","--","--","--","--"," ","0.00","--","94","--","9","41.00",
"2406","國碩","0","0","0","--","--","--","--"," ","0.00","--","151","--","65","21.47",
"2408","南亞科","0","0","0","--","--","--","--"," ","0.00","--","677","88.00","86","29.20",
"2409","友達","131,000","66","3,140,500","23.00","24.90","22.50","24.40","+","1.35","24.00","5,591","24.40","204","11.46",
"2412","中華電","29,000","29","3,335,000","114.00","115.50","114.00","115.50","+","1.00","115.00","618","116.00","767","26.43",
"2413","環科","0","0","0","--","--","--","--"," ","0.00","--","5","--","6","83.85",
"2414","精技","0","0","0","--","--","--","--"," ","0.00","--","19","--","3","11.68",
"2415","錩新","0","0","0","--","--","--","--"," ","0.00","--","39","--","6","40.00",
"2417","圓剛","0","0","0","--","--","--","--"," ","0.00","--","22","--","3","5.79",
"2419","仲琦","0","0","0","--","--","--","--"," ","0.00","--","66","--","4","21.44",
"2420","新巨","12,000","4","452,000","37.50","38.00","37.50","37.50","-","0.55","37.45","6","38.55","2","12.67",
"2421","建準","0","0","0","--","--","--","--"," ","0.00","--","27","--","1","13.46",
"2423","固緯","0","0","0","--","--","--","--"," ","0.00","--","1","--","1","17.25",
"2424","隴華","0","0","0","--","--","--","--"," ","0.00","--","1","--","1","0.00",
"2425","承啟","0","0","0","--","--","--","--"," ","0.00","--","8","--","10","14.46",
"2426","鼎元","0","0","0","--","--","--","--"," ","0.00","--","27","--","3","12.40",
"2427","三商電","0","0","0","--","--","--","--"," ","0.00","--","75","--","3","15.62",
"2428","興勤","0","0","0","--","--","--","--"," ","0.00","--","9","--","30","15.21",
"2429","銘旺科","0","0","0","--","--","--","--"," ","0.00","--","10","--","1","0.00",
"2430","燦坤","0","0","0","--","--","--","--"," ","0.00","--","5","--","10","14.96",
"2431","聯昌","0","0","0","--","--","--","--"," ","0.00","--","4","--","19","7.57",
"2433","互盛電","0","0","0","--","--","--","--"," ","0.00","--","17","--","1","13.70",
"2434","統懋","0","0","0","--","--","--","--"," ","0.00","--","1","--","3","97.07",
"2436","偉詮電","0","0","0","--","--","--","--"," ","0.00","--","13","--","19","19.57",
"2438","翔耀","0","0","0","--","--","--","--"," ","0.00","--","9","--","6","127.50",
"2439","美律","2,000","2","229,000","114.50","114.50","114.50","114.50","+","6.50","104.00","62","--","10","18.50",
"2440","太空梭","0","0","0","--","--","--","--"," ","0.00","--","8","--","2","9.05",
"2441","超豐","0","0","0","--","--","--","--"," ","0.00","--","25","--","1","15.07",
"2442","新美齊","0","0","0","--","--","--","--"," ","0.00","--","13","--","9","7.04",
"2443","億麗","0","0","0","--","--","--","--"," ","0.00","--","2","--","8","0.00",
"2444","兆勁","0","0","0","--","--","--","--"," ","0.00","--","22","--","1","0.00",
"2449","京元電子","0","0","0","--","--","--","--"," ","0.00","44.00","87","44.05","22","13.25",
"2450","神腦","0","0","0","--","--","--","--"," ","0.00","--","21","--","1","16.49",
"2451","創見","0","0","0","--","--","--","--"," ","0.00","78.00","19","79.00","6","24.32",
"2453","凌群","0","0","0","--","--","--","--"," ","0.00","--","117","--","11","13.11",
"2454","聯發科","20,000","2","18,000,000","900.00","900.00","900.00","900.00","-","27.00","927.00","30","1,015.00","7","23.44",
"2455","全新","0","0","0","--","--","--","--"," ","0.00","--","19","--","25","41.44",
"2456","奇力新","3","2","300","--","--","--","--"," ","0.00","--","173","--","16","15.09",
"2457","飛宏","2,000","2","85,000","42.50","42.50","42.50","42.50","+","2.70","--","44,267","35.85","0","0.00",
"2458","義隆","0","0","0","--","--","--","--"," ","0.00","200.00","64","205.00","16","13.01",
"2459","敦吉","0","0","0","--","--","--","--"," ","0.00","--","1","60.00","3","12.17",
