"112年01月12日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","16,834.27","-","34.28","-0.20","",
"發行量加權股價指數","14,731.64","-","19.80","-0.13","",
"臺灣公司治理100指數","8,446.56","-","5.56","-0.07","",
"臺灣50指數","11,335.16","+","0.27","--","",
"臺灣50權重上限30%指數","10,754.50","-","13.38","-0.12","",
"臺灣中型100指數","12,836.33","-","42.57","-0.33","",
"臺灣資訊科技指數","19,320.22","-","9.34","-0.05","",
"臺灣發達指數","9,712.99","+","4.97","0.05","",
"臺灣高股息指數","6,087.57","-","22.75","-0.37","",
"臺灣就業99指數","9,037.81","-","19.71","-0.22","",
"臺灣高薪100指數","8,119.19","-","15.34","-0.19","",
"未含金融指數","12,652.98","-","18.00","-0.14","",
"未含電子指數","17,351.91","-","12.56","-0.07","",
"未含金融電子指數","14,453.11","-","10.12","-0.07","",
"小型股300指數","8,208.87","-","22.00","-0.27","",
"水泥窯製類指數","623.60","+","7.36","1.19","",
"塑膠化工類指數","824.16","-","0.67","-0.08","",
"機電類指數","3,820.50","-","5.81","-0.15","",
"水泥類指數","159.69","+","2.01","1.27","",
"食品類指數","1,828.72","+","1.63","0.09","",
"塑膠類指數","242.97","+","0.25","0.10","",
"紡織纖維類指數","582.32","-","0.66","-0.11","",
"電機機械類指數","232.60","+","1.28","0.55","",
"電器電纜類指數","106.33","+","0.49","0.46","",
"化學生技醫療類指數","114.71","-","0.57","-0.49","",
"化學類指數","130.04","+","0.65","0.50","",
"生技醫療類指數","69.13","-","0.99","-1.41","",
"玻璃陶瓷類指數","58.74","+","0.42","0.72","",
"造紙類指數","303.65","+","1.62","0.54","",
"鋼鐵類指數","144.94","+","1.12","0.78","",
"橡膠類指數","233.70","-","0.16","-0.07","",
"汽車類指數","331.69","-","0.98","-0.29","",
"電子工業類指數","681.21","-","1.20","-0.18","",
"半導體類指數","326.93","+","0.78","0.24","",
"電腦及週邊設備類指數","123.89","-","0.69","-0.55","",
"光電類指數","32.66","-","0.40","-1.21","",
"通信網路類指數","125.73","-","0.60","-0.47","",
"電子零組件類指數","154.84","-","2.52","-1.60","",
"電子通路類指數","170.19","-","0.69","-0.40","",
"資訊服務類指數","124.31","-","0.70","-0.56","",
"其他電子類指數","93.97","-","0.47","-0.50","",
"建材營造類指數","348.84","-","0.30","-0.09","",
"航運類指數","158.72","-","2.44","-1.51","",
"觀光類指數","118.42","+","1.46","1.25","",
"金融保險類指數","1,535.35","-","1.20","-0.08","",
"貿易百貨類指數","294.34","-","2.18","-0.74","",
"油電燃氣類指數","107.45","+","0.63","0.59","",
"其他類指數","363.50","-","1.03","-0.28","",
"臺指日報酬兩倍指數","27,105.50","-","72.96","-0.27","",
"臺指反向一倍指數","4,639.80","+","6.22","0.13","",
"電子類兩倍槓桿指數","25,437.82","-","89.78","-0.35","",
"電子類反向指數","4,203.05","+","7.38","0.18","",
"價格指數(跨市場)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技指數","4,110.95","-","66.92","-1.60","",
"臺灣中小型公司治理指數","6,843.10","-","56.75","-0.82","",
"臺灣IPO指數","4,781.66","-","23.80","-0.50","",
"智慧中立指數","3,423.82","-","5.97","-0.17","",
"臺灣5G指數","7,386.72","-","30.70","-0.41","",
"臺灣企業社會責任中小型指數","8,045.85","-","47.21","-0.58","",
"特選臺灣電動車代表指數","5,554.26","-","34.30","-0.61","",
"臺灣5G+通訊指數","5,516.70","-","18.98","-0.34","",
"臺灣全市場指數","4,996.35","-","9.40","-0.19","",
"臺灣全市場半導體指數","4,714.27","-","8.63","-0.18","",
"臺灣電動車與自駕科技永續概念指數","4,124.99","-","4.60","-0.11","",
"臺灣智慧移動與電動車指數","3,763.36","-","46.11","-1.21","",
"特選小資高價30指數","4,460.90","-","18.45","-0.41","",
"特選臺灣綠能及電動車指數","4,338.63","-","14.82","-0.34","",
"特選臺灣智能車供應鏈聯盟指數","4,122.48","-","11.39","-0.28","",
"臺灣全市場半導體精選30指數","3,751.76","-","8.99","-0.24","",
"特選臺灣高股息30指數","3,772.30","-","32.15","-0.85","",
"臺灣友善環境指數","4,445.36","-","13.34","-0.30","",
"台灣永續價值指數","4,206.47","-","6.76","-0.16","",
"特選臺灣IC設計指數","2,850.16","-","36.25","-1.26","",
"特選臺灣環境永續高股息指數","4,112.29","-","13.86","-0.34","",
"臺灣友善環境50指數","3,860.51","-","7.86","-0.20","",
"特選台灣策略高股息30指數","3,746.76","-","18.66","-0.50","",
"特選臺灣IC設計產業代表指數","3,362.88","-","26.17","-0.77","",
"特選臺灣綠能指數","4,797.18","-","37.32","-0.77","",
"特選臺灣成長高股息指數","3,964.32","-","33.10","-0.83","",
"特選臺灣智慧50指數","3,732.53","-","22.40","-0.60","",
"特選臺灣標竿PCB指數","3,499.61","-","31.68","-0.90","",
"臺灣晶圓製造指數","4,363.60","-","3.00","-0.07","",
"臺灣精選高息指數","3,755.12","-","36.16","-0.95","",
"臺灣多因子優選高股息30指數","4,772.65","-","6.61","-0.14","",
"特選臺灣優利高填息30指數","4,433.06","-","44.00","-0.98","",
"臺灣多因子優選成長30指數","5,336.63","-","5.96","-0.11","",
"價格指數(臺灣指數公司)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"金融類日報酬兩倍指數","26,012.13","-","40.69","-0.16","",
"金融類日報酬反向一倍指數","4,966.03","+","3.88","0.08","",
"漲升股利150指數","7,764.11","-","10.01","-0.13","",
"藍籌30指數","7,252.63","-","4.00","-0.06","",
"工業菁英30指數","7,709.81","-","15.47","-0.20","",
"電子菁英30指數","7,502.24","-","85.52","-1.13","",
"低波動股利精選30指數","6,339.30","-","23.88","-0.38","",
"中小型A級動能50指數","13,772.67","-","43.87","-0.32","",
"特選高息低波指數","6,514.57","-","25.63","-0.39","",
"臺灣永續指數","7,527.96","-","8.78","-0.12","",
"特選內需高收益指數","5,755.23","-","3.70","-0.06","",
"價值投資指數","5,636.43","-","35.19","-0.62","",
"存股雙十等權重指數","6,662.45","-","41.96","-0.63","",
"特選大蘋果指數","6,555.81","-","57.91","-0.88","",
"中小型300指數","8,265.61","-","29.88","-0.36","",
"特股高息20指數","5,712.57","-","19.35","-0.34","",
"臺灣500指數","7,596.15","-","11.34","-0.15","",
"臺灣勞工權益指數","7,113.32","-","25.08","-0.35","",
