"112年08月15日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","18,790.68","+","78.33","0.42","",
"發行量加權股價指數","16,454.80","+","61.14","0.37","",
"臺灣公司治理100指數","9,298.86","+","7.92","0.09","",
"臺灣50指數","12,288.82","-","11.83","-0.10","",
"臺灣50權重上限30%指數","11,562.15","-","22.16","-0.19","",
"臺灣中型100指數","16,670.17","+","285.54","1.74","",
"臺灣資訊科技指數","22,791.21","+","144.93","0.64","",
"臺灣發達指數","9,769.25","-","7.71","-0.08","",
"臺灣高股息指數","8,049.61","+","113.49","1.43","",
"臺灣就業99指數","10,867.74","+","50.07","0.46","",
"臺灣高薪100指數","9,082.17","+","26.12","0.29","",
"未含金融指數","14,231.88","+","74.82","0.53","",
"未含電子指數","17,746.55","-","43.71","-0.25","",
"未含金融電子指數","14,541.69","+","1.22","0.01","",
"小型股300指數","9,406.49","+","111.68","1.20","",
"水泥窯製類指數","627.98","-","3.84","-0.61","",
"塑膠化工類指數","798.37","-","0.94","-0.12","",
"機電類指數","4,509.43","+","33.44","0.75","",
"水泥類指數","163.41","-","1.05","-0.64","",
"食品類指數","2,000.34","-","8.30","-0.41","",
"塑膠類指數","224.15","-","2.11","-0.93","",
"紡織纖維類指數","584.36","-","2.10","-0.36","",
"電機機械類指數","296.60","+","2.91","0.99","",
"電器電纜類指數","98.76","+","0.99","1.01","",
"化學生技醫療類指數","121.06","+","1.51","1.26","",
"化學類指數","146.19","+","1.39","0.96","",
"生技醫療類指數","68.25","+","1.07","1.59","",
"玻璃陶瓷類指數","53.74","-","0.24","-0.44","",
"造紙類指數","343.72","+","2.67","0.78","",
"鋼鐵類指數","136.85","-","0.40","-0.29","",
"橡膠類指數","240.37","+","2.09","0.88","",
"汽車類指數","398.29","+","1.16","0.29","",
"電子工業類指數","804.03","+","5.89","0.74","",
"半導體類指數","360.67","+","1.18","0.33","",
"電腦及週邊設備類指數","240.68","+","7.87","3.38","",
"光電類指數","35.11","+","0.33","0.95","",
"通信網路類指數","136.64","+","0.26","0.19","",
"電子零組件類指數","191.50","+","2.87","1.52","",
"電子通路類指數","181.20","+","1.14","0.63","",
"資訊服務類指數","170.66","+","2.17","1.29","",
"其他電子類指數","104.03","-","1.32","-1.25","",
"建材營造類指數","376.73","+","1.64","0.44","",
"航運類指數","140.25","+","0.36","0.26","",
"觀光餐旅類指數","134.58","+","0.95","0.71","",
"金融保險類指數","1,628.81","-","13.03","-0.79","",
"貿易百貨類指數","280.23","-","0.77","-0.27","",
"油電燃氣類指數","108.44","+","0.06","0.06","",
"綠能環保類指數","88.30","-","0.30","-0.34","",
"數位雲端類指數","86.86","+","0.11","0.13","",
"運動休閒類指數","93.86","-","0.39","-0.41","",
"居家生活類指數","92.69","+","2.38","2.64","",
