"112年05月10日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","17,970.74","-","88.79","-0.49","",
"發行量加權股價指數","15,641.76","-","85.94","-0.55","",
"臺灣公司治理100指數","8,871.39","-","66.57","-0.74","",
"臺灣50指數","11,777.53","-","93.34","-0.79","",
"臺灣50權重上限30%指數","11,192.05","-","67.82","-0.60","",
"臺灣中型100指數","14,195.32","-","72.63","-0.51","",
"臺灣資訊科技指數","20,448.29","-","232.50","-1.12","",
"臺灣發達指數","10,122.71","-","9.98","-0.10","",
"臺灣高股息指數","6,655.15","-","21.96","-0.33","",
"臺灣就業99指數","9,782.86","-","43.56","-0.44","",
"臺灣高薪100指數","8,602.64","-","28.41","-0.33","",
"未含金融指數","13,484.48","-","85.47","-0.63","",
"未含電子指數","18,217.79","+","11.37","0.06","",
"未含金融電子指數","15,279.23","+","8.80","0.06","",
"小型股300指數","9,083.06","+","13.90","0.15","",
"水泥窯製類指數","663.36","+","1.14","0.17","",
"塑膠化工類指數","869.97","-","2.47","-0.28","",
"機電類指數","4,098.15","-","38.32","-0.93","",
"水泥類指數","174.51","+","0.24","0.14","",
"食品類指數","2,040.01","+","4.54","0.22","",
"塑膠類指數","249.50","-","2.02","-0.80","",
"紡織纖維類指數","583.46","-","1.75","-0.30","",
"電機機械類指數","278.20","-","2.90","-1.03","",
"電器電纜類指數","111.63","+","1.50","1.36","",
"化學生技醫療類指數","128.17","+","0.86","0.68","",
"化學類指數","142.40","+","0.79","0.56","",
"生技醫療類指數","78.66","+","0.61","0.78","",
"玻璃陶瓷類指數","52.83","+","0.21","0.40","",
"造紙類指數","352.04","-","5.35","-1.50","",
"鋼鐵類指數","142.03","+","0.47","0.33","",
"橡膠類指數","250.06","+","0.66","0.26","",
"汽車類指數","380.23","+","1.14","0.30","",
"電子工業類指數","728.71","-","6.94","-0.94","",
"半導體類指數","340.10","-","4.11","-1.19","",
"電腦及週邊設備類指數","149.85","-","1.81","-1.19","",
"光電類指數","34.32","+","0.08","0.23","",
"通信網路類指數","140.10","-","0.45","-0.32","",
"電子零組件類指數","170.91","-","1.43","-0.83","",
"電子通路類指數","182.74","-","0.36","-0.20","",
"資訊服務類指數","162.32","+","0.85","0.53","",
"其他電子類指數","101.89","-","0.17","-0.17","",
"建材營造類指數","377.85","+","0.14","0.04","",
"航運類指數","160.59","+","3.32","2.11","",
"觀光類指數","144.50","+","0.74","0.51","",
"金融保險類指數","1,586.67","+","1.17","0.07","",
"貿易百貨類指數","294.22","+","0.23","0.08","",
"油電燃氣類指數","113.41","-","1.09","-0.95","",
"其他類指數","373.10","-","1.04","-0.28","",
"臺指日報酬兩倍指數","30,401.51","-","335.91","-1.09","",
"臺指反向一倍指數","4,347.05","+","23.62","0.55","",
"電子類兩倍槓桿指數","28,845.40","-","554.71","-1.89","",
"電子類反向指數","3,892.49","+","36.38","0.94","",
"價格指數(跨市場)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技指數","4,486.53","+","31.45","0.71","",
"臺灣中小型公司治理指數","7,504.36","-","91.19","-1.20","",
"臺灣IPO指數","5,077.00","-","29.48","-0.58","",
"智慧中立指數","3,502.25","+","2.13","0.06","",
"臺灣5G指數","7,679.55","-","79.88","-1.03","",
"臺灣企業社會責任中小型指數","8,909.75","-","30.78","-0.34","",
"特選臺灣電動車代表指數","6,641.33","-","28.91","-0.43","",
"臺灣5G+通訊指數","5,853.92","-","54.03","-0.91","",
"臺灣全市場指數","5,309.95","-","29.07","-0.54","",
"臺灣全市場半導體指數","4,960.06","-","44.19","-0.88","",
"臺灣智慧移動與電動車指數","4,099.18","-","33.80","-0.82","",
"特選小資高價30指數","4,877.98","-","52.80","-1.07","",
"特選臺灣綠能及電動車指數","4,772.27","-","19.79","-0.41","",
"特選臺灣智能車供應鏈聯盟指數","4,391.37","-","36.48","-0.82","",
"臺灣全市場半導體精選30指數","3,955.80","-","39.33","-0.98","",
"特選臺灣高股息30指數","4,012.64","-","20.84","-0.52","",
"臺灣友善環境指數","4,726.29","-","29.89","-0.63","",
"台灣永續價值指數","4,447.74","-","24.25","-0.54","",
"特選臺灣IC設計指數","3,269.33","-","17.14","-0.52","",
"特選臺灣環境永續高股息指數","4,499.44","+","12.93","0.29","",
"臺灣友善環境50指數","4,018.91","-","21.61","-0.53","",
"特選臺灣IC設計產業代表指數","3,999.52","-","3.14","-0.08","",
"特選臺灣綠能指數","5,151.78","+","2.55","0.05","",
"特選臺灣智慧50指數","3,897.66","-","22.25","-0.57","",
"特選臺灣標竿PCB指數","3,730.90","-","67.82","-1.79","",
"臺灣晶圓製造指數","4,515.06","-","42.36","-0.93","",
"臺灣精選高息指數","4,080.82","+","9.95","0.24","",
"臺灣多因子優選高股息30指數","5,223.88","-","22.05","-0.42","",
"特選臺灣優利高填息30指數","4,902.90","+","3.63","0.07","",
"臺灣多因子優選成長30指數","5,796.58","-","53.49","-0.91","",
"特選臺灣科技優息指數","5,798.82","-","24.81","-0.43","",
"臺灣半導體收益指數","4,914.73","-","29.26","-0.59","",
"價格指數(臺灣指數公司)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"金融類日報酬兩倍指數","27,697.44","+","40.82","0.15","",
"金融類日報酬反向一倍指數","4,791.18","-","3.54","-0.07","",
"漲升股利150指數","8,236.24","-","35.74","-0.43","",
"藍籌30指數","7,521.74","-","63.73","-0.84","",
"工業菁英30指數","7,965.70","-","71.40","-0.89","",
"電子菁英30指數","8,207.41","-","58.75","-0.71","",
"低波動股利精選30指數","6,826.20","-","3.33","-0.05","",
"中小型A級動能50指數","15,419.67","-","64.84","-0.42","",
"特選高息低波指數","7,264.40","-","49.83","-0.68","",
"臺灣永續指數","7,932.57","-","51.73","-0.65","",
"價值投資指數","6,242.22","+","9.33","0.15","",
"存股雙十等權重指數","6,917.57","-","60.80","-0.87","",
"特選大蘋果指數","7,083.15","-","48.21","-0.68","",
"中小型300指數","9,141.46","-","29.10","-0.32","",
"臺灣500指數","8,056.00","-","43.99","-0.54","",
"臺灣勞工權益指數","7,546.50","-","5.08","-0.07","",
"微波高息精選20指數","6,702.32","-","17.99","-0.27","",
"特選世代行動通訊指數","6,414.51","-","20.02","-0.31","",
"智慧投資多因子30指數","5,128.68","-","34.20","-0.66","",
"臺股期貨指數","8,297.70","-","69.11","-0.83","",
"特選價值成長指數","6,876.54","-","37.17","-0.54","",
"臺灣上櫃永續指數","6,072.50","-","28.50","-0.47","",
"特選台股領航指數","6,806.55","-","45.60","-0.67","",
"特選Smart多因子指數","5,810.50","-","42.15","-0.72","",
"特選ESG高股息指數","4,386.83","-","17.32","-0.39","",
"特選上櫃ESG成長指數","4,301.37","-","20.16","-0.47","",
"特選上櫃ESG電子菁英指數","4,371.75","-","29.53","-0.67","",
"臺灣優息存股指數","4,813.09","-","3.12","-0.06","",
"特選上櫃ESG永續高股息指數","6,014.53","-","52.45","-0.86","",
"特選臺灣金融高股息存股指數","5,101.67","-","2.72","-0.05","",
"特選臺灣產業龍頭存股等權重指數","5,742.07","-","20.56","-0.36","",
"上櫃ESG 30指數","5,656.04","-","33.74","-0.59","",
"臺灣ESG低碳50指數","5,174.80","-","35.70","-0.69","",
"報酬指數(臺灣證券交易所)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價報酬指數","25,224.86","-","124.64","-0.49","",
"發行量加權股價報酬指數","32,620.03","-","179.22","-0.55","",
"臺灣公司治理100報酬指數","12,232.02","-","91.77","-0.74","",
"臺灣50報酬指數","--","","--","--","",
"臺灣50權重上限30%報酬指數","--","","--","--","",
"臺灣中型100報酬指數","--","","--","--","",
"臺灣資訊科技報酬指數","--","","--","--","",
"臺灣發達報酬指數","--","","--","--","",
"臺灣高股息報酬指數","--","","--","--","",
"臺灣就業99報酬指數","15,304.07","-","68.15","-0.44","",
"臺灣高薪100報酬指數","12,452.09","-","41.12","-0.33","",
"未含金融電子報酬指數","32,558.88","+","18.76","0.06","",
"小型股300報酬指數","12,074.80","+","18.48","0.15","",
"水泥類報酬指數","346.79","+","0.49","0.14","",
"食品類報酬指數","3,190.54","+","7.09","0.22","",
"塑膠類報酬指數","458.13","-","3.72","-0.81","",
"紡織纖維類報酬指數","960.13","-","2.88","-0.30","",
"電機機械類報酬指數","421.15","-","4.40","-1.03","",
"電器電纜類報酬指數","172.87","+","2.33","1.37","",
"化學生技醫療類報酬指數","202.06","+","1.34","0.67","",
"化學類報酬指數","242.02","+","1.33","0.55","",
"生技醫療類報酬指數","111.31","+","0.85","0.77","",
"玻璃陶瓷類報酬指數","66.79","+","0.27","0.41","",
"造紙類報酬指數","547.72","-","8.32","-1.50","",
"鋼鐵類報酬指數","241.73","+","0.80","0.33","",
"橡膠類報酬指數","403.33","+","1.07","0.27","",
"汽車類報酬指數","610.40","+","1.82","0.30","",
"電子工業類報酬指數","1,378.15","-","13.13","-0.94","",
"半導體類報酬指數","603.82","-","7.30","-1.19","",
"電腦及週邊設備類報酬指數","336.05","-","4.05","-1.19","",
"光電類報酬指數","50.96","+","0.11","0.22","",
"通信網路類報酬指數","294.23","-","0.94","-0.32","",
"電子零組件類報酬指數","318.40","-","2.65","-0.83","",
"電子通路類報酬指數","440.44","-","0.87","-0.20","",
"資訊服務類報酬指數","381.13","+","2.01","0.53","",
"其他電子類報酬指數","164.90","-","0.28","-0.17","",
"建材營造類報酬指數","762.95","+","0.26","0.03","",
"航運類報酬指數","256.78","+","5.31","2.11","",
"觀光類報酬指數","200.94","+","1.03","0.52","",
"金融保險類報酬指數","2,755.03","+","2.03","0.07","",
"貿易百貨類報酬指數","457.15","+","0.35","0.08","",
"油電燃氣類報酬指數","179.51","-","1.74","-0.96","",
"其他類報酬指數","635.14","-","1.77","-0.28","",
"報酬指數(跨市場)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技報酬指數","4,975.73","+","34.88","0.71","",
"臺灣中小型公司治理報酬指數","9,914.23","-","120.47","-1.20","",
"臺灣IPO報酬指數","5,962.11","-","34.62","-0.58","",
"智慧中立報酬指數","4,070.28","+","2.49","0.06","",
"加權指數掩護性臺指買權價外5%報酬指數","6,682.79","-","36.59","-0.54","",
"臺灣5G報酬指數","8,613.62","-","89.60","-1.03","",
"臺灣企業社會責任中小型報酬指數","10,422.13","-","36.00","-0.34","",
"特選臺灣電動車代表報酬指數","7,533.22","-","32.80","-0.43","",
"臺灣5G+通訊報酬指數","6,406.22","-","59.13","-0.91","",
"臺灣全市場報酬指數","5,735.68","-","31.40","-0.54","",
"臺灣全市場半導體報酬指數","5,378.04","-","47.92","-0.88","",
"臺灣智慧移動與電動車報酬指數","4,459.05","-","36.77","-0.82","",
"特選小資高價30報酬指數","5,246.63","-","56.80","-1.07","",
"特選臺灣綠能及電動車報酬指數","5,208.57","-","21.60","-0.41","",
"特選臺灣智能車供應鏈聯盟報酬指數","4,746.24","-","39.44","-0.82","",
"臺灣全市場半導體精選30報酬指數","4,217.86","-","41.93","-0.98","",
"特選臺灣高股息30報酬指數","4,630.28","-","24.05","-0.52","",
"臺灣友善環境報酬指數","5,037.35","-","31.85","-0.63","",
"台灣永續價值報酬指數","4,669.22","-","25.46","-0.54","",
"特選臺灣IC設計報酬指數","3,558.49","-","18.66","-0.52","",
"特選臺灣環境永續高股息報酬指數","5,072.87","+","14.58","0.29","",
"臺灣友善環境50報酬指數","4,260.16","-","22.91","-0.53","",
"特選臺灣IC設計產業代表報酬指數","4,346.86","-","3.41","-0.08","",
"特選臺灣綠能報酬指數","5,399.75","+","2.67","0.05","",
"特選臺灣智慧50報酬指數","4,182.29","-","23.86","-0.57","",
"特選臺灣標竿PCB報酬指數","3,933.31","-","71.50","-1.79","",
"臺灣晶圓製造報酬指數","4,774.05","-","44.78","-0.93","",
"臺灣精選高息報酬指數","4,617.71","+","11.26","0.24","",
"臺灣多因子優選高股息30報酬指數","5,682.41","-","23.98","-0.42","",
"特選臺灣優利高填息30報酬指數","5,365.10","+","3.98","0.07","",
"臺灣多因子優選成長30報酬指數","5,825.68","-","53.76","-0.91","",
"特選臺灣科技優息報酬指數","5,849.88","-","25.02","-0.43","",
"臺灣半導體收益報酬指數","4,925.18","-","29.33","-0.59","",
"報酬指數(臺灣指數公司)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"漲升股利150報酬指數","11,096.02","-","48.14","-0.43","",
"藍籌30報酬指數","9,609.65","-","81.42","-0.84","",
"工業菁英30報酬指數","10,236.22","-","91.75","-0.89","",
"電子菁英30報酬指數","10,265.37","-","73.48","-0.71","",
"低波動股利精選30報酬指數","8,892.76","-","4.34","-0.05","",
"中小型A級動能50報酬指數","18,290.01","-","76.92","-0.42","",
"特選高息低波報酬指數","10,173.17","-","69.77","-0.68","",
"臺灣永續報酬指數","--","","--","--","",
"價值投資報酬指數","8,366.05","+","12.51","0.15","",
"存股雙十等權重報酬指數","8,755.66","-","76.96","-0.87","",
"特選大蘋果報酬指數","8,600.63","-","58.54","-0.68","",
"中小型300報酬指數","10,719.73","-","34.12","-0.32","",
"臺灣500報酬指數","9,441.98","-","51.56","-0.54","",
"臺灣勞工權益報酬指數","9,089.98","-","6.13","-0.07","",
"微波高息精選20報酬指數","7,926.31","-","21.28","-0.27","",
"特選世代行動通訊報酬指數","7,226.37","-","22.55","-0.31","",
"智慧投資多因子30報酬指數","5,951.94","-","39.69","-0.66","",
"特選大蘋果報酬正向兩倍指數","15,033.24","-","206.05","-1.35","",
"特選大蘋果報酬反向一倍指數","6,547.73","+","43.97","0.68","",
"特選價值成長報酬指數","8,227.45","-","44.47","-0.54","",
"臺灣上櫃永續報酬指數","6,877.02","-","32.28","-0.47","",
"特選台股領航報酬指數","7,766.65","-","52.03","-0.67","",
"特選Smart多因子報酬指數","6,386.41","-","46.33","-0.72","",
"特選ESG高股息報酬指數","4,868.06","-","19.22","-0.39","",
"特選上櫃ESG成長報酬指數","4,608.92","-","21.60","-0.47","",
"特選上櫃ESG電子菁英報酬指數","4,717.76","-","31.87","-0.67","",
"臺灣優息存股報酬指數","5,059.51","-","3.27","-0.06","",
