上櫃股票每日收盤行情(不含定價)
產業類別:所有證券(不含權證、牛熊證)
資料日期:114/04/15
代號,名稱,收盤 ,漲跌,開盤 ,最高 ,最低,成交股數  , 成交金額(元), 成交筆數 ,最後買價,最後買量(張數),最後賣價,最後賣量(張數),發行股數 ,次日漲停價 ,次日跌停價
"00679B","元大美債20年","28.22","+0.37","28.02","28.25","28.02","100,277,000","2,826,060,260","9,623","28.21","2,653","28.22","653","9,332,692,000","9,999.95","0.01"
"00687B","國泰20年美債","29.29","+0.37","29.11","29.31","29.11","55,979,000","1,636,938,640","5,971","29.29","747","29.30","572","7,525,150,055","9,999.95","0.01"
"00687C","國泰20年美債+櫃U","9.13","+0.12","9.06","9.13","9.06","51,500","469,660","4","9.13","113","9.15","116","213,687","9,999.95","0.01"
"00694B","富邦美債1-3","42.54","+0.04","42.55","42.57","42.50","192,000","8,166,720","48","42.54","20","42.55","40","174,576,000","9,999.95","0.01"
"00695B","富邦美債7-10","35.95","+0.20","35.83","35.98","35.83","260,000","9,349,500","35","35.94","90","35.95","1","41,686,000","9,999.95","0.01"
"00696B","富邦美債20年","30.59","+0.40","30.40","30.60","30.40","3,262,000","99,692,190","188","30.57","188","30.59","23","925,181,000","9,999.95","0.01"
"00697B","元大美債7-10","36.39","+0.26","36.20","36.42","36.20","544,000","19,780,060","169","36.39","8","36.40","4","58,712,000","9,999.95","0.01"
"00718B","富邦中國政策債","20.95","-0.03","20.98","20.98","20.94","127,000","2,659,890","7","20.89","3","20.92","1","6,501,000","9,999.95","0.01"
"00719B","元大美債1-3","32.20","+0.10","32.10","32.22","32.09","4,229,000","136,043,090","634","32.20","140","32.22","271","458,014,000","9,999.95","0.01"
"00720B","元大投資級公司債","33.63","+0.46","33.37","33.63","33.37","12,161,000","407,802,020","1,348","33.62","183","33.63","66","4,217,609,000","9,999.95","0.01"
"00722B","群益投資級電信債","37.32","+0.50","37.07","37.33","37.07","3,689,000","137,508,080","245","37.32","6","37.33","3","1,493,239,000","9,999.95","0.01"
"00723B","群益投資級科技債","32.21","+0.36","32.07","32.21","32.07","113,000","3,638,360","11","32.17","11","32.21","1","1,504,583,000","9,999.95","0.01"
"00724B","群益投資級金融債","33.68","+0.43","33.53","33.68","33.53","7,130,000","239,832,120","125","33.67","13","33.68","67","2,843,775,000","9,999.95","0.01"
"00725B","國泰投資級公司債","35.96","+0.59","35.54","35.97","35.54","12,474,000","446,196,270","1,577","35.96","53","35.97","7","3,487,206,000","9,999.95","0.01"
"00726B","國泰新興投等債","33.24","+0.22","33.20","33.24","33.10","430,000","14,283,660","71","33.24","4","33.25","35","1,167,489,000","9,999.95","0.01"
"00727B","國泰優選非投等債","40.02","+0.14","39.96","40.04","39.96","143,000","5,722,750","11","39.95","1","39.98","1","88,689,000","9,999.95","0.01"
"00734B","台新JPM新興債","15.38","+0.11","15.34","15.38","15.34","515,000","7,915,670","14","15.38","10","15.39","50","28,979,000","9,999.95","0.01"
"00740B","富邦全球投等債","38.71","+0.51","38.45","38.72","38.45","6,331,000","244,689,130","158","38.71","121","38.72","10","1,645,971,000","9,999.95","0.01"
"00741B","富邦全球非投等債","37.95","+0.31","37.79","38.00","37.79","455,000","17,277,470","19","37.95","40","37.96","4","18,128,000","9,999.95","0.01"
"00746B","富邦A級公司債","35.97","+0.39","35.76","36.00","35.76","1,858,000","66,788,730","64","35.94","175","35.97","16","2,378,964,000","9,999.95","0.01"
"00749B","凱基新興債10+","30.54","+0.29","30.47","30.54","30.47","122,000","3,725,390","6","30.55","1","30.60","6","954,000,000","9,999.95","0.01"
"00750B","凱基科技債10+","34.23","+0.41","34.23","34.23","34.23","100,000","3,423,000","10","34.17","10","34.23","1","147,500,000","9,999.95","0.01"
"00751B","元大AAA至A公司債","32.52","+0.45","32.31","32.53","32.29","11,102,000","360,250,780","2,025","32.52","84","32.53","6","4,649,103,000","9,999.95","0.01"
"00754B","群益AAA-AA公司債","35.04","+0.41","35.00","35.04","34.98","159,000","5,567,850","11","35.01","15","35.02","1","831,400,000","9,999.95","0.01"
"00755B","群益投資級公用債","33.19","+0.33","33.13","33.20","33.13","105,000","3,484,860","9","33.19","4","33.21","1","213,230,000","9,999.95","0.01"
"00756B","群益投等新興公債","30.80","+0.29","30.80","30.80","30.79","108,000","3,325,810","27","30.80","4","30.81","1","1,272,300,000","9,999.95","0.01"
"00758B","復華能源債","50.20","+0.82","50.15","50.20","50.15","51,000","2,558,850","12","50.15","25","50.35","11","6,025,000","9,999.95","0.01"
"00759B","復華製藥債","54.65","+0.60","54.75","54.75","54.65","103,000","5,634,100","5","54.70","25","54.75","1","48,025,000","9,999.95","0.01"
"00760B","復華新興企業債","52.95","+0.50","52.75","53.00","52.70","118,000","6,247,150","16","52.90","8","53.05","8","459,020,000","9,999.95","0.01"
"00761B","國泰A級公司債","35.29","+0.45","35.15","35.29","35.15","547,000","19,282,420","54","35.25","103","35.29","52","2,688,089,000","9,999.95","0.01"
"00764B","群益25年美債","29.45","+0.38","29.25","29.45","29.22","5,397,000","158,676,560","192","29.45","15","29.46","205","1,365,000,000","9,999.95","0.01"
"00768B","復華20年美債","54.35","+0.65","54.15","54.40","54.15","675,000","36,668,150","31","54.35","233","54.40","1","442,100,000","9,999.95","0.01"
"00772B","中信高評級公司債","34.22","+0.39","34.00","34.23","34.00","5,217,000","178,413,200","680","34.22","76","34.23","21","3,516,290,000","9,999.95","0.01"
"00773B","中信優先金融債","35.53","+0.44","35.31","35.53","35.31","1,823,000","64,620,000","179","35.51","1","35.54","1","2,657,790,000","9,999.95","0.01"
"00777B","凱基AAA至A公司債","33.49","+0.31","33.49","33.49","33.49","100,000","3,349,000","2","33.49","1","33.51","1","1,861,650,000","9,999.95","0.01"
"00778B","凱基金融債20+","34.25","+0.33","34.27","34.27","34.25","113,000","3,871,490","5","34.21","14","34.24","1","1,501,150,000","9,999.95","0.01"
"00779B","凱基美債25+","29.65","+0.34","29.60","29.65","29.57","785,000","23,222,420","22","29.68","7","29.70","2","1,164,150,000","9,999.95","0.01"
"00780B","國泰A級金融債","37.46","+0.25","37.35","37.47","37.35","113,000","4,232,910","10","37.46","3","37.47","6","301,602,000","9,999.95","0.01"
