"112年06月20日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","19,682.83","-","97.19","-0.49","",
"發行量加權股價指數","17,184.91","-","89.65","-0.52","",
"臺灣公司治理100指數","9,799.66","-","61.50","-0.62","",
"臺灣50指數","12,999.12","-","88.21","-0.67","",
"臺灣50權重上限30%指數","12,160.41","-","111.17","-0.91","",
"臺灣中型100指數","16,284.72","-","34.25","-0.21","",
"臺灣資訊科技指數","23,518.82","-","179.34","-0.76","",
"臺灣發達指數","10,646.23","-","46.62","-0.44","",
"臺灣高股息指數","7,531.83","-","59.94","-0.79","",
"臺灣就業99指數","10,913.08","-","55.55","-0.51","",
"臺灣高薪100指數","9,464.45","-","99.77","-1.04","",
"未含金融指數","14,935.94","-","89.28","-0.59","",
"未含電子指數","18,960.10","-","30.89","-0.16","",
"未含金融電子指數","15,956.94","-","42.48","-0.27","",
"小型股300指數","9,674.04","-","33.84","-0.35","",
"水泥窯製類指數","666.48","-","3.95","-0.59","",
"塑膠化工類指數","872.62","-","1.37","-0.16","",
"機電類指數","4,658.70","-","31.20","-0.67","",
"水泥類指數","174.96","-","0.17","-0.10","",
"食品類指數","2,095.36","-","12.68","-0.60","",
"塑膠類指數","249.24","+","0.34","0.14","",
"紡織纖維類指數","603.00","-","1.23","-0.20","",
"電機機械類指數","322.89","+","4.20","1.32","",
"電器電纜類指數","117.63","+","0.70","0.60","",
"化學生技醫療類指數","128.04","-","0.87","-0.67","",
"化學類指數","147.59","-","0.62","-0.42","",
"生技醫療類指數","75.90","-","0.71","-0.93","",
"玻璃陶瓷類指數","53.86","-","2.11","-3.77","",
"造紙類指數","377.78","+","6.51","1.75","",
"鋼鐵類指數","145.41","-","0.61","-0.42","",
"橡膠類指數","260.37","-","1.17","-0.45","",
"汽車類指數","446.86","-","4.93","-1.09","",
"電子工業類指數","828.44","-","6.11","-0.73","",
"半導體類指數","389.29","-","3.39","-0.86","",
"電腦及週邊設備類指數","191.69","-","2.29","-1.18","",
"光電類指數","37.56","-","0.19","-0.50","",
"通信網路類指數","143.72","-","1.11","-0.77","",
"電子零組件類指數","192.01","-","0.32","-0.17","",
"電子通路類指數","187.36","+","0.22","0.12","",
"資訊服務類指數","183.82","-","0.84","-0.45","",
"其他電子類指數","109.45","-","0.01","-0.01","",
"建材營造類指數","382.67","-","3.01","-0.78","",
"航運類指數","176.46","-","0.73","-0.41","",
"觀光類指數","169.63","+","2.01","1.20","",
"金融保險類指數","1,637.96","+","1.33","0.08","",
"貿易百貨類指數","288.40","-","2.19","-0.75","",
"油電燃氣類指數","116.51","-","0.06","-0.05","",
"其他類指數","377.98","-","2.50","-0.66","",
"臺指日報酬兩倍指數","36,633.57","-","384.22","-1.04","",
"臺指反向一倍指數","3,949.86","+","20.39","0.52","",
"電子類兩倍槓桿指數","37,152.07","-","552.09","-1.46","",
"電子類反向指數","3,411.69","+","24.80","0.73","",
"價格指數(跨市場)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技指數","4,279.00","-","27.99","-0.65","",
"臺灣中小型公司治理指數","8,573.51","-","58.08","-0.67","",
"臺灣IPO指數","5,251.07","-","18.73","-0.36","",
"智慧中立指數","3,452.97","-","3.22","-0.09","",
"臺灣5G指數","8,403.59","-","189.11","-2.20","",
"臺灣企業社會責任中小型指數","9,951.72","-","27.81","-0.28","",
"特選臺灣電動車代表指數","8,301.54","-","48.02","-0.58","",
"臺灣5G+通訊指數","6,616.86","-","117.87","-1.75","",
"臺灣全市場指數","5,850.91","-","31.26","-0.53","",
"臺灣全市場半導體指數","5,541.78","-","117.82","-2.08","",
"臺灣智慧移動與電動車指數","4,526.01","-","61.12","-1.33","",
"特選小資高價30指數","5,448.97","-","78.95","-1.43","",
"特選臺灣綠能及電動車指數","5,379.49","-","33.28","-0.61","",
"特選臺灣智能車供應鏈聯盟指數","4,979.09","-","65.96","-1.31","",
"臺灣全市場半導體精選30指數","4,444.00","-","94.76","-2.09","",
"特選臺灣高股息30指數","4,292.12","-","42.67","-0.98","",
"臺灣友善環境指數","5,243.83","-","32.60","-0.62","",
"台灣永續價值指數","4,892.34","-","17.15","-0.35","",
"特選臺灣IC設計指數","3,645.83","-","84.38","-2.26","",
