"112年03月28日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","18,039.27","-","158.29","-0.87","",
"發行量加權股價指數","15,701.48","-","128.83","-0.81","",
"臺灣公司治理100指數","8,974.61","-","68.46","-0.76","",
"臺灣50指數","11,992.51","-","100.32","-0.83","",
"臺灣50權重上限30%指數","11,307.57","-","83.44","-0.73","",
"臺灣中型100指數","14,007.11","-","137.58","-0.97","",
"臺灣資訊科技指數","21,056.41","-","256.52","-1.20","",
"臺灣發達指數","10,063.27","-","39.39","-0.39","",
"臺灣高股息指數","6,572.00","-","58.47","-0.88","",
"臺灣就業99指數","9,636.75","-","54.15","-0.56","",
"臺灣高薪100指數","8,501.50","-","47.44","-0.55","",
"未含金融指數","13,620.08","-","129.13","-0.94","",
"未含電子指數","17,787.02","-","32.27","-0.18","",
"未含金融電子指數","15,039.29","-","49.60","-0.33","",
"小型股300指數","8,896.31","-","66.20","-0.74","",
"水泥窯製類指數","632.42","-","4.69","-0.74","",
"塑膠化工類指數","853.20","-","0.92","-0.11","",
"機電類指數","4,183.11","-","51.22","-1.21","",
"水泥類指數","164.53","-","1.01","-0.61","",
"食品類指數","1,940.07","+","2.00","0.10","",
"塑膠類指數","249.38","+","0.49","0.20","",
"紡織纖維類指數","579.63","-","1.69","-0.29","",
"電機機械類指數","273.52","-","2.52","-0.91","",
"電器電纜類指數","113.29","-","2.78","-2.40","",
"化學生技醫療類指數","120.58","-","0.77","-0.63","",
"化學類指數","134.57","","--","--","",
"生技醫療類指數","73.70","-","0.90","-1.21","",
"玻璃陶瓷類指數","54.21","-","0.82","-1.49","",
"造紙類指數","302.52","-","1.45","-0.48","",
"鋼鐵類指數","146.77","-","0.63","-0.43","",
"橡膠類指數","244.67","-","1.51","-0.61","",
"汽車類指數","353.95","-","1.85","-0.52","",
"電子工業類指數","744.64","-","9.09","-1.21","",
"半導體類指數","357.09","-","4.88","-1.35","",
"電腦及週邊設備類指數","142.83","-","1.28","-0.89","",
"光電類指數","35.77","-","0.57","-1.57","",
"通信網路類指數","135.85","-","0.56","-0.41","",
"電子零組件類指數","168.47","-","2.41","-1.41","",
"電子通路類指數","180.70","-","1.26","-0.69","",
"資訊服務類指數","149.24","-","2.07","-1.37","",
"其他電子類指數","99.29","-","0.72","-0.72","",
"建材營造類指數","366.17","-","0.54","-0.15","",
"航運類指數","163.17","-","0.81","-0.49","",
"觀光類指數","136.65","+","0.35","0.26","",
"金融保險類指數","1,519.82","+","2.62","0.17","",
"貿易百貨類指數","306.07","-","0.62","-0.20","",
"油電燃氣類指數","111.67","+","0.28","0.25","",
"其他類指數","367.14","-","1.27","-0.34","",
"臺指日報酬兩倍指數","30,660.29","-","507.30","-1.63","",
"臺指反向一倍指數","4,334.18","+","34.99","0.81","",
"電子類兩倍槓桿指數","30,164.85","-","745.56","-2.41","",
"電子類反向指數","3,814.77","+","45.46","1.21","",
"價格指數(跨市場)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技指數","4,416.37","-","75.68","-1.68","",
"臺灣中小型公司治理指數","7,719.94","-","86.67","-1.11","",
"臺灣IPO指數","5,236.68","-","103.27","-1.93","",
"智慧中立指數","3,493.33","+","1.07","0.03","",
"臺灣5G指數","7,973.66","-","94.20","-1.17","",
"臺灣企業社會責任中小型指數","8,675.61","-","68.54","-0.78","",
"特選臺灣電動車代表指數","6,233.83","-","87.06","-1.38","",
"臺灣5G+通訊指數","5,980.93","-","73.57","-1.22","",
"臺灣全市場指數","5,350.92","-","48.73","-0.90","",
"臺灣全市場半導體指數","5,266.60","-","86.00","-1.61","",
"臺灣智慧移動與電動車指數","4,112.39","-","81.33","-1.94","",
"特選小資高價30指數","5,086.96","-","73.61","-1.43","",
"特選臺灣綠能及電動車指數","4,745.54","-","49.02","-1.02","",
"特選臺灣智能車供應鏈聯盟指數","4,487.41","-","52.57","-1.16","",
"臺灣全市場半導體精選30指數","4,188.75","-","70.24","-1.65","",
"特選臺灣高股息30指數","4,103.01","-","58.11","-1.40","",
"臺灣友善環境指數","4,768.68","-","41.21","-0.86","",
"台灣永續價值指數","4,426.63","-","23.40","-0.53","",
"特選臺灣IC設計指數","3,374.50","-","79.38","-2.30","",
"特選臺灣環境永續高股息指數","4,555.63","-","40.20","-0.87","",
"臺灣友善環境50指數","4,073.63","-","31.00","-0.76","",
"特選臺灣IC設計產業代表指數","4,203.13","-","103.49","-2.40","",
"特選臺灣綠能指數","5,129.69","-","44.13","-0.85","",
"特選臺灣智慧50指數","3,953.95","-","47.36","-1.18","",
"特選臺灣標竿PCB指數","3,717.46","-","78.11","-2.06","",
"臺灣晶圓製造指數","4,800.90","-","66.58","-1.37","",
"臺灣精選高息指數","4,177.92","-","55.37","-1.31","",
"臺灣多因子優選高股息30指數","5,072.92","-","18.52","-0.36","",
"特選臺灣優利高填息30指數","4,876.34","-","54.22","-1.10","",
"臺灣多因子優選成長30指數","5,868.10","-","49.56","-0.84","",
"價格指數(臺灣指數公司)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"金融類日報酬兩倍指數","25,422.15","+","87.50","0.35","",
"金融類日報酬反向一倍指數","5,003.80","-","8.66","-0.17","",
"漲升股利150指數","8,204.76","-","46.03","-0.56","",
"藍籌30指數","7,675.21","-","65.19","-0.84","",
"工業菁英30指數","8,251.36","-","93.39","-1.12","",
"電子菁英30指數","8,314.14","-","126.19","-1.50","",
"低波動股利精選30指數","6,601.25","-","10.08","-0.15","",
"中小型A級動能50指數","14,587.91","-","81.08","-0.55","",
"特選高息低波指數","7,060.60","-","30.69","-0.43","",
"臺灣永續指數","7,975.17","-","55.62","-0.69","",
"價值投資指數","6,351.35","-","93.76","-1.45","",
"存股雙十等權重指數","7,107.13","-","65.89","-0.92","",
"特選大蘋果指數","7,070.00","-","65.82","-0.92","",
"中小型300指數","8,992.96","-","87.58","-0.96","",
"臺灣500指數","8,078.83","-","64.09","-0.79","",
"臺灣勞工權益指數","7,350.44","-","25.50","-0.35","",
"微波高息精選20指數","6,510.35","-","5.75","-0.09","",
"特選世代行動通訊指數","6,390.98","-","46.20","-0.72","",
"智慧投資多因子30指數","5,134.41","-","37.72","-0.73","",
"臺股期貨指數","8,328.20","-","74.84","-0.89","",
"特選價值成長指數","6,962.76","-","106.94","-1.51","",
"臺灣上櫃永續指數","6,325.05","-","75.76","-1.18","",
"特選台股領航指數","6,964.77","-","53.46","-0.76","",
"特選Smart多因子指數","5,869.42","-","56.06","-0.95","",
"特選ESG高股息指數","4,381.17","-","41.86","-0.95","",
"特選上櫃ESG成長指數","4,488.57","-","63.01","-1.38","",
"特選上櫃ESG電子菁英指數","4,585.46","-","48.04","-1.04","",
"臺灣優息存股指數","4,708.05","-","5.32","-0.11","",
"特選上櫃ESG永續高股息指數","6,185.81","-","80.09","-1.28","",
"特選臺灣金融高股息存股指數","4,865.67","+","2.34","0.05","",
"特選臺灣產業龍頭存股等權重指數","5,549.82","-","63.86","-1.14","",
"上櫃ESG 30指數","5,798.45","-","61.31","-1.05","",
"臺灣ESG低碳50指數","5,264.42","-","50.50","-0.95","",
"特選臺灣科技優息指數","5,683.17","-","56.17","-0.98","",
"報酬指數(臺灣證券交易所)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價報酬指數","25,287.88","-","221.44","-0.87","",
"發行量加權股價報酬指數","32,704.51","-","267.75","-0.81","",
"臺灣公司治理100報酬指數","12,362.23","-","94.31","-0.76","",
"臺灣50報酬指數","--","","--","--","",
"臺灣50權重上限30%報酬指數","--","","--","--","",
"臺灣中型100報酬指數","--","","--","--","",
"臺灣資訊科技報酬指數","--","","--","--","",
"臺灣發達報酬指數","--","","--","--","",
"臺灣高股息報酬指數","--","","--","--","",
"臺灣就業99報酬指數","15,050.99","-","84.57","-0.56","",
"臺灣高薪100報酬指數","12,278.27","-","68.51","-0.55","",
"未含金融電子報酬指數","32,010.80","-","103.43","-0.32","",
"小型股300報酬指數","11,795.05","-","85.87","-0.72","",
"水泥類報酬指數","326.94","-","2.03","-0.62","",
"食品類報酬指數","3,033.47","+","3.13","0.10","",
"塑膠類報酬指數","457.83","+","0.91","0.20","",
"紡織纖維類報酬指數","948.19","-","2.76","-0.29","",
"電機機械類報酬指數","413.72","-","3.80","-0.91","",
"電器電纜類報酬指數","174.98","-","4.30","-2.40","",
"化學生技醫療類報酬指數","189.75","-","1.21","-0.63","",
"化學類報酬指數","227.86","","--","--","",
"生技醫療類報酬指數","104.29","-","1.27","-1.20","",
"玻璃陶瓷類報酬指數","68.53","-","1.04","-1.49","",
"造紙類報酬指數","470.67","-","2.26","-0.48","",
"鋼鐵類報酬指數","248.50","-","0.84","-0.34","",
"橡膠類報酬指數","393.08","-","2.42","-0.61","",
"汽車類報酬指數","568.09","-","2.98","-0.52","",
"電子工業類報酬指數","1,406.17","-","17.18","-1.21","",
"半導體類報酬指數","633.92","-","8.67","-1.35","",
"電腦及週邊設備類報酬指數","316.21","-","2.85","-0.89","",
"光電類報酬指數","53.12","-","0.85","-1.57","",
"通信網路類報酬指數","285.13","-","1.16","-0.41","",
"電子零組件類報酬指數","313.00","-","4.48","-1.41","",
"電子通路類報酬指數","435.00","-","3.04","-0.69","",
"資訊服務類報酬指數","350.40","-","4.88","-1.37","",
"其他電子類報酬指數","160.66","-","1.17","-0.72","",
"建材營造類報酬指數","737.85","-","1.08","-0.15","",
"航運類報酬指數","260.91","-","1.30","-0.50","",
"觀光類報酬指數","190.03","+","0.49","0.26","",
"金融保險類報酬指數","2,638.95","+","4.55","0.17","",
"貿易百貨類報酬指數","475.58","-","0.96","-0.20","",
"油電燃氣類報酬指數","176.76","+","0.44","0.25","",
"其他類報酬指數","624.71","-","2.16","-0.34","",
"報酬指數(跨市場)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技報酬指數","4,892.20","-","83.60","-1.68","",
"臺灣中小型公司治理報酬指數","10,149.33","-","113.94","-1.11","",
"臺灣IPO報酬指數","6,140.72","-","121.09","-1.93","",
"智慧中立報酬指數","4,059.84","+","1.19","0.03","",
"加權指數掩護性臺指買權價外5%報酬指數","6,673.60","-","39.27","-0.58","",
"臺灣5G報酬指數","8,938.41","-","105.60","-1.17","",
"臺灣企業社會責任中小型報酬指數","10,096.91","-","79.76","-0.78","",
"特選臺灣電動車代表報酬指數","7,070.99","-","98.76","-1.38","",
"臺灣5G+通訊報酬指數","6,526.83","-","80.29","-1.22","",
"臺灣全市場報酬指數","5,773.10","-","52.57","-0.90","",
"臺灣全市場半導體報酬指數","5,708.89","-","93.23","-1.61","",
"臺灣智慧移動與電動車報酬指數","4,473.42","-","88.47","-1.94","",
"特選小資高價30報酬指數","5,465.43","-","79.08","-1.43","",
"特選臺灣綠能及電動車報酬指數","5,177.11","-","53.49","-1.02","",
"特選臺灣智能車供應鏈聯盟報酬指數","4,843.97","-","56.75","-1.16","",
"臺灣全市場半導體精選30報酬指數","4,466.24","-","74.90","-1.65","",
"特選臺灣高股息30報酬指數","4,732.69","-","67.03","-1.40","",
"臺灣友善環境報酬指數","5,075.96","-","43.86","-0.86","",
"台灣永續價值報酬指數","4,647.06","-","24.57","-0.53","",
"特選臺灣IC設計報酬指數","3,671.86","-","86.37","-2.30","",
"特選臺灣環境永續高股息報酬指數","5,118.52","-","45.17","-0.87","",
"臺灣友善環境50報酬指數","4,318.17","-","32.86","-0.76","",
"特選臺灣IC設計產業代表報酬指數","4,564.52","-","112.39","-2.40","",
"特選臺灣綠能報酬指數","5,376.59","-","46.26","-0.85","",
"特選臺灣智慧50報酬指數","4,242.34","-","50.82","-1.18","",
"特選臺灣標竿PCB報酬指數","3,885.72","-","81.64","-2.06","",
"臺灣晶圓製造報酬指數","5,075.45","-","70.39","-1.37","",
"臺灣精選高息報酬指數","4,716.25","-","62.50","-1.31","",
"臺灣多因子優選高股息30報酬指數","5,488.85","-","20.04","-0.36","",
"特選臺灣優利高填息30報酬指數","5,315.92","-","59.11","-1.10","",
"臺灣多因子優選成長30報酬指數","5,891.49","-","49.76","-0.84","",
"報酬指數(臺灣指數公司)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"漲升股利150報酬指數","11,046.25","-","61.96","-0.56","",
"藍籌30報酬指數","9,805.71","-","83.30","-0.84","",
"工業菁英30報酬指數","10,599.41","-","119.96","-1.12","",
"電子菁英30報酬指數","10,391.92","-","157.73","-1.50","",
"低波動股利精選30報酬指數","8,573.15","-","13.09","-0.15","",
"中小型A級動能50報酬指數","17,301.02","-","96.16","-0.55","",
"特選高息低波報酬指數","9,829.88","-","42.73","-0.43","",
"臺灣永續報酬指數","--","","--","--","",
"價值投資報酬指數","8,511.11","-","125.64","-1.45","",
"存股雙十等權重報酬指數","8,995.59","-","83.40","-0.92","",
"特選大蘋果報酬指數","8,521.42","-","79.32","-0.92","",
"中小型300報酬指數","10,520.40","-","102.45","-0.96","",
"臺灣500報酬指數","9,456.73","-","74.83","-0.79","",
"臺灣勞工權益報酬指數","8,844.26","-","30.69","-0.35","",
"微波高息精選20報酬指數","7,676.58","-","6.78","-0.09","",
"特選世代行動通訊報酬指數","7,152.84","-","51.71","-0.72","",
"智慧投資多因子30報酬指數","5,958.59","-","43.78","-0.73","",
"特選大蘋果報酬正向兩倍指數","14,775.44","-","277.65","-1.84","",
"特選大蘋果報酬反向一倍指數","6,616.55","+","60.46","0.92","",
"特選價值成長報酬指數","8,319.93","-","127.79","-1.51","",
"臺灣上櫃永續報酬指數","7,143.71","-","85.56","-1.18","",
"特選台股領航報酬指數","7,910.94","-","60.73","-0.76","",
"特選Smart多因子報酬指數","6,444.70","-","61.56","-0.95","",
"特選ESG高股息報酬指數","4,850.21","-","46.34","-0.95","",
"特選上櫃ESG成長報酬指數","4,809.51","-","67.51","-1.38","",
"特選上櫃ESG電子菁英報酬指數","4,948.38","-","51.84","-1.04","",
"臺灣優息存股報酬指數","4,949.09","-","5.59","-0.11","",
"特選上櫃ESG永續高股息報酬指數","6,453.88","-","83.56","-1.28","",
"特選臺灣金融高股息存股報酬指數","5,029.97","+","2.42","0.05","",
"特選臺灣產業龍頭存股等權重報酬指數","5,595.18","-","64.37","-1.14","",
"上櫃ESG 30報酬指數","5,816.24","-","61.50","-1.05","",
"臺灣ESG低碳50報酬指數","5,285.48","-","50.70","-0.95","",
"特選臺灣科技優息報酬指數","5,702.23","-","56.35","-0.98","",
"112年03月28日 大盤統計資訊"
"成交統計","成交金額(元)","成交股數(股)","成交筆數",
"1.一般股票","201,045,450,000","2,584,757,620","1,634,810",
"2.台灣存託憑證","13,804,364","2,539,431","862",
"3.受益憑證","0","0","0",
"4.ETF","10,451,317,564","675,476,646","192,392",
"5.受益證券","671,416","52,150","20",
"6.變更交易股票","25,765,420","1,273,393","1,149",
"7.認購(售)權證","1,662,131,060","1,512,175,000","59,438",
"8.轉換公司債","0","0","0",
"9.附認股權特別股","0","0","0",
"10.附認股權公司債","0","0","0",
"11.認股權憑證","0","0","0",
"12.公司債","0","0","0",
"13.ETN","12,907,320","2,440,000","289",
"14.創新板股票","129,097,668","991,811","689",
"15.創新板-變更交易方法股票","0","0","0",
"證券合計(1+6+14+15)","201,200,313,088","2,587,022,824","1,636,648",
"總計(1~15)","213,341,144,812","4,779,706,051","1,889,649",
