"113年02月23日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","21,643.26","+","34.17","0.16","",
"發行量加權股價指數","18,889.19","+","36.41","0.19","",
"臺灣公司治理100指數","10,691.88","+","42.91","0.40","",
"臺灣50指數","14,456.43","+","78.14","0.54","",
"臺灣50權重上限30%指數","13,204.40","+","63.15","0.48","",
"臺灣中型100指數","19,005.80","-","46.54","-0.24","",
"臺灣資訊科技指數","28,471.09","+","217.25","0.77","",
"臺灣發達指數","9,715.79","-","45.84","-0.47","",
"臺灣高股息指數","9,169.23","-","20.37","-0.22","",
"臺灣就業99指數","11,947.51","-","21.28","-0.18","",
"臺灣高薪100指數","10,245.33","+","18.29","0.18","",
"未含金融指數","16,530.05","+","44.73","0.27","",
"未含電子指數","18,346.83","-","81.17","-0.44","",
"未含金融電子指數","14,963.60","-","64.21","-0.43","",
"小型股300指數","10,428.75","-","48.44","-0.46","",
"水泥窯製類指數","588.87","-","3.06","-0.52","",
"塑膠化工類指數","771.97","-","4.98","-0.64","",
"機電類指數","5,475.67","+","29.03","0.53","",
"水泥類指數","152.43","-","0.71","-0.46","",
"食品類指數","2,090.70","-","14.38","-0.68","",
"塑膠類指數","199.30","-","2.24","-1.11","",
"紡織纖維類指數","624.26","-","6.34","-1.01","",
"電機機械類指數","364.85","+","5.55","1.54","",
"電器電纜類指數","102.10","-","1.13","-1.09","",
"化學生技醫療類指數","129.60","+","0.03","0.02","",
"化學類指數","166.06","+","1.12","0.68","",
"生技醫療類指數","68.90","-","0.35","-0.51","",
"玻璃陶瓷類指數","52.07","-","0.47","-0.89","",
"造紙類指數","332.66","-","3.28","-0.98","",
"鋼鐵類指數","141.81","-","0.86","-0.60","",
"橡膠類指數","266.26","-","1.67","-0.62","",
"汽車類指數","405.38","-","2.79","-0.68","",
"電子工業類指數","977.08","+","5.01","0.52","",
"半導體類指數","470.28","+","5.25","1.13","",
"電腦及週邊設備類指數","258.64","-","2.18","-0.84","",
"光電類指數","37.98","-","0.21","-0.55","",
"通信網路類指數","152.11","-","0.70","-0.46","",
"電子零組件類指數","212.20","-","0.74","-0.35","",
"電子通路類指數","281.66","+","0.27","0.10","",
"資訊服務類指數","183.22","+","0.63","0.35","",
"其他電子類指數","103.43","-","0.30","-0.29","",
"建材營造類指數","441.26","-","1.19","-0.27","",
"航運類指數","153.39","-","1.78","-1.15","",
"觀光餐旅類指數","120.93","-","0.46","-0.38","",
"金融保險類指數","1,700.96","-","8.02","-0.47","",
"貿易百貨類指數","279.84","+","0.45","0.16","",
"油電燃氣類指數","98.47","-","0.20","-0.20","",
"綠能環保類指數","99.30","+","0.03","0.03","",
"數位雲端類指數","72.41","-","0.03","-0.04","",
"運動休閒類指數","90.18","-","0.61","-0.67","",
"居家生活類指數","109.23","-","0.11","-0.10","",
"其他類指數","363.59","-","1.08","-0.30","",
"臺指日報酬兩倍指數","43,901.47","+","168.92","0.39","",
"臺指反向一倍指數","3,554.72","-","6.88","-0.19","",
"電子類兩倍槓桿指數","50,859.22","+","518.90","1.03","",
"電子類反向指數","2,843.44","-","14.73","-0.52","",
"價格指數(跨市場)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技指數","4,042.76","-","8.33","-0.21","",
"臺灣中小型公司治理指數","10,023.55","-","19.80","-0.20","",
"臺灣IPO指數","5,684.82","+","87.45","1.56","",
"智慧中立指數","3,449.27","-","6.85","-0.20","",
"臺灣5G指數","9,686.70","+","141.68","1.48","",
"臺灣企業社會責任中小型指數","11,802.29","-","62.16","-0.52","",
"特選臺灣電動車代表指數","8,537.53","-","2.37","-0.03","",
"臺灣5G+通訊指數","7,828.12","+","75.37","0.97","",
"臺灣全市場指數","6,517.50","+","14.22","0.22","",
"臺灣全市場半導體指數","6,842.34","+","95.69","1.42","",
"臺灣智慧移動與電動車指數","5,030.71","+","3.02","0.06","",
"特選小資高價30指數","6,590.32","+","79.33","1.22","",
"特選臺灣綠能及電動車指數","5,499.28","+","11.06","0.20","",
"特選臺灣智能車供應鏈聯盟指數","5,715.84","+","53.16","0.94","",
"臺灣全市場半導體精選30指數","5,435.49","+","74.44","1.39","",
"特選臺灣高股息30指數","5,024.24","-","3.49","-0.07","",
"臺灣友善環境指數","5,683.05","-","3.16","-0.06","",
"台灣永續價值指數","5,204.93","-","6.02","-0.12","",
"特選臺灣IC設計指數","4,795.32","+","35.40","0.74","",
"特選臺灣環境永續高股息指數","6,595.37","-","13.58","-0.21","",
"臺灣友善環境50指數","4,668.65","+","27.45","0.59","",
"特選臺灣IC設計產業代表指數","5,940.67","+","81.43","1.39","",
"特選臺灣綠能指數","5,251.57","+","42.31","0.81","",
"特選臺灣智慧50指數","4,424.87","+","0.49","0.01","",
"特選臺灣標竿PCB指數","5,574.67","+","9.46","0.17","",
"臺灣晶圓製造指數","5,541.28","+","68.94","1.26","",
"臺灣精選高息指數","5,101.37","+","11.76","0.23","",
"臺灣多因子優選高股息30指數","7,243.60","-","18.64","-0.26","",
"特選臺灣優利高填息30指數","6,406.27","-","49.03","-0.76","",
"特選臺灣科技優息指數","8,787.22","+","30.64","0.35","",
"臺灣工業4.0指數","6,995.63","-","56.99","-0.81","",
"臺灣半導體收益指數","6,422.48","+","97.71","1.54","",
"臺灣優選成長高股息指數","7,274.63","+","58.68","0.81","",
"特選臺灣ESG低碳高息40指數","8,055.63","+","54.62","0.68","",
"臺灣優選多因子30指數","6,490.27","-","34.16","-0.52","",
"臺灣創新科技50指數","6,279.75","+","82.49","1.33","",
"臺灣全市場新經濟產業指數","4,643.64","-","12.94","-0.28","",
"臺灣ESG永續高股息等權重指數","6,095.19","-","5.14","-0.08","",
"臺灣永續高息中小型指數","5,787.64","-","19.05","-0.33","",
"特選臺灣高息優質成長指數","5,587.80","-","8.51","-0.15","",
"特選臺灣高息動能指數","6,378.17","+","36.93","0.58","",
"臺灣電子成長高息等權重指數","5,453.87","+","10.61","0.19","",
"價格指數(臺灣指數公司)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"金融類日報酬兩倍指數","31,545.98","-","298.89","-0.94","",
"金融類日報酬反向一倍指數","4,429.22","+","20.69","0.47","",
"漲升股利150指數","9,238.96","-","25.58","-0.28","",
"藍籌30指數","9,013.77","+","89.28","1.00","",
"工業菁英30指數","10,135.84","+","160.09","1.60","",
"電子菁英30指數","11,480.51","+","224.94","2.00","",
"低波動股利精選30指數","7,440.93","-","38.12","-0.51","",
"中小型A級動能50指數","25,189.10","-","260.68","-1.02","",
"特選高息低波指數","9,156.72","-","42.46","-0.46","",
"臺灣永續指數","9,594.73","+","41.16","0.43","",
"價值投資指數","7,370.29","+","73.34","1.01","",
"存股雙十等權重指數","8,600.70","+","111.94","1.32","",
"特選大蘋果指數","9,608.02","-","21.09","-0.22","",
"中小型300指數","11,232.06","-","29.68","-0.26","",
