"112年06月29日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","19,423.47","+","22.94","0.12","",
"發行量加權股價指數","16,942.30","+","6.67","0.04","",
"臺灣公司治理100指數","9,630.98","-","16.25","-0.17","",
"臺灣50指數","12,762.14","-","38.23","-0.30","",
"臺灣50權重上限30%指數","11,934.18","-","40.93","-0.34","",
"臺灣中型100指數","16,232.41","+","157.15","0.98","",
"臺灣資訊科技指數","23,148.13","+","10.40","0.04","",
"臺灣發達指數","10,416.16","-","31.42","-0.30","",
"臺灣高股息指數","7,486.10","+","38.06","0.51","",
"臺灣就業99指數","10,740.97","+","2.25","0.02","",
"臺灣高薪100指數","9,283.05","-","28.12","-0.30","",
"未含金融指數","14,706.07","+","9.47","0.06","",
"未含電子指數","18,791.01","-","18.91","-0.10","",
"未含金融電子指數","15,781.61","-","12.11","-0.08","",
"小型股300指數","9,638.53","+","56.41","0.59","",
"水泥窯製類指數","663.15","-","0.67","-0.10","",
"塑膠化工類指數","848.53","-","5.08","-0.60","",
"機電類指數","4,577.20","+","6.52","0.14","",
"水泥類指數","173.82","+","0.01","0.01","",
"食品類指數","2,090.16","-","0.93","-0.04","",
"塑膠類指數","237.13","-","3.56","-1.48","",
"紡織纖維類指數","621.48","+","1.53","0.25","",
"電機機械類指數","321.13","+","2.67","0.84","",
"電器電纜類指數","107.43","-","0.22","-0.20","",
"化學生技醫療類指數","129.46","+","1.34","1.05","",
"化學類指數","146.64","+","0.96","0.66","",
"生技醫療類指數","78.04","+","1.09","1.42","",
"玻璃陶瓷類指數","54.13","-","0.46","-0.84","",
"造紙類指數","392.41","+","13.44","3.55","",
"鋼鐵類指數","145.85","+","0.38","0.26","",
"橡膠類指數","257.90","-","0.11","-0.04","",
"汽車類指數","445.20","+","2.80","0.63","",
"電子工業類指數","814.14","+","1.02","0.13","",
"半導體類指數","381.77","+","0.07","0.02","",
"電腦及週邊設備類指數","191.64","+","2.95","1.56","",
"光電類指數","36.96","+","0.14","0.38","",
"通信網路類指數","138.85","-","0.97","-0.69","",
"電子零組件類指數","187.31","+","1.48","0.80","",
"電子通路類指數","186.31","-","0.94","-0.50","",
"資訊服務類指數","178.72","+","1.47","0.83","",
"其他電子類指數","109.36","-","1.26","-1.14","",
"建材營造類指數","384.39","+","1.18","0.31","",
"航運類指數","170.44","-","2.06","-1.19","",
"觀光類指數","158.41","-","0.31","-0.20","",
"金融保險類指數","1,631.36","-","2.55","-0.16","",
"貿易百貨類指數","292.81","-","2.07","-0.70","",
"油電燃氣類指數","114.55","+","0.02","0.02","",
"其他類指數","379.63","+","0.87","0.23","",
"臺指日報酬兩倍指數","35,600.01","+","28.02","0.08","",
"臺指反向一倍指數","4,005.70","-","1.58","-0.04","",
"電子類兩倍槓桿指數","35,870.25","+","89.77","0.25","",
"電子類反向指數","3,470.65","-","4.36","-0.13","",
"價格指數(跨市場)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技指數","4,438.36","+","68.70","1.57","",
"臺灣中小型公司治理指數","8,549.88","+","127.86","1.52","",
"臺灣IPO指數","5,093.45","-","2.47","-0.05","",
"智慧中立指數","3,419.23","-","10.83","-0.32","",
"臺灣5G指數","8,162.72","-","10.95","-0.13","",
"臺灣企業社會責任中小型指數","9,902.69","+","46.22","0.47","",
"特選臺灣電動車代表指數","8,182.92","+","114.33","1.42","",
"臺灣5G+通訊指數","6,513.86","+","11.71","0.18","",
"臺灣全市場指數","5,770.31","+","4.87","0.08","",
"臺灣全市場半導體指數","5,417.93","+","16.41","0.30","",
"臺灣智慧移動與電動車指數","4,433.67","+","20.04","0.45","",
"特選小資高價30指數","5,366.40","+","42.58","0.80","",
"特選臺灣綠能及電動車指數","5,266.80","+","17.42","0.33","",
