"112年02月16日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","17,810.10","+","147.64","0.84","",
"發行量加權股價指數","15,550.50","+","117.61","0.76","",
"臺灣公司治理100指數","8,908.39","+","59.79","0.68","",
"臺灣50指數","11,988.73","+","65.19","0.55","",
"臺灣50權重上限30%指數","11,282.37","+","60.48","0.54","",
"臺灣中型100指數","13,669.90","+","173.94","1.29","",
"臺灣資訊科技指數","20,835.86","+","162.66","0.79","",
"臺灣發達指數","9,976.99","+","72.39","0.73","",
"臺灣高股息指數","6,383.06","+","48.80","0.77","",
"臺灣就業99指數","9,498.80","+","77.36","0.82","",
"臺灣高薪100指數","8,440.28","+","57.91","0.69","",
"未含金融指數","13,423.56","+","111.16","0.84","",
"未含電子指數","17,842.52","+","104.51","0.59","",
"未含金融電子指數","14,930.47","+","111.09","0.75","",
"小型股300指數","8,709.10","+","84.88","0.98","",
"水泥窯製類指數","649.48","+","2.85","0.44","",
"塑膠化工類指數","850.96","+","4.87","0.58","",
"機電類指數","4,106.90","+","35.86","0.88","",
"水泥類指數","166.52","+","0.72","0.43","",
"食品類指數","1,841.29","+","0.07","--","",
"塑膠類指數","246.34","+","1.07","0.44","",
"紡織纖維類指數","588.27","+","1.45","0.25","",
"電機機械類指數","253.44","+","1.09","0.43","",
"電器電纜類指數","122.57","+","3.40","2.85","",
"化學生技醫療類指數","124.05","+","1.09","0.89","",
"化學類指數","135.77","+","0.98","0.73","",
"生技醫療類指數","77.15","+","0.79","1.03","",
"玻璃陶瓷類指數","60.76","+","0.29","0.48","",
"造紙類指數","309.43","+","1.08","0.35","",
"鋼鐵類指數","148.90","+","1.39","0.94","",
"橡膠類指數","237.45","+","1.29","0.55","",
"汽車類指數","349.89","+","3.33","0.96","",
"電子工業類指數","731.53","+","6.34","0.87","",
"半導體類指數","354.19","+","2.49","0.71","",
"電腦及週邊設備類指數","132.02","+","1.15","0.88","",
"光電類指數","35.04","+","0.50","1.45","",
"通信網路類指數","129.49","+","1.10","0.86","",
"電子零組件類指數","165.86","+","2.85","1.75","",
"電子通路類指數","178.02","+","1.64","0.93","",
"資訊服務類指數","134.42","+","0.50","0.37","",
"其他電子類指數","98.93","+","0.89","0.91","",
"建材營造類指數","358.38","+","0.44","0.12","",
"航運類指數","160.49","+","2.50","1.58","",
"觀光類指數","134.10","+","2.88","2.19","",
"金融保險類指數","1,562.14","+","3.44","0.22","",
"貿易百貨類指數","295.32","+","3.40","1.16","",
"油電燃氣類指數","110.58","+","2.05","1.89","",
"其他類指數","373.18","-","0.04","-0.01","",
"臺指日報酬兩倍指數","30,125.59","+","452.27","1.52","",
"臺指反向一倍指數","4,383.85","-","33.66","-0.76","",
"電子類兩倍槓桿指數","29,192.13","+","501.66","1.75","",
"電子類反向指數","3,893.90","-","34.34","-0.87","",
"價格指數(跨市場)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技指數","4,545.62","+","37.51","0.83","",
"臺灣中小型公司治理指數","7,261.13","+","103.16","1.44","",
"臺灣IPO指數","5,172.72","+","100.79","1.99","",
"智慧中立指數","3,418.02","-","18.16","-0.53","",
"臺灣5G指數","7,819.65","+","64.07","0.83","",
"臺灣企業社會責任中小型指數","8,456.15","+","73.32","0.87","",
"特選臺灣電動車代表指數","5,935.14","+","82.41","1.41","",
"臺灣5G+通訊指數","5,873.22","+","37.79","0.65","",
"臺灣全市場指數","5,295.48","+","42.26","0.80","",
